"gene_id","gene_name","padj"
"ENSG00000123411.15","IKZF4",0.00211366885117593
"ENSG00000147853.17","AK3",0.00211641590319475
"ENSG00000157653.12","C9orf43",0.00211641590319475
"ENSG00000069122.19","ADGRF5",0.0021206199999992
"ENSG00000104889.7","RNASEH2A",0.00212214446570666
"ENSG00000143450.18","OAZ3",0.00212214446570666
"ENSG00000111911.7","HINT3",0.00213598234101067
"ENSG00000147383.11","NSDHL",0.0021431957844006
"ENSG00000169031.20","COL4A3",0.0021431957844006
"ENSG00000204577.11","LILRB3",0.0021431957844006
"ENSG00000137161.17","CNPY3",0.00214398816099803
"ENSG00000182601.7","HS3ST4",0.00214466470676695
"ENSG00000129646.14","QRICH2",0.00214532747675714
"ENSG00000166278.15","C2",0.00214678691755705
"ENSG00000165643.11","SOHLH1",0.00215393332295294
"ENSG00000182180.14","MRPS16",0.00215393332295294
"ENSG00000120942.14","UBIAD1",0.00215582675437421
"ENSG00000079332.15","SAR1A",0.00215853388109965
"ENSG00000183150.8","GPR19",0.00215853388109965
"ENSG00000165059.8","PRKACG",0.00216081809733143
"ENSG00000146067.16","FAM193B",0.00216245660869571
"ENSG00000100084.14","HIRA",0.00216572859404471
"ENSG00000174136.13","RGMB",0.00216572859404471
"ENSG00000130224.15","LRCH2",0.00216909173920734
"ENSG00000149428.19","HYOU1",0.00216913165899342
"ENSG00000153093.20","ACOXL",0.00216913165899342
"ENSG00000147138.3","GPR174",0.00216998094666006
"ENSG00000169223.15","LMAN2",0.00217077102655622
"ENSG00000188425.4","NANOS2",0.00217366677097129
"ENSG00000143393.16","PI4KB",0.00217420452843288
"ENSG00000170340.11","B3GNT2",0.00217460453296111
"ENSG00000099960.13","SLC7A4",0.00217976842396739
"ENSG00000162591.16","MEGF6",0.00219242090124699
"ENSG00000176658.17","MYO1D",0.00219534266140994
"ENSG00000011523.14","CEP68",0.00219546509113925
"ENSG00000167889.13","MGAT5B",0.00219801951274571
"ENSG00000137070.18","IL11RA",0.00219884765246768
"ENSG00000177992.10","SPATA31E1",0.00221065681573346
"ENSG00000164434.12","FABP7",0.00221844061546395
"ENSG00000130958.13","SLC35D2",0.0022193922923337
"ENSG00000176679.9","TGIF2LY",0.00221949084879069
"ENSG00000128652.11","HOXD3",0.00222348757115995
"ENSG00000064787.13","BCAS1",0.002223693007844
"ENSG00000114268.12","PFKFB4",0.002223693007844
"ENSG00000144134.18","RABL2A",0.00222496335248646
"ENSG00000164651.17","SP8",0.00222586869806551
"ENSG00000011028.14","MRC2",0.00223507404371335
"ENSG00000172322.14","CLEC12A",0.00223507404371335
"ENSG00000118495.20","PLAGL1",0.00224166562578172
"ENSG00000169684.13","CHRNA5",0.00224166562578172
"ENSG00000278318.5","ZNF229",0.00224166562578172
"ENSG00000117226.12","GBP3",0.00224561279595844
"ENSG00000088827.12","SIGLEC1",0.00225499389587294
"ENSG00000136931.10","NR5A1",0.00225991371433304
"ENSG00000139797.8","RNF113B",0.00226118573370704
"ENSG00000154118.13","JPH3",0.00226434122154156
"ENSG00000166444.19","DENND2B",0.00226434122154156
"ENSG00000186340.16","THBS2",0.00226434122154156
"ENSG00000204899.6","MZT1",0.00226434122154156
"ENSG00000165487.14","MICU2",0.00226496576226211
"ENSG00000118402.6","ELOVL4",0.00226542568575309
"ENSG00000163866.9","SMIM12",0.00227243670172253
"ENSG00000138796.17","HADH",0.0022784240435212
"ENSG00000125447.18","GGA3",0.00227915049322658
"ENSG00000012171.20","SEMA3B",0.00228031980091746
"ENSG00000134531.10","EMP1",0.00228479271364623
"ENSG00000135677.11","GNS",0.00228479271364623
"ENSG00000139832.5","RAB20",0.00228479271364623
"ENSG00000075914.13","EXOSC7",0.00228685116500536
"ENSG00000078295.17","ADCY2",0.00228852709246564
"ENSG00000135070.15","ISCA1",0.00229113929722533
"ENSG00000188761.13","BCL2L15",0.00229164516758878
"ENSG00000109065.12","NAT9",0.0022952717616213
"ENSG00000131381.12","RBSN",0.00229568479693314
"ENSG00000141543.12","EIF4A3",0.0022957752857026
"ENSG00000156858.12","PRR14",0.00229755696967794
"ENSG00000276966.2","H4C5",0.00229898056846297
"ENSG00000127084.19","FGD3",0.00229900211152288
"ENSG00000284713.1","SMIM38",0.00230104619936199
"ENSG00000143436.11","MRPL9",0.00230453816029617
"ENSG00000053524.12","MCF2L2",0.0023046484395813
"ENSG00000160791.13","CCR5",0.00230507095444508
"ENSG00000169016.17","E2F6",0.00230507095444508
"ENSG00000163762.7","TM4SF18",0.00230880290956814
"ENSG00000171208.10","NETO2",0.00230925023692279
"ENSG00000152213.4","ARL11",0.0023130115556165
"ENSG00000196437.12","ZNF569",0.00231433927144985
"ENSG00000102401.20","ARMCX3",0.00231562418105535
"ENSG00000177692.12","DNAJC28",0.00231562418105535
"ENSG00000180573.9","H2AC6",0.00231876472941671
"ENSG00000170037.14","CNTROB",0.00232327299774139
"ENSG00000104047.15","DTWD1",0.00232425819714524
"ENSG00000178381.12","ZFAND2A",0.00232756485766637
"ENSG00000112182.15","BACH2",0.00233008276652688
"ENSG00000128590.5","DNAJB9",0.00233008276652688
"ENSG00000169857.9","AVEN",0.00233457356183929
"ENSG00000162949.16","CAPN13",0.00234540099972267
"ENSG00000164040.18","PGRMC2",0.00234769105919293
"ENSG00000170175.11","CHRNB1",0.00235440567105525
"ENSG00000105366.15","SIGLEC8",0.0023683513945253
"ENSG00000162739.14","SLAMF6",0.0023683513945253
"ENSG00000244731.8","C4A",0.0023683513945253
"ENSG00000115128.7","SF3B6",0.00236973578483216
"ENSG00000140254.12","DUOXA1",0.00238439888005432
"ENSG00000101203.16","COL20A1",0.0024000194176886
"ENSG00000162391.12","FAM151A",0.00240616300666779
"ENSG00000165688.12","PMPCA",0.00241172849789321
"ENSG00000156304.15","SCAF4",0.00241506244925719
"ENSG00000111261.14","MANSC1",0.00241634931628389
"ENSG00000188089.13","PLA2G4E",0.00241974023138291
"ENSG00000106355.10","LSM5",0.0024219620463192
"ENSG00000165694.10","FRMD7",0.0024255824880193
"ENSG00000185480.12","PARPBP",0.0024255824880193
"ENSG00000128709.13","HOXD9",0.00242875339297385
"ENSG00000118707.11","TGIF2",0.00243428336916716
"ENSG00000162782.16","TDRD5",0.00243850379457218
"ENSG00000071189.21","SNX13",0.00245381849180632
"ENSG00000138018.18","SELENOI",0.00245381849180632
"ENSG00000168938.6","PPIC",0.00245381849180632
"ENSG00000144681.10","STAC",0.00245633697547625
"ENSG00000130487.9","KLHDC7B",0.00245802741052314
"ENSG00000084112.15","SSH1",0.00246001988126959
"ENSG00000160229.13","ZNF66",0.00246075315161041
"ENSG00000062485.19","CS",0.00246179867856706
"ENSG00000158321.18","AUTS2",0.00246179867856706
"ENSG00000172578.12","KLHL6",0.00246179867856706
"ENSG00000048471.14","SNX29",0.00246675177772253
"ENSG00000105982.17","RNF32",0.00246918110594676
"ENSG00000006652.15","IFRD1",0.00247142832808047
"ENSG00000034677.13","RNF19A",0.00247248717797268
"ENSG00000179163.12","FUCA1",0.00247705620846278
"ENSG00000101417.12","PXMP4",0.0024854472962977
"ENSG00000196177.13","ACADSB",0.00248588434595415
"ENSG00000095739.11","BAMBI",0.00248732275326685
"ENSG00000271824.2","SMIM32",0.00248974407881711
"ENSG00000165655.17","ZNF503",0.0024911992613962
"ENSG00000102100.16","SLC35A2",0.00249511169858811
"ENSG00000087495.17","PHACTR3",0.00249614881423836
"ENSG00000075218.19","GTSE1",0.00249946527480549
"ENSG00000135838.13","NPL",0.00250002017247761
"ENSG00000144580.14","CNOT9",0.00250049930273021
"ENSG00000197496.6","SLC2A10",0.00250250403972844
"ENSG00000149716.13","LTO1",0.00251173146521028
"ENSG00000105939.13","ZC3HAV1",0.00251433351923944
"ENSG00000151491.14","EPS8",0.00252398794563512
"ENSG00000004799.8","PDK4",0.00252582445576666
"ENSG00000124602.10","UNC5CL",0.00252878607365912
"ENSG00000105085.11","MED26",0.00252952398497682
"ENSG00000101193.8","GID8",0.00253281362326189
"ENSG00000170776.22","AKAP13",0.00253923679875469
"ENSG00000163006.12","CCDC138",0.00253932072550992
"ENSG00000180423.4","HARBI1",0.00254064768833979
"ENSG00000032444.17","PNPLA6",0.00254097213017466
"ENSG00000101197.13","BIRC7",0.00254473848482179
"ENSG00000198246.9","SLC29A3",0.00254514092209518
"ENSG00000077935.17","SMC1B",0.00254588600452755
"ENSG00000162576.17","MXRA8",0.00255117526647705
"ENSG00000197044.11","ZNF441",0.0025535142310231
"ENSG00000135373.13","EHF",0.00255670349877079
"ENSG00000025434.19","NR1H3",0.00255948025963336
"ENSG00000147113.17","DIPK2B",0.00256711578517617
"ENSG00000140391.15","TSPAN3",0.00256725603102292
"ENSG00000120647.10","CCDC77",0.00257077332049631
"ENSG00000108797.12","CNTNAP1",0.00257173985903636
"ENSG00000250479.9","CHCHD10",0.00257173985903636
"ENSG00000083817.9","ZNF416",0.00257359691408211
"ENSG00000127920.6","GNG11",0.00257359691408211
"ENSG00000167995.17","BEST1",0.00257359691408211
"ENSG00000161277.11","THAP8",0.00257489367234121
"ENSG00000005075.15","POLR2J",0.00258066931389959
"ENSG00000151414.15","NEK7",0.00258231493397279
"ENSG00000105618.14","PRPF31",0.00258620214424902
"ENSG00000171812.13","COL8A2",0.00258620214424902
"ENSG00000111907.21","TPD52L1",0.0025890337694128
"ENSG00000074621.14","SLC24A1",0.00259392190424956
"ENSG00000177689.10","MAGEB10",0.00259598553749703
"ENSG00000255833.2","TIFAB",0.00259598553749703
"ENSG00000126003.7","PLAGL2",0.00259659160736794
"ENSG00000137571.11","SLCO5A1",0.00260292141931023
"ENSG00000089022.14","MAPKAPK5",0.00260820894717131
"ENSG00000112964.14","GHR",0.00262085143107763
"ENSG00000135452.10","TSPAN31",0.00262358991535169
"ENSG00000133019.12","CHRM3",0.00262681768720546
"ENSG00000139946.10","PELI2",0.00263173104792416
"ENSG00000136881.12","BAAT",0.00263679653555522
"ENSG00000102317.18","RBM3",0.00264022206967731
"ENSG00000156374.16","PCGF6",0.00264022206967731
"ENSG00000101224.17","CDC25B",0.00264529984007607
"ENSG00000128654.14","MTX2",0.00264529984007607
"ENSG00000154529.15","CNTNAP3B",0.00264529984007607
"ENSG00000048405.10","ZNF800",0.00264728253558399
"ENSG00000123329.20","ARHGAP9",0.00264781858081156
"ENSG00000130764.10","LRRC47",0.00265585907583476
"ENSG00000146374.14","RSPO3",0.00265813747532112
"ENSG00000147168.13","IL2RG",0.00266350514712789
"ENSG00000145362.20","ANK2",0.00266923785999123
"ENSG00000168785.8","TSPAN5",0.00267381531529573
"ENSG00000188021.9","UBQLN2",0.00267604137819515
"ENSG00000070886.12","EPHA8",0.00267752038276255
"ENSG00000176595.4","KBTBD11",0.00268704480931461
"ENSG00000053702.15","NRIP2",0.00268994301942182
"ENSG00000088256.9","GNA11",0.00269240517509848
"ENSG00000283297.2","TEX52",0.00269407736664071
"ENSG00000124019.10","FAM124B",0.00269723053533912
"ENSG00000143537.14","ADAM15",0.00269929919361092
"ENSG00000006576.16","PHTF2",0.00270061974039487
"ENSG00000104361.10","NIPAL2",0.00270407248216202
"ENSG00000041982.16","TNC",0.00270469588675916
"ENSG00000117090.15","SLAMF1",0.00270469588675916
"ENSG00000287725.1","AP003071.5",0.00270932895839126
"ENSG00000163923.10","RPL39L",0.00270990683871465
"ENSG00000148357.16","HMCN2",0.00272457324205648
"ENSG00000127837.10","AAMP",0.00272719793207267
"ENSG00000184226.15","PCDH9",0.0027362549338213
"ENSG00000172955.17","ADH6",0.00274044506153882
"ENSG00000178750.3","STX19",0.00274819280933018
"ENSG00000151576.10","QTRT2",0.00275913252987502
"ENSG00000182463.16","TSHZ2",0.0027723824769594
"ENSG00000100395.15","L3MBTL2",0.00277553681236427
"ENSG00000148848.14","ADAM12",0.00277553681236427
"ENSG00000165271.17","NOL6",0.00278909069988513
"ENSG00000142892.15","PIGK",0.00279215561791083
"ENSG00000147654.15","EBAG9",0.00280496416020811
"ENSG00000184735.7","DDX53",0.00280496416020811
"ENSG00000148468.17","FAM171A1",0.00281569490572198
"ENSG00000182054.10","IDH2",0.00282687673482462
"ENSG00000105369.10","CD79A",0.00282800195872233
"ENSG00000189306.11","RRP7A",0.00282918756267886
"ENSG00000198932.13","GPRASP1",0.00282937059933401
"ENSG00000177542.11","SLC25A22",0.00283110397406887
"ENSG00000196507.11","TCEAL3",0.00283341989835911
"ENSG00000162676.12","GFI1",0.00283666954399665
"ENSG00000107951.15","MTPAP",0.00284639455886765
"ENSG00000197253.13","TPSB2",0.00284922369029719
"ENSG00000177311.11","ZBTB38",0.00285548096229181
"ENSG00000101343.15","CRNKL1",0.00287050180211858
"ENSG00000182473.22","EXOC7",0.00287114899346575
"ENSG00000111335.13","OAS2",0.00287432152683691
"ENSG00000112984.12","KIF20A",0.00287475280342321
"ENSG00000124610.5","H1-1",0.0028820029946006
"ENSG00000118257.17","NRP2",0.0028825040480499
"ENSG00000197181.12","PIWIL2",0.00288266679509569
"ENSG00000167625.11","ZNF526",0.00288782972079788
"ENSG00000163444.12","TMEM183A",0.00288808574681435
"ENSG00000081377.17","CDC14B",0.00289770556135098
"ENSG00000285231.1","OOSP3",0.00289770556135098
"ENSG00000178498.16","DTX3",0.00289928273625993
"ENSG00000184305.15","CCSER1",0.00289928273625993
"ENSG00000170549.4","IRX1",0.00290243558289704
"ENSG00000114745.13","GORASP1",0.00290865301401644
"ENSG00000178928.8","TPRX1",0.00290865301401644
"ENSG00000136280.17","CCM2",0.00291048025078031
"ENSG00000101292.8","PROKR2",0.00291101092487101
"ENSG00000144231.11","POLR2D",0.00291212032639347
"ENSG00000168894.10","RNF181",0.00291212032639347
"ENSG00000111802.14","TDP2",0.00291355999158228
"ENSG00000162191.14","UBXN1",0.00292419183730361
"ENSG00000168955.4","TM4SF20",0.00292613014518672
"ENSG00000165813.20","CCDC186",0.00292758128061073
"ENSG00000136271.10","DDX56",0.00292759502978973
"ENSG00000164035.10","EMCN",0.00292759502978973
"ENSG00000187601.5","MAGEH1",0.0029337430223823
"ENSG00000143258.16","USP21",0.00293511316265178
"ENSG00000147117.8","ZNF157",0.00293511316265178
"ENSG00000105705.16","SUGP1",0.00294326114301677
"ENSG00000109101.8","FOXN1",0.00296388970796849
"ENSG00000115977.20","AAK1",0.00297319670361453
"ENSG00000165209.19","STRBP",0.00298893022947133
"ENSG00000162396.6","PARS2",0.00299096229093158
"ENSG00000171346.16","KRT15",0.002995205923158
"ENSG00000141579.7","ZNF750",0.0029963702449066
"ENSG00000176358.15","TAC4",0.00299870850792068
"ENSG00000103647.13","CORO2B",0.00300868384588126
"ENSG00000164306.11","PRIMPOL",0.00301014986580763
"ENSG00000141994.16","DUS3L",0.00301415037783043
"ENSG00000172247.4","C1QTNF4",0.00301491245083502
"ENSG00000120594.17","PLXDC2",0.00302306563034616
"ENSG00000168763.16","CNNM3",0.00303334456619091
"ENSG00000172992.12","DCAKD",0.0030357492076141
"ENSG00000171467.16","ZNF318",0.00303681938104209
"ENSG00000188342.12","GTF2F2",0.00303681938104209
"ENSG00000096996.16","IL12RB1",0.00303750042156481
"ENSG00000165349.12","SLC7A3",0.00303750042156481
"ENSG00000257108.2","NHLRC4",0.00303750042156481
"ENSG00000271425.9","NBPF10",0.00303802317143769
"ENSG00000166091.21","CMTM5",0.00304048144348055
"ENSG00000197915.7","HRNR",0.00304182206800215
"ENSG00000143942.5","CHAC2",0.00304758620571416
"ENSG00000177943.14","MAMDC4",0.00304758620571416
"ENSG00000100097.12","LGALS1",0.00304789700538228
"ENSG00000163071.11","SPATA18",0.00305327936936424
"ENSG00000160255.18","ITGB2",0.00305965025927121
"ENSG00000009413.16","REV3L",0.00305997773027011
"ENSG00000149633.12","KIAA1755",0.00306142335387401
"ENSG00000011590.14","ZBTB32",0.00306768227096153
"ENSG00000111231.9","GPN3",0.00306768227096153
"ENSG00000116221.15","MRPL37",0.00306768227096153
"ENSG00000154359.13","LONRF1",0.00307232977756313
"ENSG00000189013.14","KIR2DL4",0.00307580241667187
"ENSG00000188404.10","SELL",0.00308733964566729
"ENSG00000117425.14","PTCH2",0.00309419096292835
"ENSG00000172901.20","LVRN",0.00309419096292835
"ENSG00000175216.15","CKAP5",0.00309892925103712
"ENSG00000173230.15","GOLGB1",0.00310457729885857
"ENSG00000139112.11","GABARAPL1",0.00311389226328825
"ENSG00000175155.11","YPEL2",0.00311428633776319
"ENSG00000140694.17","PARN",0.00311583002799041
"ENSG00000155026.16","RSPH10B",0.00312096677035998
"ENSG00000168542.16","COL3A1",0.00312424383916542
"ENSG00000138380.18","CARF",0.0031254695352728
"ENSG00000285162.1","AC004593.2",0.0031254695352728
"ENSG00000181924.7","COA4",0.00314024017266027
"ENSG00000188277.10","C15orf62",0.00314024017266027
"ENSG00000166341.8","DCHS1",0.0031402718862152
"ENSG00000099953.10","MMP11",0.00314137702553219
"ENSG00000129003.19","VPS13C",0.00314530840640989
"ENSG00000107263.18","RAPGEF1",0.00314655854273752
"ENSG00000143502.15","SUSD4",0.00314655854273752
"ENSG00000182621.18","PLCB1",0.00314655854273752
"ENSG00000115295.20","CLIP4",0.00315107296701088
"ENSG00000156697.13","UTP14A",0.00315417020435498
"ENSG00000187699.10","C2orf88",0.00315417020435498
"ENSG00000008018.9","PSMB1",0.00315537094038464
"ENSG00000163673.7","DCLK3",0.00315537094038464
"ENSG00000167863.12","ATP5PD",0.00315537094038464
"ENSG00000166272.18","WBP1L",0.00316215170019363
"ENSG00000103522.16","IL21R",0.00317247804304028
"ENSG00000186204.15","CYP4F12",0.00317247804304028
"ENSG00000130477.15","UNC13A",0.00317715107368822
"ENSG00000049541.11","RFC2",0.00317912023133753
"ENSG00000178882.15","RFLNA",0.00317912023133753
"ENSG00000106571.15","GLI3",0.00318830436831382
"ENSG00000125966.10","MMP24",0.00320210321582402
"ENSG00000196372.13","ASB13",0.00320210321582402
"ENSG00000196636.8","SDHAF3",0.00320210321582402
"ENSG00000280969.2","RPS4Y2",0.00320435529006788
"ENSG00000113924.12","HGD",0.00320708591482469
"ENSG00000168070.12","MAJIN",0.00320763066506684
"ENSG00000169946.14","ZFPM2",0.00321220415579971
"ENSG00000058729.11","RIOK2",0.00321245147415131
"ENSG00000150456.11","EEF1AKMT1",0.003213895694315
"ENSG00000113263.13","ITK",0.00321555234174993
"ENSG00000162006.9","MSLNL",0.0032160567492424
"ENSG00000130332.15","LSM7",0.003216218126299
"ENSG00000105270.15","CLIP3",0.00321695567423012
"ENSG00000125124.13","BBS2",0.00321695567423012
"ENSG00000138079.14","SLC3A1",0.00321695567423012
"ENSG00000149527.18","PLCH2",0.00321889345851938
"ENSG00000124466.9","LYPD3",0.0032233084553673
"ENSG00000182541.18","LIMK2",0.0032237496774447
"ENSG00000139687.16","RB1",0.00323226072142728
"ENSG00000129084.18","PSMA1",0.00323295336029292
"ENSG00000163666.10","HESX1",0.00323610034948974
"ENSG00000049089.15","COL9A2",0.00324648244275029
"ENSG00000134686.18","PHC2",0.00324870621456056
"ENSG00000148335.15","NTMT1",0.00324870621456056
"ENSG00000156011.17","PSD3",0.00324870621456056
"ENSG00000162600.12","OMA1",0.00324870621456056
"ENSG00000025770.19","NCAPH2",0.00325121684928532
"ENSG00000171246.6","NPTX1",0.00325158849249922
"ENSG00000004478.8","FKBP4",0.00325236284277822
"ENSG00000133193.12","FAM104A",0.00325236284277822
"ENSG00000181234.9","TMEM132C",0.00325255453398783
"ENSG00000076706.17","MCAM",0.00325654382645938
"ENSG00000154217.15","PITPNC1",0.00325654382645938
"ENSG00000000938.13","FGR",0.00325788968924691
"ENSG00000136935.14","GOLGA1",0.00325788968924691
"ENSG00000081026.19","MAGI3",0.00325976327373787
"ENSG00000182446.14","NPLOC4",0.00326042370927161
"ENSG00000129354.12","AP1M2",0.00326384766635831
"ENSG00000170100.14","ZNF778",0.00326384766635831
"ENSG00000213741.11","RPS29",0.00327073688398665
"ENSG00000097007.19","ABL1",0.00328176701075693
"ENSG00000108094.16","CUL2",0.00328176701075693
"ENSG00000255398.3","HCAR3",0.00328666654695658
"ENSG00000158869.11","FCER1G",0.00329243330665581
"ENSG00000258873.3","DUXA",0.00329243330665581
"ENSG00000196504.19","PRPF40A",0.00329701390831031
"ENSG00000189144.14","ZNF573",0.00330934105021215
"ENSG00000274443.4","C8orf89",0.00330934105021215
"ENSG00000090006.18","LTBP4",0.00331006138610643
"ENSG00000203797.12","DDO",0.00331380138261604
"ENSG00000101928.13","MOSPD1",0.00332644144553388
"ENSG00000140839.11","CLEC18B",0.00333168542348788
"ENSG00000187676.8","B3GLCT",0.00333168542348788
"ENSG00000154309.9","DISP1",0.0033443778630603
"ENSG00000141959.17","PFKL",0.00335249719934592
"ENSG00000156966.7","B3GNT7",0.00336046553971625
"ENSG00000284773.1","AC114490.3",0.00336381440541968
"ENSG00000109944.11","JHY",0.00336417088482793
"ENSG00000185838.14","GNB1L",0.00337027159484922
"ENSG00000135973.3","GPR45",0.00338484705769314
"ENSG00000090054.15","SPTLC1",0.00338747390829855
"ENSG00000115598.10","IL1RL2",0.00339561647803875
"ENSG00000188859.7","FAM78B",0.00339561647803875
"ENSG00000125505.17","MBOAT7",0.00340298441106945
"ENSG00000144045.14","DQX1",0.00341063810650413
"ENSG00000042832.12","TG",0.00341365557954552
"ENSG00000153922.11","CHD1",0.0034137808355594
"ENSG00000167419.11","LPO",0.0034137808355594
"ENSG00000168062.10","BATF2",0.0034137808355594
"ENSG00000111581.10","NUP107",0.00341384617181264
"ENSG00000130702.15","LAMA5",0.0034235615399646
"ENSG00000141026.6","MED9",0.00342569090881992
"ENSG00000163793.13","DNAJC5G",0.00342569090881992
"ENSG00000102984.15","ZNF821",0.00342598449032543
"ENSG00000103591.13","AAGAB",0.00342598449032543
"ENSG00000138326.21","RPS24",0.00342598449032543
"ENSG00000161057.13","PSMC2",0.00343061114903936
"ENSG00000185739.13","SRL",0.00343061114903936
"ENSG00000133247.14","KMT5C",0.00343215636143124
"ENSG00000149115.14","TNKS1BP1",0.00343316812941559
"ENSG00000204314.12","PRRT1",0.00343338326088379
"ENSG00000099783.12","HNRNPM",0.00343719652288765
"ENSG00000140153.18","WDR20",0.00343746293389575
"ENSG00000076554.15","TPD52",0.00343892914168027
"ENSG00000084623.12","EIF3I",0.00343892914168027
"ENSG00000035720.8","STAP1",0.00344099673507217
"ENSG00000182938.7","OTOP3",0.00344161937616313
"ENSG00000164251.5","F2RL1",0.00344437315485857
"ENSG00000125731.13","SH2D3A",0.00344810480398263
"ENSG00000164171.11","ITGA2",0.00345795241932966
"ENSG00000198276.16","UCKL1",0.00345832121269615
"ENSG00000179965.12","ZNF771",0.0034772097983337
"ENSG00000177707.11","NECTIN3",0.00348438641531203
"ENSG00000077063.11","CTTNBP2",0.00348598672088152
"ENSG00000134453.16","RBM17",0.00348668733536881
"ENSG00000177427.13","MIEF2",0.00349526778139002
"ENSG00000116918.15","TSNAX",0.00349776476125267
"ENSG00000014257.16","ACP3",0.00349999508830454
"ENSG00000164053.21","ATRIP",0.00349999508830454
"ENSG00000138795.10","LEF1",0.00350138873643569
"ENSG00000261582.1","AL121753.1",0.00350138873643569
"ENSG00000162078.11","ZG16B",0.00350382601478129
"ENSG00000105866.15","SP4",0.00350399370001018
"ENSG00000124641.16","MED20",0.00350914508205924
"ENSG00000144445.17","KANSL1L",0.00350914508205924
"ENSG00000245680.11","ZNF585B",0.00350934194056327
"ENSG00000104728.16","ARHGEF10",0.00351358361616243
"ENSG00000106009.16","BRAT1",0.00352145711449513
"ENSG00000166971.17","AKTIP",0.00352168652843982
"ENSG00000130449.6","ZSWIM6",0.00352481055488279
"ENSG00000139178.11","C1RL",0.00352922809877363
"ENSG00000099917.17","MED15",0.00353396318266983
"ENSG00000151005.5","TKTL2",0.00353396318266983
"ENSG00000138092.11","CENPO",0.00353498590355854
"ENSG00000148935.11","GAS2",0.00353992170853535
"ENSG00000100445.17","SDR39U1",0.0035519796453301
"ENSG00000265972.6","TXNIP",0.0035529314293905
"ENSG00000148672.9","GLUD1",0.00355955275695237
"ENSG00000160654.11","CD3G",0.00355955275695237
"ENSG00000101542.10","CDH20",0.00356062055223651
"ENSG00000073910.22","FRY",0.00357013961995553
"ENSG00000165682.14","CLEC1B",0.00357013961995553
"ENSG00000165996.14","HACD1",0.00357013961995553
"ENSG00000113407.14","TARS1",0.00357392347435814
"ENSG00000031691.7","CENPQ",0.00357400797339093
"ENSG00000204560.10","DHX16",0.00357400797339093
"ENSG00000272325.2","NUDT3",0.00357969497795323
"ENSG00000187516.7","H2AP",0.00358140362758834
"ENSG00000198821.11","CD247",0.00358140362758834
"ENSG00000173567.15","ADGRF3",0.00359223554346731
"ENSG00000141469.18","SLC14A1",0.00359491980496655
"ENSG00000054793.14","ATP9A",0.00360123833919117
"ENSG00000152104.12","PTPN14",0.00360142404658378
"ENSG00000124374.9","PAIP2B",0.00361122126156135
"ENSG00000196510.12","ANAPC7",0.00361122126156135
"ENSG00000168610.16","STAT3",0.0036179427217871
"ENSG00000129422.14","MTUS1",0.00361812001467945
"ENSG00000018869.17","ZNF582",0.0036226508887019
"ENSG00000106823.12","ECM2",0.00362396058361736
"ENSG00000176371.14","ZSCAN2",0.0036265748061407
"ENSG00000182256.13","GABRG3",0.00362712608540546
"ENSG00000150753.12","CCT5",0.00363412935137598
"ENSG00000170390.16","DCLK2",0.00363726693131111
"ENSG00000151320.11","AKAP6",0.0036389996125654
"ENSG00000143079.15","CTTNBP2NL",0.00363994822976288
"ENSG00000172262.11","ZNF131",0.00363994822976288
"ENSG00000115274.15","INO80B",0.0036401862092875
"ENSG00000143401.15","ANP32E",0.00364085586958624
"ENSG00000261649.6","GOLGA6L7",0.00364085586958624
"ENSG00000166262.16","FAM227B",0.00364120711442964
"ENSG00000133943.21","DGLUCY",0.00364287453279062
"ENSG00000148308.18","GTF3C5",0.00364426400816444
"ENSG00000168434.13","COG7",0.00364426400816444
"ENSG00000064655.19","EYA2",0.0036443129582836
"ENSG00000127863.16","TNFRSF19",0.0036443129582836
"ENSG00000188554.15","NBR1",0.00364601279219891
"ENSG00000140506.17","LMAN1L",0.00365545790482334
"ENSG00000166595.12","CIAO2B",0.00365545790482334
"ENSG00000186716.21","BCR",0.00365876894135196
"ENSG00000265107.3","GJA5",0.00366014356170506
"ENSG00000102003.11","SYP",0.00366038006069573
"ENSG00000079257.8","LXN",0.00366149615943088
"ENSG00000269190.6","FBXO17",0.00366149615943088
"ENSG00000159788.19","RGS12",0.00366552533505774
"ENSG00000107036.12","RIC1",0.00366600274534796
"ENSG00000168701.19","TMEM208",0.00366659092055497
"ENSG00000198208.12","RPS6KL1",0.00366743307676454
"ENSG00000041515.16","MYO16",0.00367051061691567
"ENSG00000204435.15","CSNK2B",0.00367909775382685
"ENSG00000028203.18","VEZT",0.00368047200188349
"ENSG00000125245.13","GPR18",0.00368047200188349
"ENSG00000136143.16","SUCLA2",0.00369119065801825
"ENSG00000173276.14","ZBTB21",0.00369637363469594
"ENSG00000249115.9","HAUS5",0.00370022670209451
"ENSG00000165895.19","ARHGAP42",0.00370169111595273
"ENSG00000141527.18","CARD14",0.0037027935793399
"ENSG00000189056.14","RELN",0.0037027935793399
"ENSG00000166896.9","ATP23",0.00370382939823582
"ENSG00000196747.4","H2AC13",0.00370602314618799
"ENSG00000137154.13","RPS6",0.00371999368090343
"ENSG00000129007.14","CALML4",0.00372012030884422
"ENSG00000150337.13","FCGR1A",0.00372764897343999
"ENSG00000080493.18","SLC4A4",0.00372836958267613
"ENSG00000136807.14","CDK9",0.00373022843853471
"ENSG00000174137.13","FAM53A",0.00373090013822945
"ENSG00000077097.15","TOP2B",0.00373249271472762
"ENSG00000099812.9","MISP",0.00373249271472762
