"gene_id","gene_name","padj"
"ENSG00000103415.12","HMOX2",0.0759109439971949
"ENSG00000162510.6","MATN1",0.0759171046213482
"ENSG00000165376.11","CLDN2",0.0759171046213482
"ENSG00000166965.12","RCCD1",0.0759511200020715
"ENSG00000275993.3","SIK1B",0.0759511200020715
"ENSG00000005194.15","CIAPIN1",0.0760138484027512
"ENSG00000179476.8","C14orf28",0.0760501208651011
"ENSG00000154127.10","UBASH3B",0.0760855026869896
"ENSG00000181001.3","OR52N1",0.0760855026869896
"ENSG00000239474.7","KLHL41",0.0760977779014288
"ENSG00000242715.8","CCDC169",0.0761281910314454
"ENSG00000167378.8","IRGQ",0.0761741977218475
"ENSG00000011347.10","SYT7",0.0762730346656453
"ENSG00000169224.13","GCSAML",0.0762832304004337
"ENSG00000116985.12","BMP8B",0.0763098237343562
"ENSG00000152433.15","ZNF547",0.0763809183585892
"ENSG00000160993.4","ALKBH4",0.0763809183585892
"ENSG00000184564.11","SLITRK6",0.076418594527158
"ENSG00000123999.5","INHA",0.0764491375238085
"ENSG00000140931.20","CMTM3",0.0764491375238085
"ENSG00000286219.1","NOTCH2NLC",0.0764491375238085
"ENSG00000163288.14","GABRB1",0.0764578125036316
"ENSG00000090060.18","PAPOLA",0.0764647219455461
"ENSG00000123908.12","AGO2",0.0764647219455461
"ENSG00000282757.4","DUXB",0.0765961506963322
"ENSG00000104055.16","TGM5",0.0766622282758433
"ENSG00000154305.18","MIA3",0.0767756952287722
"ENSG00000262655.4","SPON1",0.0767756952287722
"ENSG00000018610.15","CXorf56",0.0767833049520192
"ENSG00000128908.17","INO80",0.0768380949669182
"ENSG00000254995.4","STX16-NPEPL1",0.0768640588918046
"ENSG00000142089.16","IFITM3",0.0769251201161086
"ENSG00000169246.16","NPIPB3",0.076933578142359
"ENSG00000198785.7","GRIN3A",0.076933578142359
"ENSG00000120451.11","SNX19",0.0769415606365065
"ENSG00000184785.6","SMIM10",0.0769415606365065
"ENSG00000173041.12","ZNF680",0.0770294278053793
"ENSG00000163518.11","FCRL4",0.0770317722236322
"ENSG00000133106.15","EPSTI1",0.0770919332860561
"ENSG00000249471.8","ZNF324B",0.0770919332860561
"ENSG00000135519.8","KCNH3",0.0771857546721654
"ENSG00000129910.8","CDH15",0.0772013527843286
"ENSG00000100605.17","ITPK1",0.0772728502455602
"ENSG00000138316.11","ADAMTS14",0.0772882419058883
"ENSG00000152672.8","CLEC4F",0.0772882419058883
"ENSG00000186104.11","CYP2R1",0.0772888851348447
"ENSG00000072818.12","ACAP1",0.0773083196695618
"ENSG00000125823.12","CSTL1",0.077390920366559
"ENSG00000176125.7","UFSP1",0.077390920366559
"ENSG00000113593.12","PPWD1",0.0773925494607951
"ENSG00000196604.13","POTEF",0.0773948715527245
"ENSG00000276410.4","H2BC3",0.0773996835711355
"ENSG00000242689.3","CNTF",0.0774101704481238
"ENSG00000116521.11","SCAMP3",0.0774159365481014
"ENSG00000174292.12","TNK1",0.077432413976895
"ENSG00000121988.18","ZRANB3",0.077444400413316
"ENSG00000189042.13","ZNF567",0.0774493550266486
"ENSG00000111215.12","PRR4",0.0775905094094184
"ENSG00000134640.3","MTNR1B",0.0776008022929457
"ENSG00000198945.8","L3MBTL3",0.0776322297315275
"ENSG00000119638.14","NEK9",0.0776800092838255
"ENSG00000125999.11","BPIFB1",0.0777716819563178
"ENSG00000070371.16","CLTCL1",0.0779091440933071
"ENSG00000189057.11","FAM111B",0.077941422677225
"ENSG00000044115.21","CTNNA1",0.0779632012017847
"ENSG00000198680.4","TUSC1",0.0779632012017847
"ENSG00000160563.14","MED27",0.0780097334003639
"ENSG00000009954.11","BAZ1B",0.0780183324636034
"ENSG00000138767.13","CNOT6L",0.0780216201072047
"ENSG00000169372.13","CRADD",0.0780428037253009
"ENSG00000197930.13","ERO1A",0.0780428037253009
"ENSG00000163945.19","UVSSA",0.0780432734216429
"ENSG00000236383.8","CCDC200",0.078125619852354
"ENSG00000100341.12","PNPLA5",0.0781500103722645
"ENSG00000196689.12","TRPV1",0.0783098402952136
"ENSG00000159259.8","CHAF1B",0.0783112838203591
"ENSG00000120729.10","MYOT",0.0783627340402611
"ENSG00000129968.17","ABHD17A",0.0784258013724923
"ENSG00000136573.14","BLK",0.0784258013724923
"ENSG00000181350.12","LRRC75A",0.0784291638010699
"ENSG00000109705.8","NKX3-2",0.0784554099643806
"ENSG00000100099.21","HPS4",0.0784658741117664
"ENSG00000122687.19","MRM2",0.0784995346240278
"ENSG00000143156.14","NME7",0.0784995346240278
"ENSG00000169550.14","MUC15",0.0785220600245602
"ENSG00000152377.14","SPOCK1",0.0785655474920365
"ENSG00000008196.13","TFAP2B",0.0785857540347982
"ENSG00000164309.15","CMYA5",0.0785857540347982
"ENSG00000170396.9","ZNF804A",0.0785857540347982
"ENSG00000142227.11","EMP3",0.0786149269372424
"ENSG00000189068.11","VSTM1",0.0786192767010416
"ENSG00000197951.10","ZNF71",0.0786286705435393
"ENSG00000167767.14","KRT80",0.0786706920300765
"ENSG00000151577.13","DRD3",0.0788174134474125
"ENSG00000175906.5","ARL4D",0.0788324791212576
"ENSG00000138449.11","SLC40A1",0.0788621953747673
"ENSG00000145287.11","PLAC8",0.0789004510550322
"ENSG00000164318.18","EGFLAM",0.0789004510550322
"ENSG00000196139.14","AKR1C3",0.0789004510550322
"ENSG00000212724.3","KRTAP2-3",0.0789004510550322
"ENSG00000087206.17","UIMC1",0.0789220526046177
"ENSG00000255408.4","PCDHA3",0.0789425512569609
"ENSG00000215271.9","HOMEZ",0.0790239552486923
"ENSG00000103381.12","CPPED1",0.0791841119746217
"ENSG00000100941.9","PNN",0.0791984749358925
"ENSG00000170604.5","IRF2BP1",0.0791984749358925
"ENSG00000139352.4","ASCL1",0.0792072185635515
"ENSG00000070601.10","FRMPD1",0.0792456200367897
"ENSG00000115290.10","GRB14",0.0792575594685916
"ENSG00000213347.10","MXD3",0.0792694231540474
"ENSG00000119888.11","EPCAM",0.0794892488896502
"ENSG00000142867.14","BCL10",0.079522832532919
"ENSG00000166529.15","ZSCAN21",0.079522832532919
"ENSG00000253352.10","TUG1",0.0795462022500326
"ENSG00000135249.8","RINT1",0.0796501566754979
"ENSG00000212993.5","POU5F1B",0.0797206578358288
"ENSG00000130304.17","SLC27A1",0.0797345009779481
"ENSG00000148204.12","CRB2",0.0797522459813208
"ENSG00000016391.11","CHDH",0.0797550143357963
"ENSG00000196341.3","OR8D1",0.0798348375441912
"ENSG00000108039.18","XPNPEP1",0.0798459249950864
"ENSG00000117335.20","CD46",0.0800349962741902
"ENSG00000108474.17","PIGL",0.0801006747971847
"ENSG00000174799.11","CEP135",0.0801006747971847
"ENSG00000133641.18","C12orf29",0.0801497439945993
"ENSG00000172428.11","COPS9",0.0802194850589946
"ENSG00000152092.16","ASTN1",0.0802811345444757
"ENSG00000119820.11","YIPF4",0.0803698952518733
"ENSG00000103528.17","SYT17",0.080387619064599
"ENSG00000204583.10","LRCOL1",0.080387619064599
"ENSG00000166573.6","GALR1",0.0804771720653564
"ENSG00000204267.16","TAP2",0.080498541065006
"ENSG00000102383.14","ZDHHC15",0.0805135628834037
"ENSG00000083720.13","OXCT1",0.0806066990182391
"ENSG00000196378.13","ZNF34",0.0806066990182391
"ENSG00000214140.11","PRCD",0.0806207329557027
"ENSG00000134376.16","CRB1",0.0806279343076379
"ENSG00000124701.5","APOBEC2",0.0806325705672806
"ENSG00000136944.19","LMX1B",0.0806325705672806
"ENSG00000198650.11","TAT",0.080685381097119
"ENSG00000204767.4","INSYN2B",0.0806997757052693
"ENSG00000161031.13","PGLYRP2",0.0807190675690348
"ENSG00000174175.17","SELP",0.0807413658703007
"ENSG00000137393.10","RNF144B",0.0807420889640918
"ENSG00000100852.13","ARHGAP5",0.080776294114136
"ENSG00000183831.7","ANKRD45",0.080776294114136
"ENSG00000198520.12","ARMH1",0.080776294114136
"ENSG00000121858.11","TNFSF10",0.0807800731512902
"ENSG00000151704.16","KCNJ1",0.0807800731512902
"ENSG00000136197.13","C7orf25",0.0808353457744047
"ENSG00000090520.11","DNAJB11",0.0808391410032048
"ENSG00000204140.10","CLPSL1",0.080840431197557
"ENSG00000257218.6","GATC",0.0808660775721001
"ENSG00000140557.12","ST8SIA2",0.0809637282321954
"ENSG00000131721.6","RHOXF2",0.0809912098726595
"ENSG00000225932.3","CTAGE4",0.0809917285014067
"ENSG00000102104.9","RS1",0.081001392843213
"ENSG00000078596.11","ITM2A",0.0811013472695895
"ENSG00000104714.14","ERICH1",0.0811829669626388
"ENSG00000111266.9","DUSP16",0.0811829669626388
"ENSG00000125266.8","EFNB2",0.0811829669626388
"ENSG00000118508.5","RAB32",0.081206470225435
"ENSG00000166881.10","NEMP1",0.0812590708314153
"ENSG00000181804.15","SLC9A9",0.0812827635087593
"ENSG00000184584.13","STING1",0.081313829187941
"ENSG00000007392.17","LUC7L",0.0814331277519125
"ENSG00000170160.17","CCDC144A",0.0814388503038094
"ENSG00000081842.18","PCDHA6",0.0815070363710012
"ENSG00000087258.16","GNAO1",0.0815202670089217
"ENSG00000175634.15","RPS6KB2",0.0815202670089217
"ENSG00000179010.14","MRFAP1",0.0816064249028741
"ENSG00000100075.10","SLC25A1",0.0816357437197003
"ENSG00000182199.11","SHMT2",0.0816357437197003
"ENSG00000187066.8","TMEM262",0.0816654419279344
"ENSG00000102226.10","USP11",0.0817518503466742
"ENSG00000198598.6","MMP17",0.0818273782136335
"ENSG00000104957.14","CCDC130",0.0818659247959966
"ENSG00000153551.14","CMTM7",0.0818659247959966
"ENSG00000165623.10","UCMA",0.0818677020350503
"ENSG00000105650.22","PDE4C",0.0821814087175811
"ENSG00000188716.5","DUSP29",0.0821814087175811
"ENSG00000068745.15","IP6K2",0.0822128174361653
"ENSG00000076864.19","RAP1GAP",0.0822553826397574
"ENSG00000188611.16","ASAH2",0.0824744930045734
"ENSG00000148225.16","WDR31",0.0825466876310993
"ENSG00000104941.8","RSPH6A",0.0825507026998513
"ENSG00000177462.7","OR2T8",0.0825507026998513
"ENSG00000213341.11","CHUK",0.0825507026998513
"ENSG00000176170.14","SPHK1",0.0825678708236605
"ENSG00000109814.12","UGDH",0.0826467217056035
"ENSG00000132475.10","H3-3B",0.0826467217056035
"ENSG00000171860.5","C3AR1",0.0828176112351475
"ENSG00000181264.9","TLCD5",0.0828532508183799
"ENSG00000188171.16","ZNF626",0.0828532508183799
"ENSG00000273294.1","C1QTNF3-AMACR",0.0828532508183799
"ENSG00000198225.5","FKBP1C",0.0829532105479478
"ENSG00000151532.14","VTI1A",0.0830100634144771
"ENSG00000198752.11","CDC42BPB",0.0830809647822748
"ENSG00000170948.3","MBD3L1",0.0831555598915532
"ENSG00000153048.11","CARHSP1",0.0832795425022586
"ENSG00000123815.13","COQ8B",0.0833055141166573
"ENSG00000231256.8","CFAP97D1",0.0834311376270071
"ENSG00000111875.8","ASF1A",0.0834802321389618
"ENSG00000121879.6","PIK3CA",0.0834884712717812
"ENSG00000148143.13","ZNF462",0.0835162087573641
"ENSG00000132256.19","TRIM5",0.0835218972517588
"ENSG00000142623.11","PADI1",0.0835218972517588
"ENSG00000079805.18","DNM2",0.0835278243021656
"ENSG00000139645.10","ANKRD52",0.0835362434468747
"ENSG00000169032.10","MAP2K1",0.083558063138096
"ENSG00000134538.3","SLCO1B1",0.0835778211633886
"ENSG00000146409.12","SLC18B1",0.0835895386980193
"ENSG00000258083.2","OR9A4",0.0836660319030901
"ENSG00000178927.18","CYBC1",0.0837044215843517
"ENSG00000168779.20","SHOX2",0.0837188161028161
"ENSG00000197860.10","SGTB",0.0837935933389502
"ENSG00000175130.7","MARCKSL1",0.0838565164954071
"ENSG00000178761.15","FAM219B",0.0838565164954071
"ENSG00000125458.7","NT5C",0.0839474936178857
"ENSG00000197651.4","CCER1",0.0839474936178857
"ENSG00000130684.14","ZNF337",0.083962355856672
"ENSG00000122861.16","PLAU",0.0840888382582511
"ENSG00000161905.13","ALOX15",0.0840888382582511
"ENSG00000108423.15","TUBD1",0.0841516737897293
"ENSG00000069482.7","GAL",0.0841529417807006
"ENSG00000197353.4","LYPD2",0.0841861432594863
"ENSG00000136875.13","PRPF4",0.0843395252717875
"ENSG00000140854.13","KATNB1",0.0844091824064722
"ENSG00000187147.18","RNF220",0.0844938462174953
"ENSG00000162105.19","SHANK2",0.0845045919026337
"ENSG00000100429.18","HDAC10",0.0845236890814516
"ENSG00000172478.18","MAB21L4",0.0846126809835138
"ENSG00000223496.3","EXOSC6",0.0846254197309429
"ENSG00000197969.14","VPS13A",0.0846530987332483
"ENSG00000126803.9","HSPA2",0.0846635047927083
"ENSG00000169862.19","CTNND2",0.0846635047927083
"ENSG00000196376.11","SLC35F1",0.0846635047927083
"ENSG00000105778.19","AVL9",0.0847322166764571
"ENSG00000204839.9","MROH6",0.0847649888607394
"ENSG00000090097.22","PCBP4",0.0847866916261821
"ENSG00000196867.8","ZFP28",0.0848570076738171
"ENSG00000198517.10","MAFK",0.0849577560056342
"ENSG00000169313.10","P2RY12",0.0849901425046548
"ENSG00000090975.13","PITPNM2",0.0850131275436895
"ENSG00000275835.5","TUBGCP5",0.0850131275436895
"ENSG00000184330.12","S100A7A",0.0850599485360186
"ENSG00000133313.15","CNDP2",0.085228319391729
"ENSG00000071909.19","MYO3B",0.0852402103128988
"ENSG00000107295.10","SH3GL2",0.0852669449061363
"ENSG00000165685.8","TMEM52B",0.0852743056424064
"ENSG00000241258.7","CRCP",0.0852743056424064
"ENSG00000023909.10","GCLM",0.0854305409403194
"ENSG00000153317.15","ASAP1",0.0856776859543029
"ENSG00000147576.17","ADHFE1",0.0857065448770075
"ENSG00000170949.17","ZNF160",0.0857065448770075
"ENSG00000270379.6","HEATR9",0.0857065448770075
"ENSG00000172554.12","SNTG2",0.0857150532378103
"ENSG00000186517.14","ARHGAP30",0.0857447205063346
"ENSG00000108479.12","GALK1",0.0857829834951544
"ENSG00000085872.15","CHERP",0.0858155757651696
"ENSG00000141431.12","ASXL3",0.0858225466919256
"ENSG00000141391.14","PRELID3A",0.0859187877273251
"ENSG00000163576.18","EFHB",0.0859276060004964
"ENSG00000014216.16","CAPN1",0.0859365727630622
"ENSG00000109775.11","UFSP2",0.0859430722402511
"ENSG00000134480.16","CCNH",0.085972232925159
"ENSG00000115902.11","SLC1A4",0.0860051005125068
"ENSG00000182108.11","DEXI",0.0860051005125068
"ENSG00000182698.12","RESP18",0.0860051005125068
"ENSG00000204025.8","TRPC5OS",0.0860051005125068
"ENSG00000025039.15","RRAGD",0.0860325038630389
"ENSG00000176387.7","HSD11B2",0.0860748280873098
"ENSG00000173818.17","ENDOV",0.0861438464749682
"ENSG00000101280.8","ANGPT4",0.0861792628435238
"ENSG00000121690.11","DEPDC7",0.0861824327498256
"ENSG00000188015.10","S100A3",0.0862102861595727
"ENSG00000163632.14","C3orf49",0.0862616161911396
"ENSG00000198573.7","SPANXC",0.0863026823053638
"ENSG00000100554.12","ATP6V1D",0.0863246798336698
"ENSG00000166869.3","CHP2",0.086363410839025
"ENSG00000162650.16","ATXN7L2",0.0863641507986119
"ENSG00000100197.22","CYP2D6",0.0864490278186527
"ENSG00000109536.12","FRG1",0.0865188608388306
"ENSG00000170265.12","ZNF282",0.0865188608388306
"ENSG00000283378.1","CNTNAP3C",0.0866210909284088
"ENSG00000112208.11","BAG2",0.086641514013244
"ENSG00000180957.18","PITPNB",0.0866932249982922
"ENSG00000102543.14","CDADC1",0.0867817725913175
"ENSG00000165092.13","ALDH1A1",0.0867817725913175
"ENSG00000166004.15","CEP295",0.0867817725913175
"ENSG00000119866.22","BCL11A",0.0868936229446035
"ENSG00000158816.15","VWA5B1",0.0869198504168966
"ENSG00000068724.17","TTC7A",0.0869418842261874
"ENSG00000112214.10","FHL5",0.0869753302611781
"ENSG00000159110.20","IFNAR2",0.087003241982095
"ENSG00000158815.11","FGF17",0.0870221739777162
"ENSG00000065413.20","ANKRD44",0.0870576234076322
"ENSG00000183508.5","TENT5C",0.0870576234076322
"ENSG00000164304.16","CAGE1",0.0870711166042671
"ENSG00000275520.2","FAM236A",0.0871447920696662
"ENSG00000104522.16","GFUS",0.0871920670732965
"ENSG00000134532.19","SOX5",0.0871920670732965
"ENSG00000164488.12","DACT2",0.0871920670732965
"ENSG00000119725.20","ZNF410",0.0872040328311075
"ENSG00000100804.19","PSMB5",0.0872408160212457
"ENSG00000149289.11","ZC3H12C",0.0874195664016632
"ENSG00000135709.12","KIAA0513",0.0875962211750491
"ENSG00000168209.5","DDIT4",0.0876284352072826
"ENSG00000103310.11","ZP2",0.0877275024322149
"ENSG00000167195.7","GOLGA6C",0.0877275024322149
"ENSG00000186075.13","ZPBP2",0.0877483335573684
"ENSG00000284512.1","AC092718.8",0.0877483335573684
"ENSG00000110925.7","CSRNP2",0.0877810932295798
"ENSG00000123500.10","COL10A1",0.0877888734196572
"ENSG00000125378.16","BMP4",0.0878866918677249
"ENSG00000116745.7","RPE65",0.0879358027749522
"ENSG00000189266.13","PNRC2",0.0879358027749522
"ENSG00000140941.14","MAP1LC3B",0.0879363855325663
"ENSG00000156284.6","CLDN8",0.0879363855325663
"ENSG00000180974.4","OR52E4",0.0880064146640695
"ENSG00000095059.16","DHPS",0.0881064285069153
"ENSG00000144827.9","ABHD10",0.0881064285069153
"ENSG00000168575.10","SLC20A2",0.0881167720022095
"ENSG00000184905.9","TCEAL2",0.0881495952830753
"ENSG00000133101.10","CCNA1",0.0881559308511057
"ENSG00000197226.13","TBC1D9B",0.0881559308511057
"ENSG00000155052.14","CNTNAP5",0.0881750706137196
"ENSG00000280537.2","AC068946.1",0.0881982124887232
"ENSG00000198547.10","C20orf203",0.0881995563243521
"ENSG00000124160.12","NCOA5",0.0882071949600892
"ENSG00000197191.6","CYSRT1",0.0882071949600892
"ENSG00000198755.11","RPL10A",0.0882071949600892
"ENSG00000154917.11","RAB6B",0.0882400596311414
"ENSG00000183559.12","C10orf120",0.0882400596311414
"ENSG00000272442.2","AL353588.1",0.0882983551800726
"ENSG00000137500.9","CCDC90B",0.0883130274405413
"ENSG00000107882.12","SUFU",0.0883575447059018
"ENSG00000109758.9","HGFAC",0.0883676630585108
"ENSG00000113525.10","IL5",0.0883676630585108
"ENSG00000204590.12","GNL1",0.0883927824606276
"ENSG00000156466.10","GDF6",0.0884141683991209
"ENSG00000021488.13","SLC7A9",0.0885239531970975
"ENSG00000113946.4","CLDN16",0.088535290857316
"ENSG00000186792.17","HYAL3",0.0885780409444782
"ENSG00000116983.13","HPCAL4",0.0886584403144333
"ENSG00000092978.11","GPATCH2",0.0887079103890622
"ENSG00000198081.11","ZBTB14",0.0887256819137926
"ENSG00000184481.17","FOXO4",0.0887373366951176
"ENSG00000186645.10","SPDYE17",0.0887536325921376
"ENSG00000113296.14","THBS4",0.0887756438114973
"ENSG00000205423.11","CNEP1R1",0.0889005042846164
"ENSG00000105610.6","KLF1",0.0889523065983263
"ENSG00000121454.6","LHX4",0.0889523065983263
"ENSG00000175287.19","PHYHD1",0.0889523065983263
"ENSG00000187912.12","CLEC17A",0.0890139885868233
"ENSG00000283740.1","TAF11L11",0.0890238410105974
"ENSG00000102904.15","TSNAXIP1",0.0890849933609857
"ENSG00000164287.13","CDC20B",0.0892819018212326
"ENSG00000141582.15","CBX4",0.0892846556300693
"ENSG00000163374.19","YY1AP1",0.0892846556300693
"ENSG00000120329.7","SLC25A2",0.0893223091890055
"ENSG00000108557.19","RAI1",0.0893944464664694
"ENSG00000196526.10","AFAP1",0.0894110597154533
"ENSG00000151881.15","TMEM267",0.089437090278505
"ENSG00000174851.16","YIF1A",0.0894474997672346
"ENSG00000257017.9","HP",0.0894527010759983
"ENSG00000130988.13","RGN",0.0894671158751789
"ENSG00000271383.7","NBPF19",0.089468935554371
"ENSG00000128655.18","PDE11A",0.0894789719830181
"ENSG00000156467.10","UQCRB",0.0894789719830181
"ENSG00000039319.17","ZFYVE16",0.0894927093864748
"ENSG00000114315.4","HES1",0.0894927093864748
"ENSG00000170484.10","KRT74",0.0896274823640299
"ENSG00000063180.9","CA11",0.0897205744787619
"ENSG00000176842.15","IRX5",0.0897205744787619
"ENSG00000213906.10","LTB4R2",0.0897652306697746
"ENSG00000087460.27","GNAS",0.0899104126926212
"ENSG00000186310.10","NAP1L3",0.0899276671344676
"ENSG00000092068.20","SLC7A8",0.0902505916625044
"ENSG00000148444.16","COMMD3",0.0902729075282322
"ENSG00000135916.16","ITM2C",0.090373614250381
"ENSG00000140675.13","SLC5A2",0.0903821344755292
"ENSG00000176014.13","TUBB6",0.0904126202825291
"ENSG00000114744.9","COMMD2",0.0907541008258082
"ENSG00000105516.11","DBP",0.0907862657236677
"ENSG00000092421.17","SEMA6A",0.090921656917911
"ENSG00000106245.11","BUD31",0.0909563821624714
"ENSG00000100739.11","BDKRB1",0.091010246655669
"ENSG00000268182.6","SMIM17",0.0910245633433731
"ENSG00000146039.11","SLC17A4",0.0911269252812126
"ENSG00000182957.16","SPATA13",0.0911269252812126
"ENSG00000183751.15","TBL3",0.0911269252812126
"ENSG00000149599.15","DUSP15",0.0911901017564876
"ENSG00000172687.13","ZNF738",0.0912239168950591
"ENSG00000053108.17","FSTL4",0.0912267346914642
"ENSG00000136485.15","DCAF7",0.0912267346914642
"ENSG00000166863.13","TAC3",0.0912339424312857
"ENSG00000163209.15","SPRR3",0.0912684338126859
"ENSG00000036549.13","ZZZ3",0.0913115694198683
"ENSG00000068097.15","HEATR6",0.0913115694198683
"ENSG00000162607.13","USP1",0.0913256696301004
"ENSG00000104643.10","MTMR9",0.0914498000365623
"ENSG00000164051.14","CCDC51",0.0914498000365623
"ENSG00000258102.5","MAP1LC3B2",0.0914498000365623
"ENSG00000204311.15","PJVK",0.0915334543110959
"ENSG00000107736.21","CDH23",0.091553698917484
"ENSG00000077782.21","FGFR1",0.0916077041922372
"ENSG00000196591.12","HDAC2",0.0916077041922372
"ENSG00000164011.18","ZNF691",0.0917956348224699
"ENSG00000198585.12","NUDT16",0.0917956348224699
"ENSG00000269556.8","TMEM185A",0.0918636983270365
"ENSG00000090539.15","CHRD",0.0919219040466432
"ENSG00000184148.4","SPRR4",0.0920619571526942
"ENSG00000058404.20","CAMK2B",0.0920734069129132
"ENSG00000186814.14","ZSCAN30",0.0921601100697968
"ENSG00000279486.5","OR2AG1",0.0921948318950037
"ENSG00000109084.14","TMEM97",0.0922014513484601
"ENSG00000159335.18","PTMS",0.0922302532836974
"ENSG00000242019.1","KIR3DL3",0.0922505046847412
"ENSG00000166446.15","CDYL2",0.092319444195963
"ENSG00000087494.16","PTHLH",0.092346253442204
"ENSG00000125398.8","SOX9",0.092369270113952
"ENSG00000134321.12","RSAD2",0.0924401959206003
"ENSG00000102038.16","SMARCA1",0.0926200937093333
"ENSG00000224982.4","TMEM233",0.0926690767123546
"ENSG00000147180.17","ZNF711",0.0927008955448097
"ENSG00000066230.12","SLC9A3",0.0928031679410811
"ENSG00000188869.13","TMC3",0.0928042935691075
"ENSG00000159921.19","GNE",0.0929347996799833
"ENSG00000163491.16","NEK10",0.0929389305543699
"ENSG00000141101.13","NOB1",0.0929446620041615
"ENSG00000163659.13","TIPARP",0.0929940061026629
"ENSG00000076826.10","CAMSAP3",0.0929956519101571
"ENSG00000182103.5","FAM181B",0.0929956519101571
"ENSG00000229809.8","ZNF688",0.0929956519101571
"ENSG00000255181.3","CCDC166",0.0929956519101571
"ENSG00000204510.5","PRAMEF7",0.0930038811327202
"ENSG00000148362.11","PAXX",0.0930185235156673
"ENSG00000135390.21","ATP5MC2",0.0930546796298049
"ENSG00000170852.11","KBTBD2",0.0930550232267709
"ENSG00000133639.6","BTG1",0.0930943185701122
"ENSG00000285188.1","AC008397.2",0.0930955299499417
"ENSG00000285566.1","AL445238.1",0.0930955299499417
"ENSG00000177700.6","POLR2L",0.0931118786733701
"ENSG00000108654.16","DDX5",0.0931317942544948
"ENSG00000117155.17","SSX2IP",0.0931703466614568
"ENSG00000162636.16","FAM102B",0.0931703466614568
"ENSG00000205078.6","SYCE1L",0.0931703466614568
"ENSG00000197037.11","ZSCAN25",0.0932345814839553
"ENSG00000145088.9","EAF2",0.0932420784751664
"ENSG00000065243.20","PKN2",0.0932761346980328
"ENSG00000261934.2","PCDHGA9",0.0933777141569884
"ENSG00000142733.17","MAP3K6",0.0934770886034348
"ENSG00000184933.5","OR6A2",0.0935128605326145
"ENSG00000003249.15","DBNDD1",0.0935679170090955
"ENSG00000164252.13","AGGF1",0.0935679170090955
"ENSG00000142700.12","DMRTA2",0.0936817308150598
"ENSG00000196535.17","MYO18A",0.0937228133240566
"ENSG00000114383.10","TUSC2",0.0938918420072596
"ENSG00000154723.12","ATP5PF",0.0939597434465044
"ENSG00000160679.13","CHTOP",0.0940428856881652
"ENSG00000217442.4","SYCE3",0.0940515469093048
"ENSG00000010165.20","EEF1AKNMT",0.0940583457632143
"ENSG00000156110.15","ADK",0.0940583457632143
"ENSG00000004059.11","ARF5",0.0941412521739404
"ENSG00000139405.16","RITA1",0.0941817980928484
"ENSG00000145882.11","PCYOX1L",0.0941999821454745
"ENSG00000153786.13","ZDHHC7",0.0942611534882642
"ENSG00000172943.20","PHF8",0.0943033076007392
"ENSG00000177182.11","CLVS1",0.0944349948651035
"ENSG00000158477.7","CD1A",0.0944366369939888
"ENSG00000082684.16","SEMA5B",0.0944470135999223
"ENSG00000042062.13","RIPOR3",0.0944720811956584
"ENSG00000198586.14","TLK1",0.0945052444523379
"ENSG00000120756.13","PLS1",0.0945124811224758
"ENSG00000023287.13","RB1CC1",0.0945129298703021
"ENSG00000140450.9","ARRDC4",0.0945129298703021
"ENSG00000173261.9","PLAC8L1",0.0945466087998226
"ENSG00000073331.18","ALPK1",0.0946061920983282
"ENSG00000169860.7","P2RY1",0.0946061920983282
"ENSG00000166959.8","MS4A8",0.0946106279527556
"ENSG00000197763.19","TXNRD3",0.0946255136229831
"ENSG00000182600.9","SNORC",0.0946835243668426
"ENSG00000114473.14","IQCG",0.0946876472694344
"ENSG00000171105.14","INSR",0.0946876472694344
"ENSG00000147485.13","PXDNL",0.094780423356444
"ENSG00000221963.6","APOL6",0.0948797400294898
"ENSG00000170373.8","CST1",0.0949539183360542
"ENSG00000080819.9","CPOX",0.0949563918093395
"ENSG00000140104.14","CLBA1",0.0949563918093395
"ENSG00000224383.8","PRR29",0.0949903961002636
"ENSG00000116031.9","CD207",0.0949996713710528
"ENSG00000236446.3","CT47B1",0.0950130633291806
"ENSG00000137460.9","FHDC1",0.0950136110623818
"ENSG00000205409.3","OR52E6",0.0951210099189306
"ENSG00000108819.11","PPP1R9B",0.095136944796856
"ENSG00000182923.19","CEP63",0.0951942483921565
"ENSG00000154764.6","WNT7A",0.095346245131358
"ENSG00000101457.13","DNTTIP1",0.0954161430699098
"ENSG00000139438.6","FAM222A",0.0954161430699098
"ENSG00000162148.11","PPP1R32",0.0954161430699098
"ENSG00000078668.14","VDAC3",0.0954268126490044
"ENSG00000179941.9","BBS10",0.0954506375486026
"ENSG00000170683.6","OR10A3",0.0954755228113234
"ENSG00000171931.13","FBXW10",0.0956883272565115
"ENSG00000178531.6","CTXN1",0.0957127276749814
"ENSG00000197563.11","PIGN",0.0957339564452436
"ENSG00000095564.14","BTAF1",0.0957488054854125
"ENSG00000118482.12","PHF3",0.0958827684723314
"ENSG00000197111.16","PCBP2",0.0959235350779119
"ENSG00000269403.1","AC008750.7",0.0959346674863537
"ENSG00000274290.3","H2BC6",0.0959565088480385
"ENSG00000112290.13","WASF1",0.0959934844044024
"ENSG00000161526.15","SAP30BP",0.0959988985321848
"ENSG00000198604.11","BAZ1A",0.0959988985321848
"ENSG00000023445.16","BIRC3",0.0960173299317559
