"mirna_id","padj"
"hsa-let-7i, mature,MIMAT0000415",0.00627708227450692
"hsa-mir-548aq, mature,MIMAT0022263",0.00653385802223012
"hsa-mir-486-1, mature,MIMAT0004762",0.00661613394653726
"hsa-mir-5586, mature,MIMAT0022287",0.00664142958417288
"hsa-mir-16-2, mature,MIMAT0000069",0.00679630711153057
"hsa-mir-487a, precursor",0.00679630711153057
"hsa-mir-324, mature,MIMAT0000762",0.00681845459654244
"hsa-mir-361, precursor",0.00682314215677789
"hsa-mir-599, unannotated",0.00682314215677789
"hsa-mir-508, mature,MIMAT0002880",0.00683245748352711
"hsa-mir-509-1, mature,MIMAT0002881",0.00696361972470154
"hsa-mir-15b, mature,MIMAT0004586",0.00698642339554318
"hsa-mir-378a, mature,MIMAT0000731",0.00698642339554318
"hsa-mir-487b, mature,MIMAT0003180",0.0075130392839689
"hsa-mir-3130-2, mature,MIMAT0014995",0.00781655580249103
"hsa-mir-3944, mature,MIMAT0018360",0.00791422989681084
"hsa-mir-509-2, mature,MIMAT0002881",0.00827611206022416
"hsa-mir-1185-2, precursor",0.00828937386982182
"hsa-mir-146b, mature,MIMAT0002809",0.00840090683956445
"hsa-let-7a-2, mature,MIMAT0010195",0.0084232840269884
"hsa-mir-369, mature,MIMAT0001621",0.00844383989091164
"hsa-let-7d, mature,MIMAT0004484",0.00847964963076533
"hsa-let-7a-2, precursor",0.00856556760585345
"hsa-mir-3941, unannotated",0.00861442819640234
"hsa-mir-550a-1, mature,MIMAT0004800",0.00861861825497022
"hsa-mir-7641-1, mature,MIMAT0029782",0.00861861825497022
"hsa-mir-432, precursor",0.00863891615121158
"hsa-mir-328, mature,MIMAT0000752",0.0087074817035245
"hsa-mir-3607, mature,MIMAT0017984",0.0087074817035245
"hsa-mir-5699, mature,MIMAT0022492",0.0087074817035245
"hsa-mir-16-1, mature,MIMAT0000069",0.00876499378969393
"hsa-mir-323b, precursor",0.00876499378969393
"hsa-mir-199a-2, mature,MIMAT0000231",0.00880009429681274
"hsa-mir-199b, mature,MIMAT0000263",0.00889746556305974
"hsa-mir-3136, mature,MIMAT0015003",0.00896904309367847
"hsa-mir-199a-1, mature,MIMAT0000231",0.00898241559375932
"hsa-mir-106b, mature,MIMAT0000680",0.00912203309440761
"hsa-mir-616, mature,MIMAT0004805",0.00921293626181162
"hsa-mir-589, mature,MIMAT0004799",0.0093255520310137
"hsa-mir-24-1, mature,MIMAT0000080",0.00936335476278998
"hsa-mir-15b, precursor",0.0093849916363525
"hsa-mir-508, mature,MIMAT0004778",0.00941136579951603
"hsa-mir-513c, mature,MIMAT0022728",0.00948426956101739
"hsa-mir-510, mature,MIMAT0026613",0.00964016654121876
"hsa-mir-30b, mature,MIMAT0000420",0.00964795638211004
"hsa-mir-425, mature,MIMAT0003393",0.00975125755320862
"hsa-mir-425, precursor",0.01007019264928
"hsa-mir-125a, precursor",0.0102078716094631
"hsa-mir-3187, mature,MIMAT0019216",0.0102078716094631
"hsa-mir-329-2, precursor",0.0103706754750624
"hsa-mir-33a, precursor",0.0104974745639755
"hsa-mir-654, mature,MIMAT0003330",0.0105373249367112
"hsa-mir-24-2, mature,MIMAT0000080",0.0106203937652702
"hsa-mir-4777, mature,MIMAT0019935",0.0107062587585691
"hsa-mir-450a-2, mature,MIMAT0001545",0.0107973359842527
"hsa-mir-4461, mature,MIMAT0018983",0.0108700288798646
"hsa-mir-4664, mature,MIMAT0019737",0.0112156696691704
"hsa-mir-580, mature,MIMAT0003245",0.0113209043698693
"hsa-mir-5001, mature,MIMAT0021021",0.011514075052286
"hsa-let-7a-1, precursor",0.0117734043585187
"hsa-mir-652, mature,MIMAT0003322",0.0117734043585187
"hsa-mir-559, unannotated",0.0117840854614431
"hsa-mir-337, precursor",0.011791525461949
"hsa-mir-133a-1, mature,MIMAT0026478",0.0118108225054118
"hsa-mir-6728, mature,MIMAT0027357",0.0118850979160945
"hsa-mir-584, mature,MIMAT0003249",0.0120395160582101
"hsa-mir-6716, mature,MIMAT0025845",0.0124522315808673
"hsa-mir-139, mature,MIMAT0004552",0.0126383449215528
"hsa-mir-496, unannotated",0.0130746030015229
"hsa-mir-29c, mature,MIMAT0000681",0.0131979250361578
"hsa-mir-339, mature,MIMAT0004702",0.0131979250361578
"hsa-mir-26a-1, precursor",0.013537651734644
"hsa-mir-1185-2, mature,MIMAT0005798",0.0137676751389769
"hsa-mir-3065, mature,MIMAT0015378",0.0140403267773057
"hsa-mir-215, mature,MIMAT0000272",0.0142229434862892
"hsa-mir-339, mature,MIMAT0000764",0.0142457022362739
"hsa-mir-3934, mature,MIMAT0022975",0.0144300983377957
"hsa-mir-3937, mature,MIMAT0018352",0.0144975390747347
"hsa-mir-155, mature,MIMAT0000646",0.0145390159855574
"hsa-mir-3605, mature,MIMAT0017982",0.0145390159855574
"hsa-mir-3615, unannotated",0.0145390159855574
"hsa-mir-181a-2, mature,MIMAT0004558",0.0146123122385996
"hsa-mir-548x-2, mature,MIMAT0015081",0.0146262549713204
"hsa-mir-517b, precursor",0.0148027442559015
"hsa-let-7c, mature,MIMAT0026472",0.0148180906750247
"hsa-mir-3920, mature,MIMAT0018195",0.0150724398998801
"hsa-mir-181a-1, mature,MIMAT0000270",0.0151027763738657
"hsa-mir-507, mature,MIMAT0002879",0.0151076310309871
"hsa-mir-889, precursor",0.0151076310309871
"hsa-mir-514a-1, mature,MIMAT0002883",0.0152667181562296
"hsa-mir-433, mature,MIMAT0001627",0.0153990644729375
"hsa-mir-409, mature,MIMAT0001638",0.0155108816614049
"hsa-mir-656, mature,MIMAT0003332",0.0156180416601568
"hsa-mir-450a-1, mature,MIMAT0022700",0.0156407046734215
"hsa-mir-887, mature,MIMAT0004951",0.0156407046734215
"hsa-mir-218-1, mature,MIMAT0004565",0.015646654401365
"hsa-mir-1185-1, mature,MIMAT0005798",0.0160669777337834
"hsa-mir-337, mature,MIMAT0004695",0.0161384244301294
"hsa-mir-26b, mature,MIMAT0000083",0.0162093583603067
"hsa-mir-3173, mature,MIMAT0019214",0.0162093583603067
"hsa-mir-17, mature,MIMAT0000071",0.0165915191557299
"hsa-mir-369, precursor",0.0169778695289369
"hsa-mir-514a-3, mature,MIMAT0002883",0.0171600175310949
"hsa-mir-125a, mature,MIMAT0000443",0.0180149246703496
"hsa-mir-3691, mature,MIMAT0018120",0.018060715250682
"hsa-mir-3615, stemloop",0.018060715250682
"hsa-mir-542, precursor",0.0181654996675198
"hsa-mir-513c, mature,MIMAT0005789",0.0182698300249972
"hsa-mir-514a-2, mature,MIMAT0002883",0.0194954430125136
"hsa-mir-320a, unannotated",0.0195899881884666
"hsa-mir-124-2, mature,MIMAT0004591",0.0197600244379606
"hsa-mir-506, mature,MIMAT0002878",0.0197632409989925
"hsa-mir-526a-1, precursor",0.0197632409989925
"hsa-mir-136, mature,MIMAT0000448",0.0203132517473102
"hsa-mir-514b, mature,MIMAT0015087",0.020603630642593
"hsa-mir-186, mature,MIMAT0000456",0.0206607203054603
"hsa-mir-656, precursor",0.0206645337170277
"hsa-mir-486-2, mature,MIMAT0004762",0.0211438617615091
"hsa-mir-487a, mature,MIMAT0026559",0.0211438617615091
"hsa-mir-1246, mature,MIMAT0005898",0.0211438617615091
"hsa-let-7d, mature,MIMAT0000065",0.0215742933556958
"hsa-mir-99b, mature,MIMAT0000689",0.0215742933556958
"hsa-mir-34c, mature,MIMAT0000686",0.0221209327468483
"hsa-mir-181b-2, mature,MIMAT0031893",0.0221550168943049
"hsa-mir-338, mature,MIMAT0000763",0.0222485338389231
"hsa-mir-513a-2, mature,MIMAT0004777",0.0225645568503172
"hsa-mir-30e, mature,MIMAT0000693",0.0226225104460775
"hsa-mir-320d-1, mature,MIMAT0006764",0.0229875789455824
"hsa-mir-4444-2, mature,MIMAT0018962",0.0234418641601632
"hsa-mir-4444-1, mature,MIMAT0018962",0.02373438992379
"hsa-mir-548b, mature,MIMAT0004798",0.0250713794186965
"hsa-mir-30c-2, precursor",0.025246558148831
"hsa-mir-365a, mature,MIMAT0009199",0.0252541784015414
"hsa-mir-1248, mature,MIMAT0005900",0.0254202200615229
"hsa-mir-124-1, mature,MIMAT0004591",0.0254417652005198
"hsa-mir-147b, mature,MIMAT0004928",0.0254417652005198
"hsa-mir-320a, mature,MIMAT0000510",0.0254981580325133
"hsa-mir-3609, mature,MIMAT0017986",0.0256038660351781
"hsa-mir-3678, mature,MIMAT0018102",0.0256278845766686
"hsa-mir-382, precursor",0.0256278845766686
"hsa-mir-607, mature,MIMAT0003275",0.0256278845766686
"hsa-mir-320c-2, mature,MIMAT0005793",0.0258646000984594
"hsa-mir-589, mature,MIMAT0003256",0.0258646000984594
"hsa-mir-329-1, precursor",0.0260474233726607
"hsa-mir-628, mature,MIMAT0003297",0.026098589174629
"hsa-mir-26a-1, mature,MIMAT0004499",0.0268835746301179
"hsa-mir-513b, mature,MIMAT0005788",0.0270254999273263
"hsa-mir-219a-1, mature,MIMAT0000276",0.0272797821885207
"hsa-mir-545, precursor",0.0273486965553623
"hsa-mir-1254-1, mature,MIMAT0005905",0.027807526453278
"hsa-mir-221, mature,MIMAT0000278",0.0278550934932
"hsa-mir-370, mature,MIMAT0026483",0.0284041181196273
"hsa-mir-1266, mature,MIMAT0005920",0.0285416519455286
"hsa-mir-1304, mature,MIMAT0005892",0.0285416519455286
"hsa-mir-214, mature,MIMAT0000271",0.0285416519455286
"hsa-mir-154, precursor",0.0287258029413749
"hsa-mir-194-1, mature,MIMAT0000460",0.0287258029413749
"hsa-mir-124-3, mature,MIMAT0004591",0.0294692043510248
"hsa-mir-125b-1, mature,MIMAT0004592",0.0294982777234793
"hsa-mir-376a-1, mature,MIMAT0003386",0.0296793400249193
"hsa-mir-873, mature,MIMAT0022717",0.0297899697033403
"hsa-mir-150, mature,MIMAT0004610",0.0299922466220107
"hsa-mir-455, mature,MIMAT0003150",0.0299922466220107
"hsa-mir-495, mature,MIMAT0022924",0.0302673372950483
"hsa-mir-154, mature,MIMAT0000453",0.0302775668108061
"hsa-mir-490, mature,MIMAT0004764",0.0304300739537581
"hsa-mir-548b, mature,MIMAT0003254",0.0304300739537581
"hsa-let-7b, mature,MIMAT0000063",0.030952553120212
"hsa-mir-7161, mature,MIMAT0028233",0.030952553120212
"hsa-mir-3065, mature,MIMAT0015066",0.0311418897988855
"hsa-mir-31, mature,MIMAT0000089",0.0312874975165799
"hsa-mir-26a-2, mature,MIMAT0000082",0.0318084195183506
"hsa-mir-4742, mature,MIMAT0019873",0.0320834401635817
"hsa-mir-6854, mature,MIMAT0027608",0.0324943011483711
"hsa-mir-106b, mature,MIMAT0004672",0.0325739003567554
"hsa-mir-211, mature,MIMAT0000268",0.0326326340433272
"hsa-mir-93, mature,MIMAT0000093",0.0334292852885233
"hsa-mir-330, mature,MIMAT0000751",0.0336573357200046
"hsa-mir-26a-1, mature,MIMAT0000082",0.0340239999946164
"hsa-mir-214, mature,MIMAT0004564",0.0343054152758575
"hsa-mir-5579, mature,MIMAT0022270",0.0343748796735448
"hsa-mir-3926-1, unannotated",0.0345551933941377
"hsa-mir-154, mature,MIMAT0000452",0.0345590168276844
"hsa-mir-34c, mature,MIMAT0004677",0.0346288618539007
"hsa-mir-660, mature,MIMAT0003338",0.0346288618539007
"hsa-mir-194-2, mature,MIMAT0000460",0.0348359941368144
"hsa-mir-24-1, precursor",0.0361070772094006
"hsa-mir-889, mature,MIMAT0004921",0.0369845400327921
"hsa-mir-1323, precursor",0.0371346839857945
"hsa-mir-664a, mature,MIMAT0005948",0.0376543971479029
"hsa-mir-335, mature,MIMAT0000765",0.0382051083425629
"hsa-mir-411, mature,MIMAT0003329",0.0389452338787305
"hsa-mir-1248, unannotated",0.0390182449082883
"hsa-mir-6761, mature,MIMAT0027422",0.0390368679168139
"hsa-mir-433, mature,MIMAT0026554",0.0394548513166985
"hsa-mir-127, mature,MIMAT0004604",0.039616900054004
"hsa-mir-1258, mature,MIMAT0005909",0.0405202960080787
"hsa-mir-892b, mature,MIMAT0004918",0.0421262895389877
"hsa-mir-4491, mature,MIMAT0019026",0.0422076895293598
"hsa-let-7f-2, mature,MIMAT0000067",0.0422839568666635
"hsa-mir-376b, mature,MIMAT0022923",0.0422839568666635
"hsa-mir-30c-2, mature,MIMAT0000244",0.0423269914844808
"hsa-mir-299, precursor",0.0424388166216155
"hsa-mir-190a, mature,MIMAT0026482",0.0426212786228601
"hsa-let-7f-1, mature,MIMAT0000067",0.0429122802937148
"hsa-mir-296, mature,MIMAT0004679",0.0429122802937148
"hsa-mir-361, mature,MIMAT0004682",0.0429122802937148
"hsa-mir-539, mature,MIMAT0003163",0.0429122802937148
"hsa-mir-605, mature,MIMAT0003273",0.0435354712158898
"hsa-mir-532, mature,MIMAT0002888",0.04410825269475
"hsa-mir-514a-1, mature,MIMAT0022702",0.044325974956237
"hsa-mir-550a-3, mature,MIMAT0020925",0.0446088899853536
"hsa-mir-181c, mature,MIMAT0000258",0.0449367735045459
"hsa-mir-6808, mature,MIMAT0027517",0.0451484359337384
"hsa-mir-432, mature,MIMAT0002814",0.0454840426589091
"hsa-mir-4766, mature,MIMAT0019918",0.0454840426589091
"hsa-mir-21, precursor",0.0456065728693811
"hsa-mir-1243, mature,MIMAT0005894",0.0458411166345945
"hsa-mir-1263, unannotated",0.0458411166345945
"hsa-mir-125a, mature,MIMAT0004602",0.046378223017917
"hsa-mir-33b, mature,MIMAT0004811",0.0481875907724874
"hsa-mir-618, mature,MIMAT0003287",0.0487599238613144
"hsa-mir-1180, mature,MIMAT0005825",0.0502932909803782
"hsa-mir-3667, mature,MIMAT0018089",0.0502932909803782
"hsa-mir-665, unannotated",0.0508125537063894
"hsa-mir-516b-2, precursor",0.0508125537063894
"hsa-mir-324, precursor",0.0512638485531874
"hsa-mir-105-1, precursor",0.0513471494280628
"hsa-mir-196b, mature,MIMAT0001080",0.0517799862424725
"hsa-mir-21, mature,MIMAT0004494",0.0526512641547807
"hsa-mir-30c-1, mature,MIMAT0000244",0.0527926258493781
"hsa-mir-888, mature,MIMAT0004916",0.0527926258493781
"hsa-mir-6510, mature,MIMAT0025477",0.0531694823392264
"hsa-mir-519e, precursor",0.0536907982394236
"hsa-mir-410, mature,MIMAT0002171",0.0542077595960275
"hsa-mir-514a-2, mature,MIMAT0022702",0.0548026103435436
"hsa-mir-5690, mature,MIMAT0022482",0.0548026103435436
"hsa-mir-202, mature,MIMAT0002811",0.0551293078463082
"hsa-mir-514a-3, mature,MIMAT0022702",0.0558851538777084
"hsa-mir-548y, mature,MIMAT0018354",0.056737684937391
"hsa-mir-331, mature,MIMAT0004700",0.0568930847519877
"hsa-mir-4449, unannotated",0.0577016006758439
"hsa-mir-376c, mature,MIMAT0022861",0.0602563961335319
"hsa-mir-513a-1, mature,MIMAT0004777",0.0608747708542563
"hsa-mir-218-2, mature,MIMAT0000275",0.0615161648656893
"hsa-let-7a-3, mature,MIMAT0004481",0.0617080917547969
"hsa-mir-1226, mature,MIMAT0005577",0.0617080917547969
"hsa-mir-449a, mature,MIMAT0001541",0.0629749970253209
"hsa-mir-493, mature,MIMAT0002813",0.0631657459605388
"hsa-mir-148b, mature,MIMAT0004699",0.0632619015169042
"hsa-mir-18b, mature,MIMAT0004751",0.0637442934608983
"hsa-let-7a-1, mature,MIMAT0004481",0.0639363914511295
"hsa-mir-1251, mature,MIMAT0005903",0.0639363914511295
"hsa-mir-23a, mature,MIMAT0000078",0.0639363914511295
"hsa-mir-3690-1, mature,MIMAT0018119",0.0639363914511295
"hsa-mir-101-2, unannotated",0.0655443174071753
"hsa-mir-541, precursor",0.0655443174071753
"hsa-mir-3917, mature,MIMAT0018191",0.0657444258036674
"hsa-mir-4745, mature,MIMAT0019879",0.0670824017281446
"hsa-mir-3654, mature,MIMAT0018074",0.0679996111222098
"hsa-mir-338, mature,MIMAT0004701",0.0683256854835139
"hsa-mir-496, mature,MIMAT0002818",0.0683256854835139
"hsa-mir-218-1, mature,MIMAT0000275",0.0685643402907758
"hsa-mir-184, unannotated",0.0694434306254728
"hsa-mir-3622a, mature,MIMAT0018004",0.0694434306254728
"hsa-mir-668, mature,MIMAT0003881",0.0703726755433643
"hsa-mir-29a, mature,MIMAT0000086",0.0710509092040679
"hsa-mir-383, mature,MIMAT0000738",0.0710509092040679
"hsa-mir-656, mature,MIMAT0026627",0.0710509092040679
"hsa-mir-1269b, mature,MIMAT0019059",0.0712578446488938
"hsa-mir-133b, mature,MIMAT0000770",0.0712578446488938
"hsa-mir-423, mature,MIMAT0001340",0.0732387271582049
"hsa-mir-3171, mature,MIMAT0015046",0.0732957493344303
"hsa-mir-935, mature,MIMAT0004978",0.0732957493344303
"hsa-mir-340, mature,MIMAT0000750",0.0747572878058019
"hsa-mir-1262, mature,MIMAT0005914",0.0766110786501775
"hsa-mir-3074, mature,MIMAT0019208",0.0767834906753389
"hsa-mir-6720, mature,MIMAT0025851",0.0767834906753389
"hsa-mir-1254-2, mature,MIMAT0005905",0.0778649618377339
"hsa-mir-1229, mature,MIMAT0005584",0.0780965503020625
"hsa-mir-331, mature,MIMAT0000760",0.0792292071674236
"hsa-mir-188, mature,MIMAT0004613",0.0796519849794567
"hsa-mir-615, mature,MIMAT0003283",0.0805444867437032
"hsa-mir-1271, mature,MIMAT0005796",0.0822276721013713
"hsa-mir-891a, mature,MIMAT0004902",0.0827680295288395
"hsa-mir-1263, mature,MIMAT0005915",0.0850215015077642
"hsa-mir-513a-2, mature,MIMAT0002877",0.0856106585329806
"hsa-mir-200a, mature,MIMAT0000682",0.0864718686047947
"hsa-mir-503, mature,MIMAT0002874",0.0868680433862643
"hsa-mir-503, mature,MIMAT0022925",0.0893573755025642
"hsa-mir-99b, mature,MIMAT0004678",0.0893573755025642
"hsa-mir-222, mature,MIMAT0004569",0.0894498761983147
"hsa-mir-499a, mature,MIMAT0004772",0.0894498761983147
"hsa-mir-652, mature,MIMAT0022709",0.0894498761983147
"hsa-mir-1287, mature,MIMAT0026738",0.089607537519277
"hsa-mir-2110, unannotated",0.0896952525835815
"hsa-mir-193b, mature,MIMAT0002819",0.0897395268014777
"hsa-mir-363, precursor",0.0897395268014777
"hsa-mir-541, mature,MIMAT0004920",0.0907199922180099
"hsa-mir-378c, mature,MIMAT0016847",0.0910868049300137
"hsa-mir-4762, mature,MIMAT0019911",0.091105037254265
"hsa-mir-1245a, unannotated",0.0946842861946133
"hsa-mir-193a, mature,MIMAT0000459",0.0946842861946133
"hsa-mir-513a-1, mature,MIMAT0002877",0.0946842861946133
"hsa-mir-548o, mature,MIMAT0005919",0.0946842861946133
"hsa-mir-181d, mature,MIMAT0002821",0.0967195111622008
"hsa-mir-301a, mature,MIMAT0000688",0.0967195111622008
"hsa-mir-374b, mature,MIMAT0004955",0.0967195111622008
"hsa-mir-362, mature,MIMAT0000705",0.0978726249263401
"hsa-mir-412, mature,MIMAT0026557",0.0978726249263401
"hsa-mir-873, mature,MIMAT0004953",0.0980638551157276
"hsa-mir-203a, mature,MIMAT0031890",0.0990810669132117
"hsa-mir-3684, mature,MIMAT0018112",0.0990810669132117
"hsa-mir-340, stemloop",0.099524100855452
"hsa-mir-1468, mature,MIMAT0006789",0.0997086298530053
"hsa-mir-1301, precursor",0.100759712715283
"hsa-mir-802, mature,MIMAT0004185",0.100941337184826
"hsa-mir-221, precursor",0.101069444916525
"hsa-mir-200b, mature,MIMAT0000318",0.101346831165194
"hsa-mir-10a, mature,MIMAT0000253",0.102255047859461
"hsa-mir-500a, mature,MIMAT0002871",0.104240116980306
"hsa-mir-409, mature,MIMAT0001639",0.107421830225289
"hsa-mir-126, mature,MIMAT0000445",0.107616402887264
"hsa-mir-1269a, unannotated",0.108246522505598
"hsa-mir-410, mature,MIMAT0026558",0.109034369877473
"hsa-mir-532, mature,MIMAT0004780",0.109134785375754
"hsa-mir-345, mature,MIMAT0022698",0.112612598545397
"hsa-mir-576, mature,MIMAT0003241",0.112700299398621
"hsa-mir-4523, mature,MIMAT0019061",0.113063557186265
"hsa-mir-5695, mature,MIMAT0022488",0.115064981719572
"hsa-mir-16-2, precursor",0.115177584350135
"hsa-mir-1306, mature,MIMAT0022726",0.11632874539333
"hsa-mir-585, mature,MIMAT0003250",0.116839968084677
"hsa-mir-379, mature,MIMAT0000733",0.119024503379158
"hsa-mir-1292, mature,MIMAT0005943",0.120536646011691
"hsa-mir-375, unannotated",0.120536646011691
"hsa-mir-655, mature,MIMAT0026626",0.121025062752324
"hsa-mir-24-2, mature,MIMAT0004497",0.121707654734164
"hsa-mir-301a, mature,MIMAT0022696",0.121857735314229
"hsa-mir-30e, mature,MIMAT0000692",0.121857735314229
"hsa-mir-34a, mature,MIMAT0000255",0.122534331212187
"hsa-mir-3157, mature,MIMAT0019210",0.122596872443995
"hsa-mir-191, mature,MIMAT0001618",0.123806811028456
"hsa-mir-769, mature,MIMAT0003887",0.126043508903629
"hsa-mir-103a-2, mature,MIMAT0000101",0.128490675968847
"hsa-mir-431, mature,MIMAT0004757",0.128490675968847
"hsa-mir-454, mature,MIMAT0003884",0.128490675968847
"hsa-mir-432, mature,MIMAT0002815",0.128559011443433
"hsa-mir-103a-1, mature,MIMAT0000101",0.12979831419737
"hsa-mir-193b, mature,MIMAT0004767",0.130082311382237
"hsa-mir-3199-1, mature,MIMAT0015084",0.132758129751615
"hsa-mir-4645, mature,MIMAT0019706",0.133504649110892
"hsa-mir-15b, mature,MIMAT0000417",0.133757475716705
"hsa-mir-223, mature,MIMAT0004570",0.133923880539068
"hsa-mir-31, mature,MIMAT0004504",0.135036850752885
"hsa-mir-6516, mature,MIMAT0030418",0.135997450864304
"hsa-mir-329-2, mature,MIMAT0001629",0.136939137705762
"hsa-mir-664b, mature,MIMAT0022271",0.139326278696857
"hsa-mir-27a, mature,MIMAT0004501",0.140380796740501
"hsa-mir-424, mature,MIMAT0004749",0.140380796740501
"hsa-mir-429, mature,MIMAT0001536",0.141438643768277
"hsa-mir-378d-2, mature,MIMAT0018926",0.141561437699537
"hsa-mir-370, precursor",0.143387614636382
"hsa-mir-4664, mature,MIMAT0019738",0.144745173658588
"hsa-mir-2110, mature,MIMAT0010133",0.145552290726968
"hsa-mir-4677, mature,MIMAT0019761",0.145552290726968
"hsa-mir-627, mature,MIMAT0003296",0.145552290726968
"hsa-mir-92b, mature,MIMAT0004792",0.146911015056044
"hsa-mir-509-2, mature,MIMAT0004779",0.148656993655968
"hsa-mir-487b, mature,MIMAT0026614",0.154136102021248
"hsa-mir-7845, mature,MIMAT0030420",0.154470624709051
"hsa-mir-376a-2, mature,MIMAT0022928",0.155785216658031
"hsa-mir-3615, mature,MIMAT0017994",0.155825730754484
"hsa-mir-485, mature,MIMAT0002175",0.155825730754484
"hsa-mir-511, mature,MIMAT0002808",0.155825730754484
"hsa-mir-4668, mature,MIMAT0019746",0.156512563566026
"hsa-mir-6803, mature,MIMAT0027507",0.156512563566026
"hsa-mir-323b, mature,MIMAT0015050",0.157100546658154
"hsa-mir-192, mature,MIMAT0000222",0.15812944604805
"hsa-mir-940, mature,MIMAT0004983",0.158264178907498
"hsa-mir-107, mature,MIMAT0000104",0.163125938475064
"hsa-mir-331, precursor",0.163125938475064
"hsa-mir-501, mature,MIMAT0004774",0.164175871854375
"hsa-mir-1291, mature,MIMAT0005881",0.164453294082469
"hsa-mir-770, mature,MIMAT0003948",0.164804475711143
"hsa-mir-598, mature,MIMAT0003266",0.165329371924882
"hsa-mir-135a-2, mature,MIMAT0000428",0.166644013229875
"hsa-mir-138-2, mature,MIMAT0000430",0.166644013229875
"hsa-mir-4676, mature,MIMAT0019758",0.166644013229875
"hsa-mir-643, mature,MIMAT0003313",0.170023560468062
"hsa-mir-9-2, mature,MIMAT0000441",0.170121472754586
"hsa-mir-6868, mature,MIMAT0027637",0.171203084374433
"hsa-mir-329-1, mature,MIMAT0001629",0.172001875899832
"hsa-mir-510, mature,MIMAT0002882",0.172001875899832
"hsa-mir-3613, mature,MIMAT0017991",0.172061882923877
"hsa-mir-3682, mature,MIMAT0018110",0.172061882923877
"hsa-mir-196b, precursor",0.172455632787052
"hsa-mir-9-3, mature,MIMAT0000441",0.172455632787052
"hsa-mir-127, mature,MIMAT0000446",0.173930403499858
"hsa-mir-6842, mature,MIMAT0027587",0.173930403499858
"hsa-mir-9-1, mature,MIMAT0000441",0.173984690432078
"hsa-mir-204, mature,MIMAT0000265",0.174061174161969
"hsa-mir-214, precursor",0.17476511722851
"hsa-mir-874, mature,MIMAT0004911",0.17476511722851
"hsa-mir-502, mature,MIMAT0004775",0.176891464606533
"hsa-mir-3934, mature,MIMAT0018349",0.178893227716209
"hsa-mir-3913-2, mature,MIMAT0018187",0.184257538587533
"hsa-mir-195, mature,MIMAT0004615",0.186687765705882
"hsa-mir-181b-1, mature,MIMAT0022692",0.187388981096593
"hsa-mir-541, mature,MIMAT0004919",0.189308313945631
"hsa-mir-346, mature,MIMAT0000773",0.190580115659582
"hsa-mir-224, mature,MIMAT0009198",0.191163853698209
"hsa-mir-196a-1, mature,MIMAT0000226",0.193098130491883
"hsa-mir-577, mature,MIMAT0003242",0.193098130491883
"hsa-mir-192, mature,MIMAT0004543",0.193645312174194
"hsa-mir-323a, mature,MIMAT0000755",0.193903253468896
"hsa-mir-5001, mature,MIMAT0021022",0.195133796701066
"hsa-mir-342, mature,MIMAT0004694",0.195350185849473
"hsa-mir-3610, mature,MIMAT0017987",0.195350185849473
"hsa-mir-3677, mature,MIMAT0019221",0.195350185849473
"hsa-mir-654, mature,MIMAT0004814",0.195350185849473
"hsa-mir-6788, mature,MIMAT0027477",0.195867160936505
"hsa-mir-370, mature,MIMAT0000722",0.19750199592213
"hsa-mir-194-2, mature,MIMAT0004671",0.203532601137049
"hsa-mir-146a, mature,MIMAT0004608",0.204830847187248
"hsa-mir-6837, mature,MIMAT0027577",0.204951010799713
"hsa-mir-222, mature,MIMAT0000279",0.209386285539592
"hsa-mir-124-2, mature,MIMAT0000422",0.210439558364017
"hsa-mir-501, mature,MIMAT0002872",0.211093021856805
"hsa-mir-874, mature,MIMAT0026718",0.21300563974123
"hsa-mir-101-1, mature,MIMAT0000099",0.216704931460259
"hsa-mir-219a-1, mature,MIMAT0004567",0.218003963384142
"hsa-mir-4465, mature,MIMAT0018992",0.218003963384142
"hsa-mir-939, mature,MIMAT0004982",0.218003963384142
"hsa-mir-9-1, mature,MIMAT0000442",0.218333705052216
"hsa-mir-34b, mature,MIMAT0004676",0.218583522148128
"hsa-mir-196a-2, mature,MIMAT0000226",0.218658944040564
"hsa-mir-144, mature,MIMAT0000436",0.219315183844816
"hsa-mir-3130-1, mature,MIMAT0014994",0.219974072413112
"hsa-mir-153-2, mature,MIMAT0026480",0.222056540296617
"hsa-mir-551b, mature,MIMAT0003233",0.222056540296617
"hsa-mir-488, mature,MIMAT0002804",0.224679905032339
"hsa-mir-34a, mature,MIMAT0004557",0.225737294617289
"hsa-mir-15a, mature,MIMAT0000068",0.227697784915146
"hsa-mir-148a, mature,MIMAT0000243",0.22832902246657
"hsa-mir-148a, mature,MIMAT0004549",0.22832902246657
"hsa-mir-4662a, mature,MIMAT0019731",0.22832902246657
"hsa-mir-6502, mature,MIMAT0025460",0.22832902246657
"hsa-mir-4473, mature,MIMAT0019000",0.228930405840138
"hsa-mir-101-2, mature,MIMAT0000099",0.22909737549667
"hsa-mir-6764, mature,MIMAT0027428",0.231271647154018
"hsa-mir-5698, mature,MIMAT0022491",0.231339061262675
"hsa-mir-376c, precursor",0.231491637375826
"hsa-mir-30b, mature,MIMAT0004589",0.233346279007001
"hsa-mir-585, mature,MIMAT0026618",0.233346279007001
"hsa-mir-500b, mature,MIMAT0016925",0.233854024547723
"hsa-mir-500a, mature,MIMAT0004773",0.23461786067743
