0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
TCGA-2G-AAG5-01A,TCGA-2G-AAG6-01A,TCGA-2G-AAGY-01A,TCGA-2G-AAGY-05A,TCGA-2G-AAGV-01A,TCGA-2G-AAGX-01A,TCGA-2G-AAFE-01A,TCGA-2G-AAGA-01A,TCGA-ZM-AA05-01A,TCGA-2G-AAKD-01A,TCGA-X3-A8G4-01A,TCGA-2G-AAG7-01A,TCGA-XE-A8H1-01A,TCGA-2G-AAF1-01A,TCGA-2G-AAFL-01A,TCGA-2G-AAHC-01A,TCGA-ZM-AA0B-01A,TCGA-XE-A9SE-01A,TCGA-ZM-AA0E-01A,TCGA-2G-AAGM-01A,TCGA-XE-AAO3-01A,TCGA-YU-A94D-01A,TCGA-XE-AAOC-01A,TCGA-2G-AAFN-01A,TCGA-XY-A89B-01A,TCGA-ZM-AA0F-01A,TCGA-2G-AAL7-01A,TCGA-2G-AAGZ-01A,TCGA-SN-A84Y-01A,TCGA-SN-A84W-01A,TCGA-XE-AANJ-01A,TCGA-2G-AAHP-01A,TCGA-2G-AAHP-05A,TCGA-2G-AAKL-01A,TCGA-2G-AAGI-01A,TCGA-2G-AAGI-05A,TCGA-XE-AAO4-01A,TCGA-YU-A94I-01A,TCGA-XE-A8H5-01A,TCGA-2G-AAF4-01A,TCGA-2G-AAFJ-01A,TCGA-S6-A8JW-01A,TCGA-ZM-AA06-01A,TCGA-XE-AANV-01A,TCGA-2G-AAFH-01A,TCGA-SB-A6J6-01A,TCGA-VF-A8A9-01A,TCGA-XE-AAOD-01A,TCGA-2G-AAEW-01A,TCGA-2G-AAF6-01A,TCGA-XY-A8S3-01B,TCGA-2X-A9D5-01A,TCGA-VF-A8A8-01A,TCGA-YU-AA61-01A,TCGA-2G-AAFV-01A,TCGA-2X-A9D6-01A,TCGA-2G-AAFY-01A,TCGA-2G-AAGC-01A,TCGA-S6-A8JY-01A,TCGA-XE-AAOF-01A,TCGA-W4-A7U2-01A,TCGA-2G-AAG0-01A,TCGA-2G-AAEX-01A,TCGA-2G-AAH2-01A,TCGA-YU-AA4L-01A,TCGA-4K-AA1H-01A,TCGA-2G-AAGT-01A,TCGA-XY-A8S2-01A,TCGA-YU-A90S-01A,TCGA-2G-AAG9-01A,TCGA-2G-AAGW-01A,TCGA-2G-AAL5-01A,TCGA-2G-AAKG-01A,TCGA-2G-AAKG-05A,TCGA-ZM-AA0D-01A,TCGA-W4-A7U3-01A,TCGA-YU-A90W-01A,TCGA-2G-AAGJ-01A,TCGA-VF-A8AC-01A,TCGA-SN-A84X-01A,TCGA-4K-AAAL-01A,TCGA-XE-AAO6-01A,TCGA-2G-AAGE-01A,TCGA-2G-AAFG-05A,TCGA-2G-AAFG-01A,TCGA-2G-AAGO-01A,TCGA-2G-AAFO-01A,TCGA-2G-AAH8-01A,TCGA-SB-A76C-01A,TCGA-2G-AAFI-01A,TCGA-SN-A6IS-01A,TCGA-XE-AAOB-01A,TCGA-YU-A90Y-01A,TCGA-WZ-A8D5-01A,TCGA-2G-AAGF-01A,TCGA-XE-A8H4-01A,TCGA-2G-AAHT-01A,TCGA-YU-A90Q-01A,TCGA-ZM-AA0H-01A,TCGA-YU-A90P-01A,TCGA-XY-A9T9-01A,TCGA-2G-AAFM-01A,TCGA-2G-AAGK-01A,TCGA-WZ-A7V4-01A,TCGA-2G-AAGS-01A,TCGA-2G-AAKM-01A,TCGA-XE-AAOL-01A,TCGA-YU-A912-01A,TCGA-2G-AAGN-01A,TCGA-2G-AAG3-01A,TCGA-2G-AAF8-01A,TCGA-VF-A8AA-01A,TCGA-2G-AAHL-01A,TCGA-2G-AAGG-01A,TCGA-W4-A7U4-01A,TCGA-VF-A8AD-01A,TCGA-XE-AANI-01A,TCGA-2G-AALP-01A,TCGA-2G-AAKH-01A,TCGA-WZ-A7V5-01A,TCGA-2G-AAHN-01A,TCGA-2G-AAG8-01A,TCGA-VF-A8AE-01A,TCGA-2G-AAHA-01A,TCGA-2G-AAH0-01A,TCGA-2G-AAH4-01A,TCGA-4K-AA1G-01A,TCGA-VF-A8AB-01A,TCGA-ZM-AA0N-01A,TCGA-WZ-A7V3-01A,TCGA-2G-AAH3-01A,TCGA-4K-AA1I-01A,TCGA-S6-A8JX-01A,TCGA-SO-A8JP-01A,TCGA-2G-AAFZ-01A,TCGA-XE-AANR-01A,TCGA-XE-AAOJ-01A,TCGA-2G-AAHG-01A,TCGA-2G-AAGP-01A
