,source,type,score,phase,gene_type,gene_name,level,hgnc_id,havana_gene
ENSG00000011198.10,HAVANA,gene,,,protein_coding,ABHD5,1,HGNC:21396,OTTHUMG00000133039.10
ENSG00000011201.12,HAVANA,gene,,,protein_coding,ANOS1,2,HGNC:6211,OTTHUMG00000021107.2
ENSG00000011258.16,HAVANA,gene,,,protein_coding,MBTD1,1,HGNC:19866,OTTHUMG00000150442.4
ENSG00000011260.14,HAVANA,gene,,,protein_coding,UTP18,2,HGNC:24274,OTTHUMG00000162370.5
ENSG00000011275.19,HAVANA,gene,,,protein_coding,RNF216,2,HGNC:21698,OTTHUMG00000155500.4
ENSG00000011295.16,HAVANA,gene,,,protein_coding,TTC19,1,HGNC:26006,OTTHUMG00000059306.11
ENSG00000011304.22,HAVANA,gene,,,protein_coding,PTBP1,2,HGNC:9583,OTTHUMG00000181789.13
ENSG00000011347.10,HAVANA,gene,,,protein_coding,SYT7,1,HGNC:11514,OTTHUMG00000168199.3
ENSG00000011376.12,HAVANA,gene,,,protein_coding,LARS2,2,HGNC:17095,OTTHUMG00000133177.13
ENSG00000011422.12,HAVANA,gene,,,protein_coding,PLAUR,1,HGNC:9053,OTTHUMG00000182778.3
ENSG00000011426.11,HAVANA,gene,,,protein_coding,ANLN,1,HGNC:14082,OTTHUMG00000023143.8
ENSG00000011451.21,HAVANA,gene,,,protein_coding,WIZ,1,HGNC:30917,OTTHUMG00000182448.13
ENSG00000011454.18,HAVANA,gene,,,protein_coding,RABGAP1,1,HGNC:17155,OTTHUMG00000020633.6
ENSG00000011465.18,HAVANA,gene,,,protein_coding,DCN,1,HGNC:2705,OTTHUMG00000169998.7
ENSG00000011478.13,HAVANA,gene,,,protein_coding,QPCTL,2,HGNC:25952,OTTHUMG00000182131.2
ENSG00000011485.15,HAVANA,gene,,,protein_coding,PPP5C,1,HGNC:9322,OTTHUMG00000134287.6
ENSG00000011523.14,HAVANA,gene,,,protein_coding,CEP68,1,HGNC:29076,OTTHUMG00000129538.4
ENSG00000011566.15,HAVANA,gene,,,protein_coding,MAP4K3,2,HGNC:6865,OTTHUMG00000102127.5
ENSG00000011590.14,HAVANA,gene,,,protein_coding,ZBTB32,1,HGNC:16763,OTTHUMG00000048118.7
ENSG00000011600.12,HAVANA,gene,,,protein_coding,TYROBP,2,HGNC:12449,OTTHUMG00000181739.4
ENSG00000011638.11,HAVANA,gene,,,protein_coding,TMEM159,1,HGNC:30136,OTTHUMG00000131559.3
ENSG00000011677.13,HAVANA,gene,,,protein_coding,GABRA3,2,HGNC:4077,OTTHUMG00000024183.4
ENSG00000012048.23,HAVANA,gene,,,protein_coding,BRCA1,2,HGNC:1100,OTTHUMG00000157426.16
ENSG00000012061.16,HAVANA,gene,,,protein_coding,ERCC1,1,HGNC:3433,OTTHUMG00000182121.2
ENSG00000012124.17,HAVANA,gene,,,protein_coding,CD22,1,HGNC:1643,OTTHUMG00000183298.5
ENSG00000012171.20,HAVANA,gene,,,protein_coding,SEMA3B,2,HGNC:10724,OTTHUMG00000156970.6
ENSG00000012174.12,HAVANA,gene,,,protein_coding,MBTPS2,2,HGNC:15455,OTTHUMG00000021237.2
ENSG00000012211.13,HAVANA,gene,,,protein_coding,PRICKLE3,2,HGNC:6645,OTTHUMG00000024134.11
ENSG00000012223.13,HAVANA,gene,,,protein_coding,LTF,1,HGNC:6720,OTTHUMG00000156325.18
ENSG00000012232.9,HAVANA,gene,,,protein_coding,EXTL3,1,HGNC:3518,OTTHUMG00000102146.5
ENSG00000012504.15,HAVANA,gene,,,protein_coding,NR1H4,1,HGNC:7967,OTTHUMG00000170359.9
ENSG00000012660.14,HAVANA,gene,,,protein_coding,ELOVL5,2,HGNC:21308,OTTHUMG00000016249.2
ENSG00000012817.16,HAVANA,gene,,,protein_coding,KDM5D,2,HGNC:11115,OTTHUMG00000036508.3
ENSG00000012822.16,HAVANA,gene,,,protein_coding,CALCOCO1,1,HGNC:29306,OTTHUMG00000170095.5
ENSG00000012963.15,HAVANA,gene,,,protein_coding,UBR7,2,HGNC:20344,OTTHUMG00000171268.3
ENSG00000013016.16,HAVANA,gene,,,protein_coding,EHD3,2,HGNC:3244,OTTHUMG00000099365.2
ENSG00000013275.8,HAVANA,gene,,,protein_coding,PSMC4,2,HGNC:9551,OTTHUMG00000182577.3
ENSG00000013288.9,HAVANA,gene,,,protein_coding,MAN2B2,2,HGNC:29623,OTTHUMG00000160073.4
ENSG00000013293.6,HAVANA,gene,,,protein_coding,SLC7A14,1,HGNC:29326,OTTHUMG00000158941.3
ENSG00000013297.12,HAVANA,gene,,,protein_coding,CLDN11,1,HGNC:8514,OTTHUMG00000158940.4
ENSG00000013306.16,HAVANA,gene,,,protein_coding,SLC25A39,1,HGNC:24279,OTTHUMG00000132628.4
ENSG00000013364.19,HAVANA,gene,,,protein_coding,MVP,2,HGNC:7531,OTTHUMG00000048227.11
ENSG00000013375.16,HAVANA,gene,,,protein_coding,PGM3,1,HGNC:8907,OTTHUMG00000015110.8
ENSG00000013392.8,HAVANA,gene,,,protein_coding,RWDD2A,2,HGNC:21385,OTTHUMG00000015109.3
ENSG00000013503.10,HAVANA,gene,,,protein_coding,POLR3B,2,HGNC:30348,OTTHUMG00000170077.3
ENSG00000013523.11,HAVANA,gene,,,protein_coding,ANGEL1,1,HGNC:19961,OTTHUMG00000171494.9
ENSG00000013561.18,HAVANA,gene,,,protein_coding,RNF14,1,HGNC:10058,OTTHUMG00000129660.8
ENSG00000013563.14,HAVANA,gene,,,protein_coding,DNASE1L1,1,HGNC:2957,OTTHUMG00000033188.30
ENSG00000013573.17,HAVANA,gene,,,protein_coding,DDX11,2,HGNC:2736,OTTHUMG00000168435.7
ENSG00000013583.10,HAVANA,gene,,,protein_coding,HEBP1,1,HGNC:17176,OTTHUMG00000168771.4
ENSG00000013588.9,HAVANA,gene,,,protein_coding,GPRC5A,2,HGNC:9836,OTTHUMG00000168710.4
ENSG00000013725.14,HAVANA,gene,,,protein_coding,CD6,2,HGNC:1691,OTTHUMG00000167823.2
ENSG00000014123.10,HAVANA,gene,,,protein_coding,UFL1,2,HGNC:23039,OTTHUMG00000015238.2
ENSG00000014138.9,HAVANA,gene,,,protein_coding,POLA2,1,HGNC:30073,OTTHUMG00000193339.2
ENSG00000014164.7,HAVANA,gene,,,protein_coding,ZC3H3,1,HGNC:28972,OTTHUMG00000165127.3
ENSG00000014216.16,HAVANA,gene,,,protein_coding,CAPN1,2,HGNC:1476,OTTHUMG00000165614.2
ENSG00000014257.16,HAVANA,gene,,,protein_coding,ACP3,1,HGNC:125,OTTHUMG00000159650.6
ENSG00000014641.21,HAVANA,gene,,,protein_coding,MDH1,1,HGNC:6970,OTTHUMG00000129512.14
ENSG00000014824.14,HAVANA,gene,,,protein_coding,SLC30A9,2,HGNC:1329,OTTHUMG00000099387.5
ENSG00000014914.21,HAVANA,gene,,,protein_coding,MTMR11,2,HGNC:24307,OTTHUMG00000012207.8
ENSG00000014919.13,HAVANA,gene,,,protein_coding,COX15,2,HGNC:2263,OTTHUMG00000018893.3
ENSG00000015153.15,HAVANA,gene,,,protein_coding,YAF2,2,HGNC:17363,OTTHUMG00000169380.4
ENSG00000015171.20,HAVANA,gene,,,protein_coding,ZMYND11,2,HGNC:16966,OTTHUMG00000017526.8
ENSG00000015285.11,HAVANA,gene,,,protein_coding,WAS,2,HGNC:12731,OTTHUMG00000034483.3
ENSG00000015475.19,HAVANA,gene,,,protein_coding,BID,2,HGNC:1050,OTTHUMG00000150087.5
ENSG00000015479.20,HAVANA,gene,,,protein_coding,MATR3,1,HGNC:6912,OTTHUMG00000129229.7
ENSG00000015520.15,HAVANA,gene,,,protein_coding,NPC1L1,1,HGNC:7898,OTTHUMG00000023691.3
ENSG00000015532.10,HAVANA,gene,,,protein_coding,XYLT2,2,HGNC:15517,OTTHUMG00000162057.5
ENSG00000015568.13,HAVANA,gene,,,protein_coding,RGPD5,2,HGNC:32418,OTTHUMG00000130985.18
ENSG00000015676.18,HAVANA,gene,,,protein_coding,NUDCD3,1,HGNC:22208,OTTHUMG00000129174.5
ENSG00000016082.15,HAVANA,gene,,,protein_coding,ISL1,2,HGNC:6132,OTTHUMG00000162281.11
ENSG00000016391.11,HAVANA,gene,,,protein_coding,CHDH,2,HGNC:24288,OTTHUMG00000158281.5
ENSG00000016490.16,HAVANA,gene,,,protein_coding,CLCA1,2,HGNC:2015,OTTHUMG00000010254.2
ENSG00000016602.9,HAVANA,gene,,,protein_coding,CLCA4,2,HGNC:2018,OTTHUMG00000010260.1
ENSG00000017260.20,HAVANA,gene,,,protein_coding,ATP2C1,2,HGNC:13211,OTTHUMG00000136802.8
ENSG00000017427.17,HAVANA,gene,,,protein_coding,IGF1,1,HGNC:5464,OTTHUMG00000149910.3
ENSG00000017797.13,HAVANA,gene,,,protein_coding,RALBP1,2,HGNC:9841,OTTHUMG00000131596.6
ENSG00000018189.13,HAVANA,gene,,,protein_coding,RUFY3,1,HGNC:30285,OTTHUMG00000129910.5
ENSG00000018236.15,HAVANA,gene,,,protein_coding,CNTN1,2,HGNC:2171,OTTHUMG00000169362.4
ENSG00000018280.17,HAVANA,gene,,,protein_coding,SLC11A1,2,HGNC:10907,OTTHUMG00000086747.4
ENSG00000018408.15,HAVANA,gene,,,protein_coding,WWTR1,1,HGNC:24042,OTTHUMG00000159614.13
ENSG00000018610.15,HAVANA,gene,,,protein_coding,CXorf56,2,HGNC:26239,OTTHUMG00000022276.7
ENSG00000018625.15,HAVANA,gene,,,protein_coding,ATP1A2,2,HGNC:800,OTTHUMG00000024080.4
ENSG00000018699.13,HAVANA,gene,,,protein_coding,TTC27,1,HGNC:25986,OTTHUMG00000152134.7
ENSG00000019102.12,HAVANA,gene,,,protein_coding,VSIG2,2,HGNC:17149,OTTHUMG00000150357.2
ENSG00000019186.10,HAVANA,gene,,,protein_coding,CYP24A1,1,HGNC:2602,OTTHUMG00000032773.3
ENSG00000019505.8,HAVANA,gene,,,protein_coding,SYT13,2,HGNC:14962,OTTHUMG00000166504.3
ENSG00000019549.13,HAVANA,gene,,,protein_coding,SNAI2,2,HGNC:11094,OTTHUMG00000149912.9
ENSG00000019991.18,HAVANA,gene,,,protein_coding,HGF,2,HGNC:4893,OTTHUMG00000023804.10
ENSG00000019995.6,HAVANA,gene,,,protein_coding,ZRANB1,2,HGNC:18224,OTTHUMG00000019223.1
ENSG00000020129.16,HAVANA,gene,,,protein_coding,NCDN,2,HGNC:17597,OTTHUMG00000059204.4
ENSG00000020181.18,HAVANA,gene,,,protein_coding,ADGRA2,2,HGNC:17849,OTTHUMG00000156182.6
ENSG00000020256.20,HAVANA,gene,,,protein_coding,ZFP64,2,HGNC:15940,OTTHUMG00000032756.3
ENSG00000020426.11,HAVANA,gene,,,protein_coding,MNAT1,1,HGNC:7181,OTTHUMG00000152340.5
ENSG00000020577.14,HAVANA,gene,,,protein_coding,SAMD4A,1,HGNC:23023,OTTHUMG00000170999.4
ENSG00000020633.19,HAVANA,gene,,,protein_coding,RUNX3,2,HGNC:10473,OTTHUMG00000003316.1
ENSG00000020922.13,HAVANA,gene,,,protein_coding,MRE11,2,HGNC:7230,OTTHUMG00000167780.6
ENSG00000021300.14,HAVANA,gene,,,protein_coding,PLEKHB1,2,HGNC:19079,OTTHUMG00000168030.4
ENSG00000021355.13,HAVANA,gene,,,protein_coding,SERPINB1,2,HGNC:3311,OTTHUMG00000014124.2
ENSG00000021488.13,HAVANA,gene,,,protein_coding,SLC7A9,2,HGNC:11067,OTTHUMG00000180287.5
ENSG00000021574.13,HAVANA,gene,,,protein_coding,SPAST,2,HGNC:11233,OTTHUMG00000128455.7
ENSG00000021645.20,HAVANA,gene,,,protein_coding,NRXN3,2,HGNC:8010,OTTHUMG00000171502.7
ENSG00000021762.20,HAVANA,gene,,,protein_coding,OSBPL5,2,HGNC:16392,OTTHUMG00000011702.8
ENSG00000021776.11,HAVANA,gene,,,protein_coding,AQR,2,HGNC:29513,OTTHUMG00000172257.5
ENSG00000021852.13,HAVANA,gene,,,protein_coding,C8B,2,HGNC:1353,OTTHUMG00000008305.3
ENSG00000022267.19,HAVANA,gene,,,protein_coding,FHL1,2,HGNC:3702,OTTHUMG00000022504.13
ENSG00000022277.13,HAVANA,gene,,,protein_coding,RTF2,1,HGNC:15890,OTTHUMG00000032801.3
ENSG00000022355.18,HAVANA,gene,,,protein_coding,GABRA1,2,HGNC:4075,OTTHUMG00000163586.11
ENSG00000022556.16,HAVANA,gene,,,protein_coding,NLRP2,2,HGNC:22948,OTTHUMG00000167763.7
ENSG00000022567.10,HAVANA,gene,,,protein_coding,SLC45A4,1,HGNC:29196,OTTHUMG00000164393.4
ENSG00000023191.17,HAVANA,gene,,,protein_coding,RNH1,2,HGNC:10074,OTTHUMG00000119086.10
ENSG00000023228.14,HAVANA,gene,,,protein_coding,NDUFS1,2,HGNC:7707,OTTHUMG00000132892.7
ENSG00000023287.13,HAVANA,gene,,,protein_coding,RB1CC1,2,HGNC:15574,OTTHUMG00000164268.7
ENSG00000023330.15,HAVANA,gene,,,protein_coding,ALAS1,1,HGNC:396,OTTHUMG00000158108.3
ENSG00000023445.16,HAVANA,gene,,,protein_coding,BIRC3,1,HGNC:591,OTTHUMG00000167324.6
ENSG00000023516.9,HAVANA,gene,,,protein_coding,AKAP11,2,HGNC:369,OTTHUMG00000016805.4
ENSG00000023572.10,HAVANA,gene,,,protein_coding,GLRX2,2,HGNC:16065,OTTHUMG00000035677.2
ENSG00000023608.5,HAVANA,gene,,,protein_coding,SNAPC1,2,HGNC:11134,OTTHUMG00000140343.3
ENSG00000023697.13,HAVANA,gene,,,protein_coding,DERA,2,HGNC:24269,OTTHUMG00000165537.4
ENSG00000023734.11,HAVANA,gene,,,protein_coding,STRAP,1,HGNC:30796,OTTHUMG00000168791.2
ENSG00000023839.12,HAVANA,gene,,,protein_coding,ABCC2,2,HGNC:53,OTTHUMG00000018895.7
ENSG00000023892.11,HAVANA,gene,,,protein_coding,DEF6,2,HGNC:2760,OTTHUMG00000014563.3
ENSG00000023902.14,HAVANA,gene,,,protein_coding,PLEKHO1,2,HGNC:24310,OTTHUMG00000012510.6
ENSG00000023909.10,HAVANA,gene,,,protein_coding,GCLM,2,HGNC:4312,OTTHUMG00000010562.2
ENSG00000024048.11,HAVANA,gene,,,protein_coding,UBR2,2,HGNC:21289,OTTHUMG00000014703.2
ENSG00000024422.12,HAVANA,gene,,,protein_coding,EHD2,2,HGNC:3243,OTTHUMG00000183266.2
ENSG00000024526.17,HAVANA,gene,,,protein_coding,DEPDC1,2,HGNC:22949,OTTHUMG00000009212.5
ENSG00000024862.18,HAVANA,gene,,,protein_coding,CCDC28A,2,HGNC:21098,OTTHUMG00000015683.3
ENSG00000025039.15,HAVANA,gene,,,protein_coding,RRAGD,2,HGNC:19903,OTTHUMG00000015200.3
ENSG00000025156.13,HAVANA,gene,,,protein_coding,HSF2,2,HGNC:5225,OTTHUMG00000016216.4
ENSG00000025293.17,HAVANA,gene,,,protein_coding,PHF20,2,HGNC:16098,OTTHUMG00000032367.8
ENSG00000025423.11,HAVANA,gene,,,protein_coding,HSD17B6,1,HGNC:23316,OTTHUMG00000170854.5
ENSG00000025434.19,HAVANA,gene,,,protein_coding,NR1H3,1,HGNC:7966,OTTHUMG00000150628.11
ENSG00000025708.14,HAVANA,gene,,,protein_coding,TYMP,1,HGNC:3148,OTTHUMG00000150249.3
ENSG00000025770.19,HAVANA,gene,,,protein_coding,NCAPH2,2,HGNC:25071,OTTHUMG00000150205.7
ENSG00000025772.8,HAVANA,gene,,,protein_coding,TOMM34,2,HGNC:15746,OTTHUMG00000032552.4
ENSG00000025796.14,HAVANA,gene,,,protein_coding,SEC63,1,HGNC:21082,OTTHUMG00000015316.7
ENSG00000025800.14,HAVANA,gene,,,protein_coding,KPNA6,2,HGNC:6399,OTTHUMG00000004333.6
ENSG00000026025.16,HAVANA,gene,,,protein_coding,VIM,2,HGNC:12692,OTTHUMG00000017744.6
ENSG00000026559.14,HAVANA,gene,,,protein_coding,KCNG1,2,HGNC:6248,OTTHUMG00000032745.9
ENSG00000026652.15,HAVANA,gene,,,protein_coding,AGPAT4,2,HGNC:20885,OTTHUMG00000015966.5
ENSG00000026751.17,HAVANA,gene,,,protein_coding,SLAMF7,2,HGNC:21394,OTTHUMG00000024008.5
ENSG00000026950.17,HAVANA,gene,,,protein_coding,BTN3A1,2,HGNC:1138,OTTHUMG00000014449.6
ENSG00000027001.10,HAVANA,gene,,,protein_coding,MIPEP,2,HGNC:7104,OTTHUMG00000016573.3
ENSG00000027644.5,HAVANA,gene,,,protein_coding,INSRR,2,HGNC:6093,OTTHUMG00000041291.2
ENSG00000027697.15,HAVANA,gene,,,protein_coding,IFNGR1,2,HGNC:5439,OTTHUMG00000015656.4
ENSG00000027847.14,HAVANA,gene,,,protein_coding,B4GALT7,1,HGNC:930,OTTHUMG00000130851.4
ENSG00000027869.12,HAVANA,gene,,,protein_coding,SH2D2A,2,HGNC:10821,OTTHUMG00000041305.2
ENSG00000028116.18,HAVANA,gene,,,protein_coding,VRK2,1,HGNC:12719,OTTHUMG00000129348.8
ENSG00000028137.19,HAVANA,gene,,,protein_coding,TNFRSF1B,2,HGNC:11917,OTTHUMG00000001829.2
ENSG00000028310.18,HAVANA,gene,,,protein_coding,BRD9,2,HGNC:25818,OTTHUMG00000159258.5
ENSG00000028528.15,HAVANA,gene,,,protein_coding,SNX1,2,HGNC:11172,OTTHUMG00000172436.5
ENSG00000028839.10,HAVANA,gene,,,protein_coding,TBPL1,2,HGNC:11589,OTTHUMG00000015609.6
ENSG00000029363.17,HAVANA,gene,,,protein_coding,BCLAF1,1,HGNC:16863,OTTHUMG00000033323.8
ENSG00000029364.12,HAVANA,gene,,,protein_coding,SLC39A9,1,HGNC:20182,OTTHUMG00000171232.6
ENSG00000029534.21,HAVANA,gene,,,protein_coding,ANK1,1,HGNC:492,OTTHUMG00000150281.8
ENSG00000029559.7,HAVANA,gene,,,protein_coding,IBSP,2,HGNC:5341,OTTHUMG00000130600.4
ENSG00000029639.11,HAVANA,gene,,,protein_coding,TFB1M,2,HGNC:17037,OTTHUMG00000015881.2
ENSG00000029725.17,HAVANA,gene,,,protein_coding,RABEP1,1,HGNC:17677,OTTHUMG00000177870.6
ENSG00000029993.15,HAVANA,gene,,,protein_coding,HMGB3,2,HGNC:5004,OTTHUMG00000024162.3
ENSG00000030066.13,HAVANA,gene,,,protein_coding,NUP160,2,HGNC:18017,OTTHUMG00000166534.4
ENSG00000030582.18,HAVANA,gene,,,protein_coding,GRN,1,HGNC:4601,OTTHUMG00000181816.4
ENSG00000031081.11,HAVANA,gene,,,protein_coding,ARHGAP31,2,HGNC:29216,OTTHUMG00000159362.5
ENSG00000031691.7,HAVANA,gene,,,protein_coding,CENPQ,2,HGNC:21347,OTTHUMG00000014815.3
ENSG00000031698.13,HAVANA,gene,,,protein_coding,SARS1,2,HGNC:10537,OTTHUMG00000011726.4
ENSG00000031823.14,HAVANA,gene,,,protein_coding,RANBP3,2,HGNC:9850,OTTHUMG00000180636.6
ENSG00000032219.19,HAVANA,gene,,,protein_coding,ARID4A,1,HGNC:9885,OTTHUMG00000140320.8
ENSG00000032389.13,HAVANA,gene,,,protein_coding,EIPR1,1,HGNC:12383,OTTHUMG00000090329.4
ENSG00000032444.17,HAVANA,gene,,,protein_coding,PNPLA6,1,HGNC:16268,OTTHUMG00000182094.3
ENSG00000032742.18,HAVANA,gene,,,protein_coding,IFT88,2,HGNC:20606,OTTHUMG00000016517.5
ENSG00000033030.15,HAVANA,gene,,,protein_coding,ZCCHC8,2,HGNC:25265,OTTHUMG00000168878.6
ENSG00000033050.9,HAVANA,gene,,,protein_coding,ABCF2,2,HGNC:71,OTTHUMG00000192398.2
ENSG00000033122.21,HAVANA,gene,,,protein_coding,LRRC7,1,HGNC:18531,OTTHUMG00000059194.7
ENSG00000033170.17,HAVANA,gene,,,protein_coding,FUT8,1,HGNC:4019,OTTHUMG00000142818.5
ENSG00000033178.13,HAVANA,gene,,,protein_coding,UBA6,2,HGNC:25581,OTTHUMG00000129299.7
ENSG00000033327.13,HAVANA,gene,,,protein_coding,GAB2,1,HGNC:14458,OTTHUMG00000166673.3
ENSG00000033627.17,HAVANA,gene,,,protein_coding,ATP6V0A1,1,HGNC:865,OTTHUMG00000180238.2
ENSG00000033800.14,HAVANA,gene,,,protein_coding,PIAS1,2,HGNC:2752,OTTHUMG00000172645.4
ENSG00000034152.19,HAVANA,gene,,,protein_coding,MAP2K3,1,HGNC:6843,OTTHUMG00000134322.7
ENSG00000034239.11,HAVANA,gene,,,protein_coding,EFCAB1,2,HGNC:25678,OTTHUMG00000164203.4
ENSG00000034510.6,HAVANA,gene,,,protein_coding,TMSB10,2,HGNC:11879,OTTHUMG00000130027.7
ENSG00000034533.12,HAVANA,gene,,,protein_coding,ASTE1,1,HGNC:25021,OTTHUMG00000159644.2
ENSG00000034677.13,HAVANA,gene,,,protein_coding,RNF19A,2,HGNC:13432,OTTHUMG00000164707.8
ENSG00000034693.15,HAVANA,gene,,,protein_coding,PEX3,1,HGNC:8858,OTTHUMG00000015730.4
ENSG00000034713.8,HAVANA,gene,,,protein_coding,GABARAPL2,2,HGNC:13291,OTTHUMG00000137613.3
ENSG00000034971.17,HAVANA,gene,,,protein_coding,MYOC,2,HGNC:7610,OTTHUMG00000034789.4
ENSG00000035115.22,HAVANA,gene,,,protein_coding,SH3YL1,2,HGNC:29546,OTTHUMG00000151359.9
ENSG00000035141.8,HAVANA,gene,,,protein_coding,FAM136A,1,HGNC:25911,OTTHUMG00000129668.4
ENSG00000035403.18,HAVANA,gene,,,protein_coding,VCL,2,HGNC:12665,OTTHUMG00000018498.4
ENSG00000035499.13,HAVANA,gene,,,protein_coding,DEPDC1B,2,HGNC:24902,OTTHUMG00000097083.4
ENSG00000035664.11,HAVANA,gene,,,protein_coding,DAPK2,2,HGNC:2675,OTTHUMG00000132947.5
ENSG00000035681.9,HAVANA,gene,,,protein_coding,NSMAF,2,HGNC:8017,OTTHUMG00000164352.6
ENSG00000035687.10,HAVANA,gene,,,protein_coding,ADSS2,2,HGNC:292,OTTHUMG00000040102.3
ENSG00000035720.8,HAVANA,gene,,,protein_coding,STAP1,2,HGNC:24133,OTTHUMG00000129304.2
ENSG00000035862.12,HAVANA,gene,,,protein_coding,TIMP2,2,HGNC:11821,OTTHUMG00000154517.4
ENSG00000036054.13,HAVANA,gene,,,protein_coding,TBC1D23,1,HGNC:25622,OTTHUMG00000159067.3
ENSG00000036448.10,HAVANA,gene,,,protein_coding,MYOM2,2,HGNC:7614,OTTHUMG00000129175.8
ENSG00000036473.8,HAVANA,gene,,,protein_coding,OTC,2,HGNC:8512,OTTHUMG00000022727.4
ENSG00000036530.9,HAVANA,gene,,,protein_coding,CYP46A1,1,HGNC:2641,OTTHUMG00000171510.3
ENSG00000036549.13,HAVANA,gene,,,protein_coding,ZZZ3,1,HGNC:24523,OTTHUMG00000009652.7
ENSG00000036565.15,HAVANA,gene,,,protein_coding,SLC18A1,2,HGNC:10934,OTTHUMG00000097017.5
ENSG00000036672.16,HAVANA,gene,,,protein_coding,USP2,1,HGNC:12618,OTTHUMG00000166200.3
ENSG00000036828.17,HAVANA,gene,,,protein_coding,CASR,2,HGNC:1514,OTTHUMG00000159491.5
ENSG00000037042.9,HAVANA,gene,,,protein_coding,TUBG2,2,HGNC:12419,OTTHUMG00000180640.2
ENSG00000037241.7,HAVANA,gene,,,protein_coding,RPL26L1,2,HGNC:17050,OTTHUMG00000130517.5
ENSG00000037280.16,HAVANA,gene,,,protein_coding,FLT4,2,HGNC:3767,OTTHUMG00000130931.8
ENSG00000037474.15,HAVANA,gene,,,protein_coding,NSUN2,1,HGNC:25994,OTTHUMG00000090455.3
ENSG00000037637.11,HAVANA,gene,,,protein_coding,FBXO42,2,HGNC:29249,OTTHUMG00000002218.3
ENSG00000037757.14,HAVANA,gene,,,protein_coding,MRI1,1,HGNC:28469,OTTHUMG00000180867.4
ENSG00000037897.17,HAVANA,gene,,,protein_coding,METTL1,2,HGNC:7030,OTTHUMG00000150143.6
ENSG00000037965.6,HAVANA,gene,,,protein_coding,HOXC8,2,HGNC:5129,OTTHUMG00000160032.4
ENSG00000038002.9,HAVANA,gene,,,protein_coding,AGA,2,HGNC:318,OTTHUMG00000160723.3
ENSG00000038210.14,HAVANA,gene,,,protein_coding,PI4K2B,1,HGNC:18215,OTTHUMG00000128564.3
ENSG00000038219.13,HAVANA,gene,,,protein_coding,BOD1L1,1,HGNC:31792,OTTHUMG00000090659.5
ENSG00000038274.17,HAVANA,gene,,,protein_coding,MAT2B,2,HGNC:6905,OTTHUMG00000130379.7
ENSG00000038295.8,HAVANA,gene,,,protein_coding,TLL1,2,HGNC:11843,OTTHUMG00000161112.4
ENSG00000038358.15,HAVANA,gene,,,protein_coding,EDC4,2,HGNC:17157,OTTHUMG00000137543.6
ENSG00000038427.16,HAVANA,gene,,,protein_coding,VCAN,2,HGNC:2464,OTTHUMG00000131321.7
ENSG00000038532.16,HAVANA,gene,,,protein_coding,CLEC16A,1,HGNC:29013,OTTHUMG00000152915.8
ENSG00000038945.15,HAVANA,gene,,,protein_coding,MSR1,1,HGNC:7376,OTTHUMG00000094809.6
ENSG00000039123.16,HAVANA,gene,,,protein_coding,MTREX,2,HGNC:18734,OTTHUMG00000097019.4
ENSG00000039319.17,HAVANA,gene,,,protein_coding,ZFYVE16,2,HGNC:20756,OTTHUMG00000108178.6
ENSG00000039523.20,HAVANA,gene,,,protein_coding,RIPOR1,1,HGNC:25836,OTTHUMG00000137536.9
ENSG00000039537.14,HAVANA,gene,,,protein_coding,C6,1,HGNC:1339,OTTHUMG00000094781.6
ENSG00000039560.14,HAVANA,gene,,,protein_coding,RAI14,2,HGNC:14873,OTTHUMG00000162019.4
ENSG00000039600.11,HAVANA,gene,,,protein_coding,SOX30,2,HGNC:30635,OTTHUMG00000130247.3
ENSG00000039650.12,HAVANA,gene,,,protein_coding,PNKP,2,HGNC:9154,OTTHUMG00000183261.11
ENSG00000039987.7,HAVANA,gene,,,protein_coding,BEST2,2,HGNC:17107,OTTHUMG00000169293.4
ENSG00000040199.18,HAVANA,gene,,,protein_coding,PHLPP2,1,HGNC:29149,OTTHUMG00000176867.2
ENSG00000040275.17,HAVANA,gene,,,protein_coding,SPDL1,1,HGNC:26010,OTTHUMG00000130438.7
ENSG00000040341.18,HAVANA,gene,,,protein_coding,STAU2,1,HGNC:11371,OTTHUMG00000164499.11
ENSG00000040487.13,HAVANA,gene,,,protein_coding,SLC66A1,1,HGNC:26001,OTTHUMG00000002521.8
ENSG00000040531.16,HAVANA,gene,,,protein_coding,CTNS,1,HGNC:2518,OTTHUMG00000090693.8
ENSG00000040608.14,HAVANA,gene,,,protein_coding,RTN4R,1,HGNC:18601,OTTHUMG00000150572.3
ENSG00000040633.13,HAVANA,gene,,,protein_coding,PHF23,1,HGNC:28428,OTTHUMG00000177972.6
ENSG00000040731.10,HAVANA,gene,,,protein_coding,CDH10,2,HGNC:1749,OTTHUMG00000090667.2
ENSG00000040933.16,HAVANA,gene,,,protein_coding,INPP4A,2,HGNC:6074,OTTHUMG00000153106.4
ENSG00000041353.10,HAVANA,gene,,,protein_coding,RAB27B,1,HGNC:9767,OTTHUMG00000132710.7
ENSG00000041357.16,HAVANA,gene,,,protein_coding,PSMA4,1,HGNC:9533,OTTHUMG00000143859.11
ENSG00000041515.16,HAVANA,gene,,,protein_coding,MYO16,2,HGNC:29822,OTTHUMG00000017333.6
ENSG00000041802.11,HAVANA,gene,,,protein_coding,LSG1,1,HGNC:25652,OTTHUMG00000156021.3
