;seminoma vs non-seminoma Fold Change;seminoma vs non-seminoma pval;seminoma vs non-seminoma fdr;seminoma vs non-seminoma significant;embryonal vs seminoma Fold Change;embryonal vs seminoma pval;embryonal vs seminoma fdr;embryonal vs seminoma significant;embryonal vs non_embryonal_non_seminoma Fold Change;embryonal vs non_embryonal_non_seminoma pval;embryonal vs non_embryonal_non_seminoma fdr;embryonal vs non_embryonal_non_seminoma significant;teratoma vs non-teratoma Fold Change;teratoma vs non-teratoma pval;teratoma vs non-teratoma fdr;teratoma vs non-teratoma significant;KIT-mutated seminoma vs KIT-wildtype seminoma Fold Change;KIT-mutated seminoma vs KIT-wildtype seminoma pval;KIT-mutated seminoma vs KIT-wildtype seminoma fdr;KIT-mutated seminoma vs KIT-wildtype seminoma significant
hsa-mir-411, mature,MIMAT0004813;;;;;;;;;;;;;;;;;;;;
hsa-mir-412, mature,MIMAT0002170;;;;;;;;;;;;;;;;;;;;
hsa-mir-412, mature,MIMAT0026557;5.060377310756889;2.7043024701354228e-05;5.265435985969558e-05;True;2.043092316388421;0.022966868408467886;0.040561369937762;True;-3.9412680844842995;0.03736895645584432;0.057899707403094205;False;8.08830448751166;0.13355029619329573;0.2048623971136908;False;;;;
hsa-mir-421, mature,MIMAT0003339;;;;;;;;;;;;;;;;;;;;
hsa-mir-423, mature,MIMAT0001340;1.3758224622715785;6.456022886910985e-06;1.4438807943023892e-05;True;1.0873857999088383;0.34422686557866133;0.40137649963226146;False;-1.6006183818804354;0.01903377527311545;0.033093900726120326;True;-1.0564969881828465;0.6197650786988569;0.6739193088764269;False;-1.146516414097117;0.06994254896217536;0.14687935282056827;False
hsa-mir-423, mature,MIMAT0004748;1.2239311387801817;0.29421735670029947;0.3301218476874547;False;-1.08295751354635;0.07159602035151263;0.10445409732442906;False;-1.3397689820746963;0.037831541190210274;0.057919085185012195;False;1.3659348019504727;0.4080434289465553;0.46952942508918694;False;1.048651876445336;0.6631971755899482;0.7701644619754237;False
hsa-mir-424, mature,MIMAT0001341;3.377040374846566;4.219447757735103e-08;2.0845331459855506e-07;True;3.183972502800275;0.0011955256173595936;0.002888389891540778;True;1.1003424810221265;0.9088077616349931;0.9303180045139279;False;3.3001807299033703;0.08604638762843712;0.14961550177928165;False;-1.4694754222135957;0.6815501680455383;0.7878469832453011;False
hsa-mir-424, mature,MIMAT0004749;;;;;;;;;;;;;;;;;;;;
hsa-mir-425, mature,MIMAT0001343;;;;;;;;;;;;;;;;;;;;
hsa-mir-425, mature,MIMAT0003393;1.2128217066176177;0.08213200342547934;0.10258752125974967;False;-1.1224986654467561;0.07762249626617705;0.11270189361723784;False;-1.4729195216642064;0.03835116114598377;0.058455954874495085;False;1.0015154768130874;0.20414082302264636;0.2765778892564886;False;1.1272319391959955;0.20143372789165925;0.33840866285798754;False
hsa-mir-4254, mature,MIMAT0016884;;;;;;;;;;;;;;;;;;;;
hsa-mir-4284, mature,MIMAT0016915;;;;;;;;;;;;;;;;;;;;
hsa-mir-4286, mature,MIMAT0016916;;;;;;;;;;;;;;;;;;;;
hsa-mir-429, mature,MIMAT0001536;;;;;;;;;-12.309676415416545;0.004491435469027321;0.010223925475549032;True;33.31904171984165;0.010693493085151976;0.03266376069646422;True;;;;
hsa-mir-4306, mature,MIMAT0016858;;;;;;;;;;;;;;;;;;;;
hsa-mir-431, mature,MIMAT0001625;3.68859592027294;1.3833575542170852e-07;5.203310800521082e-07;True;2.79115799915849;0.009190791647807737;0.01802350050414244;True;-1.1567932218173889;0.14123364290944299;0.18098829795061952;False;1.3385890322951806;0.7110127446051357;0.7512587490167473;False;;;;
hsa-mir-431, mature,MIMAT0004757;2.74452492303365;9.004144018606735e-07;2.463117082775892e-06;True;1.3821264865671832;0.07108255745212229;0.10420840946864529;False;-4.110313986863152;0.001492739795694536;0.0047371633786879724;True;5.453903888495809;0.06209985219298355;0.1241997043859671;False;-1.0493433514680104;0.6075222421456401;0.734188217917397;False
hsa-mir-4311, mature,MIMAT0016863;;;;;;;;;;;;;;;;;;;;
hsa-mir-4312, mature,MIMAT0016864;;;;;;;;;;;;;;;;;;;;
hsa-mir-432, mature,MIMAT0002814;2.823530623330813;4.576058925632246e-06;1.0819110745601953e-05;True;1.3028620773339161;0.16775459820351002;0.21650379768145311;False;-3.341485792046708;0.0017887290995872013;0.005476993526169661;True;4.294210526479996;0.041403461503844795;0.0909252487927572;False;-1.0044456719521788;0.9274655967253826;0.9521464512376581;False
hsa-mir-432, mature,MIMAT0002815;;;;;;;;;;;;;;;;;;;;
hsa-mir-4322, mature,MIMAT0016873;;;;;;;;;;;;;;;;;;;;
hsa-mir-4326, mature,MIMAT0016888;;;;;;;;;;;;;;;;;;;;
hsa-mir-433, mature,MIMAT0001627;2.489763330242039;3.596071420813773e-05;6.840802530398615e-05;True;;;;;-6.068504149676169;0.003933591529932283;0.00945154631497618;True;8.411382244964846;0.07840385511154316;0.1444791486100257;False;;;;
hsa-mir-433, mature,MIMAT0026554;;;;;;;;;;;;;;;;;;;;
hsa-mir-4417, mature,MIMAT0018929;;;;;;;;;;;;;;;;;;;;
hsa-mir-4419b, mature,MIMAT0019034;;;;;;;;;;;;;;;;;;;;
hsa-mir-4420, mature,MIMAT0018933;;;;;;;;;;;;;;;;;;;;
hsa-mir-4421, mature,MIMAT0018934;;;;;;;;;;;;;;;;;;;;
hsa-mir-4422, mature,MIMAT0018935;;;;;;;;;;;;;;;;;;;;
hsa-mir-4423, mature,MIMAT0018936;;;;;;;;;;;;;;;;;;;;
hsa-mir-4423, mature,MIMAT0019232;;;;;;;;;;;;;;;;;;;;
hsa-mir-4424, mature,MIMAT0018939;;;;;;;;;;;;;;;;;;;;
hsa-mir-4425, mature,MIMAT0018940;;;;;;;;;;;;;;;;;;;;
hsa-mir-4426, mature,MIMAT0018941;;;;;;;;;;;;;;;;;;;;
hsa-mir-4427, mature,MIMAT0018942;;;;;;;;;;;;;;;;;;;;
hsa-mir-4428, mature,MIMAT0018943;;;;;;;;;;;;;;;;;;;;
hsa-mir-4430, mature,MIMAT0018945;;;;;;;;;;;;;;;;;;;;
hsa-mir-4431, mature,MIMAT0018947;;;;;;;;;;;;;;;;;;;;
hsa-mir-4432, mature,MIMAT0018948;;;;;;;;;;;;;;;;;;;;
hsa-mir-4433a, mature,MIMAT0018949;;;;;;;;;;;;;;;;;;;;
hsa-mir-4433a, mature,MIMAT0020956;;;;;;;;;;;;;;;;;;;;
hsa-mir-4433b, mature,MIMAT0030413;;;;;;;;;;;;;;;;;;;;
hsa-mir-4433b, mature,MIMAT0030414;;;;;;;;;;;;;;;;;;;;
hsa-mir-4434, mature,MIMAT0018950;;;;;;;;;;;;;;;;;;;;
hsa-mir-4435-1, mature,MIMAT0018951;;;;;;;;;;;;;;;;;;;;
hsa-mir-4436b-1, mature,MIMAT0019940;;;;;;;;;;;;;;;;;;;;
hsa-mir-4436b-1, mature,MIMAT0019941;;;;;;;;;;;;;;;;;;;;
hsa-mir-4437, mature,MIMAT0018953;;;;;;;;;;;;;;;;;;;;
hsa-mir-4442, mature,MIMAT0018960;;;;;;;;;;;;;;;;;;;;
hsa-mir-4443, mature,MIMAT0018961;;;;;;;;;;;;;;;;;;;;
hsa-mir-4444-1, mature,MIMAT0018962;;;;;;;;;;;;;;;;;;;;
hsa-mir-4445, mature,MIMAT0018963;;;;;;;;;;;;;;;;;;;;
hsa-mir-4445, mature,MIMAT0018964;;;;;;;;;;;;;;;;;;;;
hsa-mir-4446, mature,MIMAT0018965;;;;;;;;;;;;;;;;;;;;
hsa-mir-4446, mature,MIMAT0019233;;;;;;;;;;;;;;;;;;;;
hsa-mir-4448, mature,MIMAT0018967;;;;;;;;;;;;;;;;;;;;
hsa-mir-4449, mature,MIMAT0018968;;;;;;;;;;;;;;;;;;;;
hsa-mir-4450, mature,MIMAT0018971;;;;;;;;;;;;;;;;;;;;
hsa-mir-4451, mature,MIMAT0018973;;;;;;;;;;;;;;;;;;;;
hsa-mir-4452, mature,MIMAT0018974;;;;;;;;;;;;;;;;;;;;
hsa-mir-4453, mature,MIMAT0018975;;;;;;;;;;;;;;;;;;;;
hsa-mir-4454, mature,MIMAT0018976;;;;;;;;;;;;;;;;;;;;
hsa-mir-4457, mature,MIMAT0018979;;;;;;;;;;;;;;;;;;;;
hsa-mir-4458, mature,MIMAT0018980;;;;;;;;;;;;;;;;;;;;
hsa-mir-4460, mature,MIMAT0018982;;;;;;;;;;;;;;;;;;;;
hsa-mir-4461, mature,MIMAT0018983;;;;;;;;;;;;;;;;;;;;
hsa-mir-4464, mature,MIMAT0018988;;;;;;;;;;;;;;;;;;;;
hsa-mir-4465, mature,MIMAT0018992;;;;;;;;;;;;;;;;;;;;
hsa-mir-4466, mature,MIMAT0018993;;;;;;;;;;;;;;;;;;;;
hsa-mir-4467, mature,MIMAT0018994;;;;;;;;;;;;;;;;;;;;
hsa-mir-4469, mature,MIMAT0018996;;;;;;;;;;;;;;;;;;;;
hsa-mir-4470, mature,MIMAT0018997;;;;;;;;;;;;;;;;;;;;
hsa-mir-4471, mature,MIMAT0018998;;;;;;;;;;;;;;;;;;;;
hsa-mir-4473, mature,MIMAT0019000;;;;;;;;;;;;;;;;;;;;
hsa-mir-4474, mature,MIMAT0019001;;;;;;;;;;;;;;;;;;;;
hsa-mir-4474, mature,MIMAT0019234;;;;;;;;;;;;;;;;;;;;
hsa-mir-4476, mature,MIMAT0019003;;;;;;;;;;;;;;;;;;;;
hsa-mir-4478, mature,MIMAT0019006;;;;;;;;;;;;;;;;;;;;
hsa-mir-4479, mature,MIMAT0019011;;;;;;;;;;;;;;;;;;;;
hsa-mir-448, mature,MIMAT0001532;;;;;;;;;;;;;;;;;;;;
hsa-mir-4480, mature,MIMAT0019014;;;;;;;;;;;;;;;;;;;;
hsa-mir-4482, mature,MIMAT0019016;;;;;;;;;;;;;;;;;;;;
hsa-mir-4482, mature,MIMAT0020958;;;;;;;;;;;;;;;;;;;;
hsa-mir-4483, mature,MIMAT0019017;;;;;;;;;;;;;;;;;;;;
hsa-mir-4484, mature,MIMAT0019018;;;;;;;;;;;;;;;;;;;;
hsa-mir-4485, mature,MIMAT0019019;;;;;;;;;;;;;;;;;;;;
hsa-mir-4487, mature,MIMAT0019021;;;;;;;;;;;;;;;;;;;;
hsa-mir-4488, mature,MIMAT0019022;;;;;;;;;;;;;;;;;;;;
hsa-mir-4489, mature,MIMAT0019023;;;;;;;;;;;;;;;;;;;;
hsa-mir-4490, mature,MIMAT0019025;;;;;;;;;;;;;;;;;;;;
hsa-mir-4491, mature,MIMAT0019026;;;;;;;;;;;;;;;;;;;;
hsa-mir-4493, mature,MIMAT0019028;;;;;;;;;;;;;;;;;;;;
hsa-mir-4494, mature,MIMAT0019029;;;;;;;;;;;;;;;;;;;;
hsa-mir-4495, mature,MIMAT0019030;;;;;;;;;;;;;;;;;;;;
hsa-mir-4496, mature,MIMAT0019031;;;;;;;;;;;;;;;;;;;;
hsa-mir-4497, mature,MIMAT0019032;;;;;;;;;;;;;;;;;;;;
hsa-mir-4498, mature,MIMAT0019033;;;;;;;;;;;;;;;;;;;;
hsa-mir-449a, mature,MIMAT0001541;;;;;;;;;;;;;;;;;;;;
hsa-mir-449b, mature,MIMAT0003327;;;;;;;;;;;;;;;;;;;;
hsa-mir-449b, mature,MIMAT0009203;;;;;;;;;;;;;;;;;;;;
hsa-mir-449c, mature,MIMAT0010251;;;;;;;;;;;;;;;;;;;;
hsa-mir-449c, mature,MIMAT0013771;;;;;;;;;;;;;;;;;;;;
hsa-mir-4501, mature,MIMAT0019037;;;;;;;;;;;;;;;;;;;;
hsa-mir-4502, mature,MIMAT0019038;;;;;;;;;;;;;;;;;;;;
hsa-mir-4503, mature,MIMAT0019039;;;;;;;;;;;;;;;;;;;;
hsa-mir-4504, mature,MIMAT0019040;;;;;;;;;;;;;;;;;;;;
hsa-mir-4505, mature,MIMAT0019041;;;;;;;;;;;;;;;;;;;;
hsa-mir-4506, mature,MIMAT0019042;;;;;;;;;;;;;;;;;;;;
hsa-mir-4507, mature,MIMAT0019044;;;;;;;;;;;;;;;;;;;;
hsa-mir-450a-1, mature,MIMAT0001545;3.5850315035091835;2.0966131900600468e-08;1.2216938795408686e-07;True;;;;;-2.4012247928442667;0.009848555558030355;0.019092814884629526;True;6.127929131941522;0.042824958951815595;0.09283345940522605;False;;;;
hsa-mir-450a-1, mature,MIMAT0022700;;;;;;;;;;;;;;;;;;;;
hsa-mir-450a-2, mature,MIMAT0031074;;;;;;;;;;;;;;;;;;;;
hsa-mir-450b, mature,MIMAT0004909;5.243587634874691;5.194146209717871e-10;4.775728876157265e-09;True;;;;;-3.150028774576107;0.003212525342846013;0.007996645817444033;True;6.56976859846933;0.03307796781844582;0.0771819249097069;False;;;;
hsa-mir-450b, mature,MIMAT0004910;;;;;;;;;;;;;;;;;;;;
hsa-mir-4510, mature,MIMAT0019047;;;;;;;;;;;;;;;;;;;;
hsa-mir-4511, mature,MIMAT0019048;;;;;;;;;;;;;;;;;;;;
hsa-mir-4512, mature,MIMAT0019049;;;;;;;;;;;;;;;;;;;;
hsa-mir-4513, mature,MIMAT0019050;;;;;;;;;;;;;;;;;;;;
hsa-mir-4515, mature,MIMAT0019052;;;;;;;;;;;;;;;;;;;;
hsa-mir-4516, mature,MIMAT0019053;;;;;;;;;;;;;;;;;;;;
hsa-mir-4517, mature,MIMAT0019054;;;;;;;;;;;;;;;;;;;;
hsa-mir-4518, mature,MIMAT0019055;;;;;;;;;;;;;;;;;;;;
hsa-mir-4519, mature,MIMAT0019056;;;;;;;;;;;;;;;;;;;;
hsa-mir-451a, mature,MIMAT0001631;5.429650637691546;5.1280848296500756e-05;9.48265965706243e-05;True;8.09257835748983;0.0006184440467704415;0.0015963256591852422;True;2.3561525995020234;0.389302957945758;0.44135022938444923;False;1.7892830045743569;0.7713432436041083;0.8048799063695043;False;-2.775433147433019;6.924382114634508e-05;0.0007586714316903896;True
hsa-mir-452, mature,MIMAT0001635;1.3007370328192898;0.12912383316411113;0.15541814100843923;False;-1.2783901749796864;0.03694586524972052;0.05998737260976127;False;-1.714249062521272;0.005443417145828445;0.011845423474570073;True;1.3628010546497786;0.6361666219883636;0.6873054179681356;False;-1.4247811763722211;0.03541667117711661;0.08341122557601295;False
hsa-mir-452, mature,MIMAT0001636;;;;;;;;;;;;;;;;;;;;
hsa-mir-4520-1, mature,MIMAT0019057;;;;;;;;;;;;;;;;;;;;
hsa-mir-4520-1, mature,MIMAT0019235;;;;;;;;;;;;;;;;;;;;
hsa-mir-4520-2, mature,MIMAT0020300;;;;;;;;;;;;;;;;;;;;
hsa-mir-4521, mature,MIMAT0019058;;;;;;;;;;;;;;;;;;;;
hsa-mir-4522, mature,MIMAT0019060;;;;;;;;;;;;;;;;;;;;
hsa-mir-4523, mature,MIMAT0019061;;;;;;;;;;;;;;;;;;;;
hsa-mir-4524a, mature,MIMAT0019062;;;;;;;;;;;;;;;;;;;;
hsa-mir-4524a, mature,MIMAT0019063;;;;;;;;;;;;;;;;;;;;
hsa-mir-4525, mature,MIMAT0019064;;;;;;;;;;;;;;;;;;;;
hsa-mir-4526, mature,MIMAT0019065;;;;;;;;;;;;;;;;;;;;
hsa-mir-4527, mature,MIMAT0019066;;;;;;;;;;;;;;;;;;;;
hsa-mir-4528, mature,MIMAT0019067;;;;;;;;;;;;;;;;;;;;
hsa-mir-4529, mature,MIMAT0019068;;;;;;;;;;;;;;;;;;;;
hsa-mir-4529, mature,MIMAT0019236;;;;;;;;;;;;;;;;;;;;
hsa-mir-4530, mature,MIMAT0019069;;;;;;;;;;;;;;;;;;;;
hsa-mir-4532, mature,MIMAT0019071;;;;;;;;;;;;;;;;;;;;
hsa-mir-4533, mature,MIMAT0019072;;;;;;;;;;;;;;;;;;;;
hsa-mir-4536-1, mature,MIMAT0019078;;;;;;;;;;;;;;;;;;;;
hsa-mir-4536-1, mature,MIMAT0020959;;;;;;;;;;;;;;;;;;;;
hsa-mir-4537, mature,MIMAT0019080;;;;;;;;;;;;;;;;;;;;
hsa-mir-4538, mature,MIMAT0019081;;;;;;;;;;;;;;;;;;;;
hsa-mir-4539, mature,MIMAT0019082;;;;;;;;;;;;;;;;;;;;
hsa-mir-454, mature,MIMAT0003884;;;;;;;;;;;;;;;;;;;;
hsa-mir-454, mature,MIMAT0003885;;;;;;;;;;;;;;;;;;;;
hsa-mir-455, mature,MIMAT0003150;2.587794267566278;9.66501585481845e-12;2.665933539954089e-10;True;;;;;-2.4188706126114883;7.254629147025384e-05;0.0004254409635374208;True;2.2597081116932944;0.09302013957675467;0.15627383448894785;False;;;;
hsa-mir-455, mature,MIMAT0004784;3.4796753254702497;6.309446436577203e-11;9.74119787735989e-10;True;1.7263467541431203;0.0014584540222307568;0.0033881008824129893;True;-3.141368710718806;0.00011688968293155835;0.0006319348483487374;True;2.7095295547176566;0.09107236105486587;0.15454703694159055;False;-1.019323743484869;0.9637749387397185;0.9753866849895946;False
hsa-mir-4632, mature,MIMAT0019688;;;;;;;;;;;;;;;;;;;;
hsa-mir-4632, mature,MIMAT0022977;;;;;;;;;;;;;;;;;;;;
hsa-mir-4634, mature,MIMAT0019691;;;;;;;;;;;;;;;;;;;;
hsa-mir-4635, mature,MIMAT0019692;;;;;;;;;;;;;;;;;;;;
hsa-mir-4636, mature,MIMAT0019693;;;;;;;;;;;;;;;;;;;;
hsa-mir-4637, mature,MIMAT0019694;;;;;;;;;;;;;;;;;;;;
hsa-mir-4638, mature,MIMAT0019695;;;;;;;;;;;;;;;;;;;;
hsa-mir-4638, mature,MIMAT0019696;;;;;;;;;;;;;;;;;;;;
hsa-mir-4639, mature,MIMAT0019697;;;;;;;;;;;;;;;;;;;;
hsa-mir-4639, mature,MIMAT0019698;;;;;;;;;;;;;;;;;;;;
hsa-mir-4640, mature,MIMAT0019699;;;;;;;;;;;;;;;;;;;;
hsa-mir-4640, mature,MIMAT0019700;;;;;;;;;;;;;;;;;;;;
hsa-mir-4641, mature,MIMAT0019701;;;;;;;;;;;;;;;;;;;;
hsa-mir-4642, mature,MIMAT0019702;;;;;;;;;;;;;;;;;;;;
hsa-mir-4643, mature,MIMAT0019703;;;;;;;;;;;;;;;;;;;;
hsa-mir-4644, mature,MIMAT0019704;;;;;;;;;;;;;;;;;;;;
hsa-mir-4645, mature,MIMAT0019705;;;;;;;;;;;;;;;;;;;;
hsa-mir-4645, mature,MIMAT0019706;;;;;;;;;;;;;;;;;;;;
hsa-mir-4646, mature,MIMAT0019707;;;;;;;;;;;;;;;;;;;;
hsa-mir-4646, mature,MIMAT0019708;;;;;;;;;;;;;;;;;;;;
hsa-mir-4647, mature,MIMAT0019709;;;;;;;;;;;;;;;;;;;;
hsa-mir-4648, mature,MIMAT0019710;;;;;;;;;;;;;;;;;;;;
hsa-mir-4649, mature,MIMAT0019711;;;;;;;;;;;;;;;;;;;;
hsa-mir-4649, mature,MIMAT0019712;;;;;;;;;;;;;;;;;;;;
hsa-mir-4650-1, mature,MIMAT0019713;;;;;;;;;;;;;;;;;;;;
hsa-mir-4650-1, mature,MIMAT0019714;;;;;;;;;;;;;;;;;;;;
hsa-mir-4651, mature,MIMAT0019715;;;;;;;;;;;;;;;;;;;;
hsa-mir-4652, mature,MIMAT0019716;;;;;;;;;;;;;;;;;;;;
hsa-mir-4652, mature,MIMAT0019717;;;;;;;;;;;;;;;;;;;;
hsa-mir-4653, mature,MIMAT0019718;;;;;;;;;;;;;;;;;;;;
hsa-mir-4653, mature,MIMAT0019719;;;;;;;;;;;;;;;;;;;;
hsa-mir-4654, mature,MIMAT0019720;;;;;;;;;;;;;;;;;;;;
hsa-mir-4655, mature,MIMAT0019721;;;;;;;;;;;;;;;;;;;;
hsa-mir-4655, mature,MIMAT0019722;;;;;;;;;;;;;;;;;;;;
hsa-mir-4656, mature,MIMAT0019723;;;;;;;;;;;;;;;;;;;;
hsa-mir-4657, mature,MIMAT0019724;;;;;;;;;;;;;;;;;;;;
hsa-mir-4658, mature,MIMAT0019725;;;;;;;;;;;;;;;;;;;;
hsa-mir-4659a, mature,MIMAT0019726;;;;;;;;;;;;;;;;;;;;
hsa-mir-4659a, mature,MIMAT0019727;;;;;;;;;;;;;;;;;;;;
hsa-mir-4659b, mature,MIMAT0019733;;;;;;;;;;;;;;;;;;;;
hsa-mir-4659b, mature,MIMAT0019734;;;;;;;;;;;;;;;;;;;;
hsa-mir-466, mature,MIMAT0015002;;;;;;;;;;;;;;;;;;;;
hsa-mir-4660, mature,MIMAT0019728;;;;;;;;;;;;;;;;;;;;
hsa-mir-4661, mature,MIMAT0019729;-2.6667207738978447;6.098477419009983e-06;1.3731945753008873e-05;True;-1.6751682267237318;0.03249731747909611;0.053924120212566075;False;;;;;;;;;-1.5764735928982203;0.0007070685971030927;0.004042629305082469;True
hsa-mir-4661, mature,MIMAT0019730;;;;;;;;;;;;;;;;;;;;
hsa-mir-4662a, mature,MIMAT0019731;;;;;;;;;;;;;;;;;;;;
hsa-mir-4662a, mature,MIMAT0019732;;;;;;;;;;;;;;;;;;;;
hsa-mir-4662b, mature,MIMAT0019736;;;;;;;;;;;;;;;;;;;;
hsa-mir-4663, mature,MIMAT0019735;;;;;;;;;;;;;;;;;;;;
hsa-mir-4664, mature,MIMAT0019737;;;;;;;;;;;;;;;;;;;;
hsa-mir-4664, mature,MIMAT0019738;;;;;;;;;;;;;;;;;;;;
hsa-mir-4665, mature,MIMAT0019739;;;;;;;;;;;;;;;;;;;;
hsa-mir-4665, mature,MIMAT0019740;;;;;;;;;;;;;;;;;;;;
hsa-mir-4666a, mature,MIMAT0019741;;;;;;;;;;;;;;;;;;;;
hsa-mir-4666a, mature,MIMAT0019742;;;;;;;;;;;;;;;;;;;;
hsa-mir-4666b, mature,MIMAT0022485;;;;;;;;;;;;;;;;;;;;
hsa-mir-4667, mature,MIMAT0019743;;;;;;;;;;;;;;;;;;;;
hsa-mir-4667, mature,MIMAT0019744;;;;;;;;;;;;;;;;;;;;
hsa-mir-4668, mature,MIMAT0019745;;;;;;;;;;;;;;;;;;;;
hsa-mir-4668, mature,MIMAT0019746;;;;;;;;;;;;;;;;;;;;
hsa-mir-4669, mature,MIMAT0019749;;;;;;;;;;;;;;;;;;;;
hsa-mir-4670, mature,MIMAT0019750;;;;;;;;;;;;;;;;;;;;
hsa-mir-4670, mature,MIMAT0019751;;;;;;;;;;;;;;;;;;;;
hsa-mir-4671, mature,MIMAT0019753;;;;;;;;;;;;;;;;;;;;
hsa-mir-4672, mature,MIMAT0019754;;;;;;;;;;;;;;;;;;;;
hsa-mir-4673, mature,MIMAT0019755;;;;;;;;;;;;;;;;;;;;
hsa-mir-4674, mature,MIMAT0019756;;;;;;;;;;;;;;;;;;;;
hsa-mir-4675, mature,MIMAT0019757;;;;;;;;;;;;;;;;;;;;
hsa-mir-4676, mature,MIMAT0019758;;;;;;;;;;;;;;;;;;;;
hsa-mir-4676, mature,MIMAT0019759;;;;;;;;;;;;;;;;;;;;
hsa-mir-4677, mature,MIMAT0019760;;;;;;;;;;;;;;;;;;;;
hsa-mir-4677, mature,MIMAT0019761;;;;;;;;;;;;;;;;;;;;
hsa-mir-4678, mature,MIMAT0019762;;;;;;;;;;;;;;;;;;;;
hsa-mir-4679-1, mature,MIMAT0019763;;;;;;;;;;;;;;;;;;;;
hsa-mir-4680, mature,MIMAT0019764;;;;;;;;;;;;;;;;;;;;
hsa-mir-4680, mature,MIMAT0019765;;;;;;;;;;;;;;;;;;;;
hsa-mir-4681, mature,MIMAT0019766;;;;;;;;;;;;;;;;;;;;
hsa-mir-4682, mature,MIMAT0019767;;;;;;;;;;;;;;;;;;;;
hsa-mir-4683, mature,MIMAT0019768;;;;;;;;;;;;;;;;;;;;
hsa-mir-4684, mature,MIMAT0019769;;;;;;;;;;;;;;;;;;;;
hsa-mir-4684, mature,MIMAT0019770;;;;;;;;;;;;;;;;;;;;
hsa-mir-4685, mature,MIMAT0019771;;;;;;;;;;;;;;;;;;;;
hsa-mir-4685, mature,MIMAT0019772;;;;;;;;;;;;;;;;;;;;
hsa-mir-4686, mature,MIMAT0019773;;;;;;;;;;;;;;;;;;;;
hsa-mir-4687, mature,MIMAT0019774;;;;;;;;;;;;;;;;;;;;
hsa-mir-4687, mature,MIMAT0019775;;;;;;;;;;;;;;;;;;;;
hsa-mir-4688, mature,MIMAT0019777;;;;;;;;;;;;;;;;;;;;
hsa-mir-4689, mature,MIMAT0019778;;;;;;;;;;;;;;;;;;;;
hsa-mir-4690, mature,MIMAT0019779;;;;;;;;;;;;;;;;;;;;
hsa-mir-4690, mature,MIMAT0019780;;;;;;;;;;;;;;;;;;;;
hsa-mir-4691, mature,MIMAT0019781;;;;;;;;;;;;;;;;;;;;
hsa-mir-4691, mature,MIMAT0019782;;;;;;;;;;;;;;;;;;;;
hsa-mir-4693, mature,MIMAT0019785;;;;;;;;;;;;;;;;;;;;
hsa-mir-4695, mature,MIMAT0019788;;;;;;;;;;;;;;;;;;;;
hsa-mir-4695, mature,MIMAT0019789;;;;;;;;;;;;;;;;;;;;
hsa-mir-4696, mature,MIMAT0019790;;;;;;;;;;;;;;;;;;;;
hsa-mir-4697, mature,MIMAT0019791;;;;;;;;;;;;;;;;;;;;
hsa-mir-4697, mature,MIMAT0019792;;;;;;;;;;;;;;;;;;;;
hsa-mir-4698, mature,MIMAT0019793;;;;;;;;;;;;;;;;;;;;
hsa-mir-4699, mature,MIMAT0019794;;;;;;;;;;;;;;;;;;;;
hsa-mir-4699, mature,MIMAT0019795;;;;;;;;;;;;;;;;;;;;
hsa-mir-4700, mature,MIMAT0019796;;;;;;;;;;;;;;;;;;;;
hsa-mir-4700, mature,MIMAT0019797;;;;;;;;;;;;;;;;;;;;
hsa-mir-4701, mature,MIMAT0019798;;;;;;;;;;;;;;;;;;;;
hsa-mir-4701, mature,MIMAT0019799;;;;;;;;;;;;;;;;;;;;
hsa-mir-4703, mature,MIMAT0019802;;;;;;;;;;;;;;;;;;;;
hsa-mir-4704, mature,MIMAT0019803;;;;;;;;;;;;;;;;;;;;
hsa-mir-4704, mature,MIMAT0019804;;;;;;;;;;;;;;;;;;;;
hsa-mir-4705, mature,MIMAT0019805;;;;;;;;;;;;;;;;;;;;
hsa-mir-4706, mature,MIMAT0019806;;;;;;;;;;;;;;;;;;;;
hsa-mir-4707, mature,MIMAT0019807;;;;;;;;;;;;;;;;;;;;
hsa-mir-4707, mature,MIMAT0019808;;;;;;;;;;;;;;;;;;;;
hsa-mir-4708, mature,MIMAT0019809;;;;;;;;;;;;;;;;;;;;
hsa-mir-4708, mature,MIMAT0019810;;;;;;;;;;;;;;;;;;;;
hsa-mir-4709, mature,MIMAT0019811;;;;;;;;;;;;;;;;;;;;
hsa-mir-4709, mature,MIMAT0019812;;;;;;;;;;;;;;;;;;;;
hsa-mir-4710, mature,MIMAT0019815;;;;;;;;;;;;;;;;;;;;
hsa-mir-4711, mature,MIMAT0019816;;;;;;;;;;;;;;;;;;;;
hsa-mir-4711, mature,MIMAT0019817;;;;;;;;;;;;;;;;;;;;
hsa-mir-4712, mature,MIMAT0019818;;;;;;;;;;;;;;;;;;;;
hsa-mir-4712, mature,MIMAT0019819;;;;;;;;;;;;;;;;;;;;
hsa-mir-4713, mature,MIMAT0019820;;;;;;;;;;;;;;;;;;;;
hsa-mir-4713, mature,MIMAT0019821;;;;;;;;;;;;;;;;;;;;
hsa-mir-4714, mature,MIMAT0019822;;;;;;;;;;;;;;;;;;;;
hsa-mir-4714, mature,MIMAT0019823;;;;;;;;;;;;;;;;;;;;
hsa-mir-4715, mature,MIMAT0019824;;;;;;;;;;;;;;;;;;;;
hsa-mir-4715, mature,MIMAT0019825;;;;;;;;;;;;;;;;;;;;
