;seminoma vs non-seminoma Fold Change;seminoma vs non-seminoma pval;seminoma vs non-seminoma fdr;seminoma vs non-seminoma significant;embryonal vs seminoma Fold Change;embryonal vs seminoma pval;embryonal vs seminoma fdr;embryonal vs seminoma significant;embryonal vs non_embryonal_non_seminoma Fold Change;embryonal vs non_embryonal_non_seminoma pval;embryonal vs non_embryonal_non_seminoma fdr;embryonal vs non_embryonal_non_seminoma significant;teratoma vs non-teratoma Fold Change;teratoma vs non-teratoma pval;teratoma vs non-teratoma fdr;teratoma vs non-teratoma significant;KIT-mutated seminoma vs KIT-wildtype seminoma Fold Change;KIT-mutated seminoma vs KIT-wildtype seminoma pval;KIT-mutated seminoma vs KIT-wildtype seminoma fdr;KIT-mutated seminoma vs KIT-wildtype seminoma significant
hsa-mir-19a, mature,MIMAT0000073;-1.3585290721493417;0.0002879700370465005;0.0004838481333116328;True;-1.3230697548908747;0.06675388058071542;0.09930872874569487;False;1.1395667482086054;0.34133696963225135;0.3989952415295911;False;-1.7685560676827532;0.0027196553242783577;0.00936286969005563;True;-1.208758967440711;0.022353602585431807;0.058678206786758495;False
hsa-mir-19a, mature,MIMAT0004490;;;;;;;;;;;;;;;;;;;;
hsa-mir-19b-1, mature,MIMAT0000074;-1.1012359094602522;0.47154655222124664;0.5018710893415841;False;-1.3273314327180634;0.3064440618422317;0.364354750694307;False;-1.0734351827344815;0.849785210557726;0.8764737301200733;False;-1.0307708101228625;0.17332392006952407;0.24366877465841041;False;-1.0789863663394819;0.1632086502767621;0.2836453784120279;False
hsa-mir-19b-1, mature,MIMAT0004491;-1.4307217660883969;0.024479827475771564;0.032411291577921546;True;1.4121366198414693;0.2057463524524954;0.2610731026918219;False;2.4226309897409894;4.207328844290332e-05;0.0003285524852089724;True;-3.747591090325381;2.6491989410365012e-15;7.417757034902204e-14;True;-1.2889399712696623;0.05647711951435234;0.12484415892646306;False
hsa-mir-19b-2, mature,MIMAT0004492;;;;;;;;;;;;;;;;;;;;
hsa-mir-200a, mature,MIMAT0000682;8.10511002501244;4.18889137123816e-06;9.97498592719303e-06;True;;;;;-20.77021397482152;0.0029818149397172395;0.00769931320255347;True;47.860000105300585;0.014318663827777876;0.040429168454902235;True;;;;
hsa-mir-200a, mature,MIMAT0001620;17.4275406655988;2.3565386850962283e-06;5.86476920877332e-06;True;6.363508107935324;0.12842595715047508;0.17470558134884448;False;-8.816360838390247;0.1400574599761742;0.1806642483767492;False;31.366000835589364;0.06368019249653187;0.1258620275225571;False;;;;
hsa-mir-200b, mature,MIMAT0000318;15.209578766140602;3.896792235875284e-06;9.346653841121152e-06;True;4.073677331420373;0.08817481723955459;0.12620281898741936;False;-16.175300211868684;0.0031195655999541987;0.007878610931271188;True;68.33642354651525;0.018260279461117225;0.04906190912828592;True;;;;
hsa-mir-200b, mature,MIMAT0004571;;;;;;;;;;;;;;;;;;;;
hsa-mir-200c, mature,MIMAT0000617;6.196791503202018;3.3247892475545084e-12;1.0004593099459475e-10;True;4.806314974376231;4.3866586110122163e-05;0.0001635519630278629;True;-1.4635222536708807;0.023947533065637572;0.03964519828091197;True;2.937803644733021;0.19299169305168523;0.2657590527269108;False;-1.5299201860160914;0.024778779598312473;0.06182428177004696;False
hsa-mir-200c, mature,MIMAT0004657;6.904615711698202;6.963557789890706e-08;3.032812669018189e-07;True;10.829422113176918;7.162383326869156e-05;0.00024303817581061628;True;2.648522309196711;0.010640953261855504;0.020454276825566692;True;-1.324814758662803;0.009287947041706527;0.028895835240864746;True;;;;
hsa-mir-202, mature,MIMAT0002810;-3.706868591522603;0.9935758630642486;0.9935758630642486;False;3.8841154402198272;0.1075059409942933;0.14893024853337877;False;34.05246488005422;0.040369424268045226;0.060994850640801956;False;-13.708297283688594;1.2533981339857603e-05;5.8854232431187106e-05;True;-2.1919664596925212;0.4014043457284229;0.5813442248480607;False
hsa-mir-202, mature,MIMAT0002811;;;;;2.742941899446637;0.12014156032393344;0.16492159644467227;False;6.880931975773877;0.11276880280116927;0.14981289862310096;False;;;;;;;;
hsa-mir-203a, mature,MIMAT0000264;9.920546825785006;0.001295608815135298;0.0019762512341464683;True;2.601959830534088;0.0015954864575678646;0.0036781443525610315;True;-8.167228226675263;0.02452682911334961;0.040410870824852216;True;29.05209313665559;0.20806630231685133;0.2796411103138482;False;-1.1247474695897;0.008104474805084323;0.02585224874533227;True
hsa-mir-203a, mature,MIMAT0031890;;;;;;;;;;;;;;;;;;;;
hsa-mir-203b, mature,MIMAT0019814;;;;;;;;;;;;;;;;;;;;
hsa-mir-204, mature,MIMAT0000265;2.6050525537360456;0.023243086129452407;0.030897435778509025;True;1.6650306741982182;0.048530631628738004;0.07593912306672992;False;-3.094047850719572;0.030728743466549774;0.04922289462697325;True;13.890792150660754;0.1728184374900042;0.24366877465841041;False;;;;
hsa-mir-204, mature,MIMAT0022693;;;;;;;;;;;;;;;;;;;;
hsa-mir-205, mature,MIMAT0000266;12.972310939734674;5.401389751409994e-08;2.554085725309583e-07;True;8.85212319443114;0.014181701474771406;0.02660170090298736;True;-2.944120022479426;0.08276871215774703;0.11409551556406562;False;9.001023067394073;0.31419483541535637;0.38670133589582323;False;-2.215951844351094;0.010107694250596771;0.031446159890745506;True
hsa-mir-205, mature,MIMAT0009197;;;;;;;;;;;;;;;;;;;;
hsa-mir-206, mature,MIMAT0000462;3.4351548434111665;0.10397117554874048;0.12746095965419668;False;;;;;-8.766592978326546;0.14375945825688632;0.18354528618775892;False;14.346081233447833;0.29568750308929603;0.36933457634945527;False;;;;
hsa-mir-208a, mature,MIMAT0000241;;;;;;;;;;;;;;;;;;;;
hsa-mir-208a, mature,MIMAT0026474;;;;;;;;;;;;;;;;;;;;
hsa-mir-208b, mature,MIMAT0004960;;;;;;;;;;;;;;;;;;;;
hsa-mir-208b, mature,MIMAT0026722;;;;;;;;;;;;;;;;;;;;
hsa-mir-20a, mature,MIMAT0000075;-1.1801461262315929;0.07411809621579142;0.09292837063419303;False;-1.0276326058414798;0.4489409226846174;0.5135612070104335;False;1.3134651261887718;0.3563883348830742;0.4124092437108484;False;-3.433385689072413;3.108727239361552e-05;0.00013565355226304954;True;-1.2291892210754911;0.8458106056527236;0.9069969047850482;False
hsa-mir-20a, mature,MIMAT0004493;;;;;;;;;;;;;;;;;;;;
hsa-mir-20b, mature,MIMAT0001413;14.199668665208996;2.337457513961345e-10;2.27558363859178e-09;True;12.17213825316825;2.1997575992562053e-05;9.915325298139911e-05;True;1.5090074936516893;0.39373685806137604;0.4437555468704759;False;3.0909031786334777;0.8177076903505301;0.8402134065987099;False;;;;
hsa-mir-20b, mature,MIMAT0004752;17.534404591512153;1.7894986497040372e-12;6.528711680110722e-11;True;21.128584111528433;1.5702628711739198e-05;7.77408831302498e-05;True;1.7473759043375583;0.06200160081860212;0.08756144442137279;False;;;;;;;;
hsa-mir-21, mature,MIMAT0000076;-1.2798050342048901;0.1342291450057862;0.16039655955565066;False;1.1860190206479895;0.1540842151744904;0.2005751421667935;False;1.9980009059868424;0.00010992215104673273;0.0006036994327328496;True;-2.239311781703854;0.1504280204311243;0.22168824022961753;False;1.1669823210902148;0.06855227978163361;0.14639978394043787;False
hsa-mir-21, mature,MIMAT0004494;1.5699352251594942;0.0005898705781765386;0.0009416200103737609;True;2.0103465329883226;6.477523997864322e-07;5.433922909319514e-06;True;3.016316069938288;2.8808441275814874e-06;9.708336681340576e-05;True;-1.930636411830153;0.31735894742693876;0.38775493212891426;False;-1.2920365409099255;0.0005262267556424124;0.0033793539820983413;True
hsa-mir-210, mature,MIMAT0000267;1.2090465138943007;0.048084967522384656;0.06169040406941598;False;1.0069443852005728;0.9395910336005321;0.9458549738245356;False;-1.1978469482827743;0.2886265834362897;0.34675277037832025;False;-1.1987254949565553;0.14176792172926558;0.2136054784799697;False;1.1010830742898636;0.8601214746108775;0.9157409135783515;False
hsa-mir-210, mature,MIMAT0026475;;;;;;;;;;;;;;;;;;;;
hsa-mir-211, mature,MIMAT0000268;;;;;;;;;;;;;;;;;;;;
hsa-mir-211, mature,MIMAT0022694;;;;;;;;;;;;;;;;;;;;
hsa-mir-2110, mature,MIMAT0010133;;;;;;;;;;;;;;;;;;;;
hsa-mir-2113, mature,MIMAT0009206;;;;;;;;;;;;;;;;;;;;
hsa-mir-2114, mature,MIMAT0011156;;;;;;;;;;;;;;;;;;;;
hsa-mir-2114, mature,MIMAT0011157;;;;;;;;;;;;;;;;;;;;
hsa-mir-2115, mature,MIMAT0011158;;;;;;;;;;;;;;;;;;;;
hsa-mir-2115, mature,MIMAT0011159;;;;;;;;;;;;;;;;;;;;
hsa-mir-2116, mature,MIMAT0011160;;;;;;;;;;;;;;;;;;;;
hsa-mir-2116, mature,MIMAT0011161;;;;;;;;;;;;;;;;;;;;
hsa-mir-2117, mature,MIMAT0011162;;;;;;;;;;;;;;;;;;;;
hsa-mir-212, mature,MIMAT0000269;;;;;;;;;;;;;;;;;;;;
hsa-mir-212, mature,MIMAT0022695;;;;;;;;;;;;;;;;;;;;
hsa-mir-214, mature,MIMAT0000271;;;;;;;;;-4.589732872871856;0.0005785086160357465;0.0021819075363940653;True;10.668703651017747;0.0329242564820105;0.0771819249097069;False;;;;
hsa-mir-214, mature,MIMAT0004564;5.713509667863959;2.836195156466505e-09;2.2351918971200315e-08;True;2.3611664156085697;0.0002681927602027642;0.0007332522500606713;True;-5.177968756765701;0.00045091690682840646;0.0017933017214095245;True;12.545710549967847;0.01897123236441342;0.05019160688537724;False;;;;
hsa-mir-215, mature,MIMAT0000272;2.8370131592147287;0.026795299958014787;0.035335634605987626;True;;;;;-1.3879544580154142;0.054789438900928605;0.07866035626440372;False;80.99129845721905;0.10318078713721715;0.1666766561447354;False;;;;
hsa-mir-215, mature,MIMAT0026476;;;;;;;;;;;;;;;;;;;;
hsa-mir-216a, mature,MIMAT0000273;;;;;;;;;;;;;;;;;;;;
hsa-mir-216a, mature,MIMAT0022844;;;;;;;;;;;;;;;;;;;;
hsa-mir-216b, mature,MIMAT0004959;;;;;;;;;;;;;;;;;;;;
hsa-mir-216b, mature,MIMAT0026721;;;;;;;;;;;;;;;;;;;;
hsa-mir-217, mature,MIMAT0000274;-3.8050116232188262;0.6257784219369201;0.6534153238521153;False;-3.883640266530936;6.188150016580331e-11;1.6989284590975092e-09;True;1.1357682361348764;0.11316850539331079;0.14981289862310096;False;-1.0330718357261242;0.39000883210097015;0.45819219435638453;False;-1.6376793509429892;0.017413143580584562;0.047184001960293646;True
hsa-mir-218-1, mature,MIMAT0000275;1.758345443411117;5.093651743658503e-05;9.471902961522274e-05;True;-1.4458134791259212;0.42407563320538644;0.4869613734905958;False;-5.1316881077991825;0.0027196832890725806;0.007294654403248937;True;5.050370306835235;0.018398215923107218;0.04906190912828592;True;-1.0040469293714547;0.5032735481872896;0.6503842776574205;False
hsa-mir-218-1, mature,MIMAT0004565;;;;;;;;;;;;;;;;;;;;
hsa-mir-218-2, mature,MIMAT0004566;;;;;;;;;;;;;;;;;;;;
hsa-mir-219a-1, mature,MIMAT0000276;;;;;;;;;;;;;;;;;;;;
hsa-mir-219a-1, mature,MIMAT0004567;;;;;;;;;;;;;;;;;;;;
hsa-mir-219a-2, mature,MIMAT0004675;4.299000836792943;0.0013786393831306265;0.0020742256173465336;True;8.122125031084538;0.0013154631171674797;0.0031036707920670224;True;11.076952625701333;0.8511421194229614;0.8764737301200733;False;-2.8243181330722362;0.40684489222738135;0.46952942508918694;False;;;;
hsa-mir-219b, mature,MIMAT0019747;;;;;;;;;;;;;;;;;;;;
hsa-mir-219b, mature,MIMAT0019748;;;;;;;;;;;;;;;;;;;;
hsa-mir-22, mature,MIMAT0000077;-1.0638264950163063;0.10512590643733051;0.12840101487363986;False;1.1591750502903642;0.1951655833731334;0.2497457888927385;False;1.297651915454284;0.01361449837442333;0.025056470412502516;True;-1.470755528456184;0.08825830359713442;0.151299949023659;False;1.0388138377892115;0.6281618277058594;0.7397045821583017;False
hsa-mir-22, mature,MIMAT0004495;;;;;;;;;;;;;;;;;;;;
hsa-mir-221, mature,MIMAT0000278;1.3849514018065807;0.00018264979794198213;0.0003148806412437296;True;1.1286016913104129;0.20566225907911442;0.2610731026918219;False;-1.4253119795831106;0.5442424668391006;0.5959110554630659;False;1.5190334507129053;0.06878117653462147;0.13358656251810877;False;-1.0237878540430185;0.23235429601823046;0.3827011934417914;False
hsa-mir-221, mature,MIMAT0004568;;;;;;;;;;;;;;;;;;;;
hsa-mir-222, mature,MIMAT0000279;1.587099482845062;1.2924925555323515e-08;8.38853011531781e-08;True;1.439763927607799;0.00015434014527650897;0.00045253129974277384;True;1.1792759359223624;0.2982296524215901;0.3570500336950525;False;1.2168111693404997;0.4406013082115814;0.5018374222342079;False;1.030945660154791;0.12802348799575025;0.2325865558006129;False
hsa-mir-222, mature,MIMAT0004569;;;;;;;;;;;;;;;;;;;;
hsa-mir-223, mature,MIMAT0000280;1.1296175827023982;0.27946545083743474;0.31787994579790685;False;1.5774334027078303;0.01939941497517894;0.03572331294209781;True;2.154044652155037;0.00012195466611633178;0.0006491740688653969;True;-1.5460437550141943;0.014713071855329756;0.040856133416452875;True;1.1159653614201281;0.8981956545855194;0.9353111775022764;False
hsa-mir-223, mature,MIMAT0004570;;;;;;;;;;;;;;;;;;;;
hsa-mir-224, mature,MIMAT0000281;;;;;;;;;;;;;;;;;;;;
hsa-mir-224, mature,MIMAT0009198;;;;;;;;;;;;;;;;;;;;
hsa-mir-2276, mature,MIMAT0011775;;;;;;;;;;;;;;;;;;;;
hsa-mir-2276, mature,MIMAT0026921;;;;;;;;;;;;;;;;;;;;
hsa-mir-2277, mature,MIMAT0011777;;;;;;;;;;;;;;;;;;;;
hsa-mir-2277, mature,MIMAT0017352;;;;;;;;;;;;;;;;;;;;
hsa-mir-2278, mature,MIMAT0011778;;;;;;;;;;;;;;;;;;;;
hsa-mir-2355, mature,MIMAT0016895;-1.3921321139393108;0.0008186118615108854;0.001266170682991136;True;-1.8196199731080152;8.93884703770872e-09;1.2854913358990636e-07;True;-1.7605507928637596;0.0004362840164389113;0.0017552822056728294;True;1.5363034296216085;0.8570100282369848;0.8779127118525211;False;-1.5408380068851466;0.002281875562570772;0.009381406470108569;True
hsa-mir-2355, mature,MIMAT0017950;;;;;;;;;;;;;;;;;;;;
hsa-mir-23a, mature,MIMAT0000078;1.0522759247089326;0.06957246442089912;0.08756078221793767;False;1.0386395258935759;0.4565150660086956;0.5202549054136832;False;-1.126536588048362;0.20347416398029616;0.24965269764958326;False;1.29184846329641;0.2067545203862074;0.2789940516054847;False;1.0508892204996678;0.35759532376919767;0.5396049196996276;False
hsa-mir-23a, mature,MIMAT0004496;;;;;;;;;;;;;;;;;;;;
hsa-mir-23b, mature,MIMAT0000418;1.6872474475629722;2.2025722174525867e-08;1.2569851792703554e-07;True;1.3566953067032126;0.03585625096115681;0.05885102059928999;False;-2.167566736288065;0.0003794554243994584;0.0016411447105276575;True;3.5998307544681176;0.017577865225635956;0.04763034448236839;True;1.0342646258762944;0.4470149922784541;0.6134922694428112;False
hsa-mir-23b, mature,MIMAT0004587;;;;;;;;;;;;;;;;;;;;
hsa-mir-23c, mature,MIMAT0018000;;;;;;;;;;;;;;;;;;;;
hsa-mir-24-1, mature,MIMAT0000079;;;;;;;;;;;;;;;;;;;;
hsa-mir-24-1, mature,MIMAT0000080;1.5923476432817532;2.6046114849123313e-09;2.1027473207462968e-08;True;1.322844850256528;0.0017993695922535783;0.004116739521671065;True;-1.3866088580695888;0.015661795465595627;0.028371629482178466;True;1.5440557257982537;0.028701367847213798;0.06988159128017273;False;-1.0899067215790939;0.38815812304426756;0.5655399480000424;False
hsa-mir-24-2, mature,MIMAT0004497;;;;;;;;;;;;;;;;;;;;
hsa-mir-2467, mature,MIMAT0019952;;;;;;;;;;;;;;;;;;;;
hsa-mir-25, mature,MIMAT0000081;-1.713096306613452;1.2449409553015703e-10;1.420949848982137e-09;True;-2.1473236366136925;1.7132779997853254e-09;2.9652513686236598e-08;True;-1.2718854145611511;0.692870453145346;0.7264641720857264;False;-2.1893958284558943;0.0002745723658954311;0.0010727478481495913;True;-2.008832100298408;1.0083357513820227e-08;8.929536739305114e-07;True
hsa-mir-25, mature,MIMAT0004498;;;;;;;;;;;;;;;;;;;;
hsa-mir-2681, mature,MIMAT0013515;;;;;;;;;;;;;;;;;;;;
hsa-mir-2681, mature,MIMAT0013516;;;;;;;;;;;;;;;;;;;;
hsa-mir-2682, mature,MIMAT0013517;;;;;;;;;;;;;;;;;;;;
hsa-mir-2682, mature,MIMAT0013518;;;;;;;;;;;;;;;;;;;;
hsa-mir-26a-1, mature,MIMAT0000082;-1.0652280293883583;0.7517750670582286;0.7751948510787341;False;-1.276535529999905;0.2865376986181134;0.34613753993068097;False;-1.358337495304222;0.4965915334371305;0.5471995878001501;False;1.228708568031484;0.10771972119728228;0.17153472190657273;False;1.0132020881499098;0.9732674924724117;0.981053632412191;False
hsa-mir-26a-1, mature,MIMAT0004499;;;;;;;;;;;;;;;;;;;;
hsa-mir-26a-2, mature,MIMAT0004681;;;;;;;;;;;;;;;;;;;;
hsa-mir-26b, mature,MIMAT0000083;1.166753525432807;0.008121949859343214;0.011439852780606826;True;-1.167457603815388;0.2433007196606366;0.2974769932692804;False;-1.6562866349500265;0.004425449143899164;0.01014043313767623;True;1.6025341445034584;0.06196565023687713;0.1241997043859671;False;-1.1128510982876973;0.5271828564751908;0.6709599991502428;False
hsa-mir-26b, mature,MIMAT0004500;;;;;;;;;;;;;;;;;;;;
hsa-mir-27a, mature,MIMAT0000084;1.1832583052642174;0.04720352089952218;0.06079519617798382;False;1.2608434075893595;0.020957927141302186;0.037674369027817026;True;1.4669226232506838;0.31495477030548963;0.3744823042120255;False;-1.02140729544123;0.4749056782772028;0.5318943596704672;False;-1.0352517394039702;0.3800722552428917;0.5633580996463935;False
hsa-mir-27a, mature,MIMAT0004501;;;;;;;;;;;;;;;;;;;;
hsa-mir-27b, mature,MIMAT0000419;1.9763751219818668;4.9587992135985466e-11;8.206812698505595e-10;True;1.553433857960919;0.003761742669080043;0.008114616329015521;True;-1.8777541164628058;0.0006256098487058245;0.002327537716690487;True;3.288593826733344;0.0002490466995925919;0.0009844669536836575;True;-1.0040594124561997;0.2714602035000389;0.43571956230579495;False
hsa-mir-27b, mature,MIMAT0004588;;;;;;;;;;;;;;;;;;;;
hsa-mir-28, mature,MIMAT0000085;1.2155710397353168;5.882089965009695e-05;0.00010756750157006679;True;-1.0145327253313285;0.790942947083238;0.8124652041467275;False;-1.4583180724276403;0.002447826454105718;0.006830225428391762;True;2.2863794918305786;0.04135712472339985;0.0909252487927572;False;-1.0412103743238919;0.40797736402160056;0.5841494075763827;False
hsa-mir-28, mature,MIMAT0004502;1.1965840655652682;2.1890361038518318e-05;4.3913390931815536e-05;True;1.0173577924446464;0.5723700551835598;0.6218313981006761;False;-1.2231610460078453;0.002413260109383918;0.006803186694275351;True;2.3256335861150226;0.03335475446591562;0.07729101724515619;False;-1.0897050596907443;0.25358594005192414;0.41228165737474115;False
hsa-mir-296, mature,MIMAT0000690;;;;;;;;;;;;;;;;;;;;
hsa-mir-296, mature,MIMAT0004679;;;;;;;;;;;;;;;;;;;;
hsa-mir-299, mature,MIMAT0000687;;;;;;;;;;;;;;;;;;;;
hsa-mir-299, mature,MIMAT0002890;1.2101862853999072;0.44044075657963777;0.4733308130774678;False;1.0349417829372807;0.9008479596247526;0.909886567915302;False;1.272870243502833;0.5714480679776364;0.6178782235008193;False;-1.32741746766126;0.9832128014269282;0.9845152456715016;False;-1.7931477831284115;6.625416678163394e-07;2.7826750048286258e-05;True
hsa-mir-29a, mature,MIMAT0000086;-2.2376251356402195;1.2936264322440274e-06;3.3452371021310397e-06;True;-1.401708016519651;0.4957021804445546;0.5565132286031803;False;2.3678657903858142;0.00483218666345641;0.010786687648747857;True;-2.7502123913294723;0.2734695057265678;0.3480520981974499;False;1.0108436628071236;0.34058782638263607;0.5233422698074651;False
hsa-mir-29a, mature,MIMAT0004503;;;;;;;;;;;;;;;;;;;;
hsa-mir-29b-1, mature,MIMAT0000100;-2.658798534322602;4.0496654974327814e-11;7.054943577106582e-10;True;-1.7570251810746376;0.00980145346346842;0.0190970254578546;True;2.463089434119492;0.0009882401476237718;0.0033696588299699033;True;-3.2750658123273633;0.10525272784683831;0.1684043645549413;False;1.212758766670999;0.27424798815626955;0.43740818364164513;False
hsa-mir-29b-1, mature,MIMAT0004514;;;;;;;;;;;;;;;;;;;;
hsa-mir-29b-2, mature,MIMAT0004515;;;;;;;;;;;;;;;;;;;;
hsa-mir-29c, mature,MIMAT0000681;-3.502225213770043;3.2052726437379787e-11;6.630907781732943e-10;True;-2.0822285896946964;0.032388485453683655;0.053924120212566075;False;2.699842716844232;0.016044190366388003;0.02891296805609505;True;-2.8985841949445335;0.10370470558867127;0.1667214405636055;False;1.129210475253098;0.43142973692954323;0.6040016317013605;False
hsa-mir-29c, mature,MIMAT0004673;;;;;;;;;;;;;;;;;;;;
hsa-mir-300, mature,MIMAT0004903;;;;;;;;;;;;;;;;;;;;
hsa-mir-301a, mature,MIMAT0000688;;;;;;;;;-6.478198287686777;1.4404337629507478e-05;0.00020766253415873282;True;7.372410059267037;0.015538070438286202;0.04244546070946475;True;;;;
hsa-mir-301a, mature,MIMAT0022696;;;;;;;;;;;;;;;;;;;;
hsa-mir-301b, mature,MIMAT0004958;;;;;;;;;;;;;;;;;;;;
hsa-mir-301b, mature,MIMAT0032026;;;;;;;;;;;;;;;;;;;;
hsa-mir-302a, mature,MIMAT0000683;4.812445823990168;1.7771762478549586e-08;1.0695369782545296e-07;True;6.0624513191891545;2.8826528496021505e-06;2.072764668047261e-05;True;2.889894921477916;0.779998697866766;0.8109292537127816;False;-17.824685531403865;2.1323609146636691e-10;3.115101162291273e-09;True;-1.2436305571923252;0.027324303283318717;0.06620888872496458;False
hsa-mir-302a, mature,MIMAT0000684;5.75014176975375;3.3505824189566866e-08;1.7623088796153907e-07;True;6.37209083521427;9.381529388472773e-05;0.0003021630695001;True;3.23352551503995;0.6004515424310914;0.6392499497881774;False;-22.463646904084925;2.4815973461047537e-08;2.689731317068378e-07;True;-1.4823441984894938;0.012663589780705885;0.036263916190203214;True
hsa-mir-302b, mature,MIMAT0000714;3.8301545279110103;3.7833147380896075e-08;1.926580274319477e-07;True;6.410812936956384;3.1362012011337924e-05;0.0001315462170475563;True;6.191284895509114;0.027957321323990775;0.04520202419673275;True;;;;;;;;
hsa-mir-302b, mature,MIMAT0000715;3.647220367611813;7.623883410167767e-08;3.2452151127894767e-07;True;4.486348815945394;8.996486599358509e-06;5.126299911332584e-05;True;4.254739595154415;0.7804608135443822;0.8109292537127816;False;-44.597809223065276;6.892510977748192e-12;1.543922459015595e-10;True;-1.5165888322715575;0.005104732204955766;0.01715190020865137;True
hsa-mir-302c, mature,MIMAT0000716;8.510266282991132;2.1552072709480147e-10;2.229292520886853e-09;True;9.418638908638464;0.00012388347864873074;0.0003897167765824654;True;2.0754052041512705;0.4456192404642897;0.4989781786428616;False;-5.585426407030372;1.4685494509015035e-06;8.08905927053943e-06;True;;;;
hsa-mir-302c, mature,MIMAT0000717;6.108750451425326;2.8861593278865315e-08;1.59219789588407e-07;True;6.369947827781576;0.00010977821184402156;0.0003489791576515212;True;1.3496073680079346;0.5739549859402661;0.6186555300166108;False;-6.576608177851172;1.7593537613663052e-06;9.383220060620295e-06;True;-1.3505186476091182;0.01086408388513019;0.032881644396425457;True
hsa-mir-302d, mature,MIMAT0000718;4.110351813652731;4.128920518168879e-08;2.070716199263483e-07;True;5.092269083499707;7.830619873750537e-05;0.00026276080020807354;True;2.8697283985992774;0.5850068771871447;0.6247295663788645;False;-22.082100107557608;4.595543091357403e-09;5.718898069244768e-08;True;-1.4236755948717774;0.00794474286874541;0.02566763080671594;True
hsa-mir-302d, mature,MIMAT0004685;;;;;8.011484072843619;4.99186238643736e-06;3.0766172259266994e-05;True;6.318336820207616;0.0018351029194054425;0.0055696983343358165;True;;;;;;;;
hsa-mir-302e, mature,MIMAT0005931;;;;;;;;;;;;;;;;;;;;
hsa-mir-3064, mature,MIMAT0019864;;;;;;;;;;;;;;;;;;;;
hsa-mir-3064, mature,MIMAT0019865;;;;;;;;;;;;;;;;;;;;
hsa-mir-3065, mature,MIMAT0015066;;;;;;;;;;;;;;;;;;;;
hsa-mir-3065, mature,MIMAT0015378;-1.1128598419369367;0.2839180473881438;0.3218386085119027;False;-2.0486191578057382;0.0007279577739781146;0.0018320270645115885;True;-3.862377414518499;0.003682121337681632;0.008971929456604539;True;2.6585131144487675;0.20177013481038794;0.2744727339930783;False;-1.2875172700099813;0.032699310808490624;0.07847834594037749;False
hsa-mir-3074, mature,MIMAT0015027;;;;;;;;;;;;;;;;;;;;
hsa-mir-3074, mature,MIMAT0019208;;;;;;;;;;;;;;;;;;;;
hsa-mir-30a, mature,MIMAT0000087;-1.0125748835957136;0.29165965912086284;0.32885370923562807;False;-1.5236827951911196;0.003039569891835336;0.006700365746965485;True;-2.3415963861253983;0.00289445159402944;0.007586971602531714;True;2.5048427628968266;0.020597200924007603;0.05406765242551996;False;-1.0688483458904257;0.11861406380672954;0.22141291910589514;False
hsa-mir-30a, mature,MIMAT0000088;-1.108825715223414;0.5239018994201252;0.5522660149938263;False;-1.7281976288207013;0.00030043627065620573;0.0008101049440908404;True;-2.402726516935593;0.001962235088741917;0.005753672378853418;True;2.05101624546917;0.04398314791961619;0.0947329339807118;False;-1.3567003519948924;0.0026391251206783883;0.010391555162671155;True
hsa-mir-30b, mature,MIMAT0000420;1.1152767296311163;0.19365949823110054;0.2273095528882776;False;-1.2024757827586274;0.04214287697100734;0.06769760024066072;False;-1.5651693573209897;0.01199435309493473;0.0223120761873517;True;1.4829833399928412;0.036159982904478395;0.08265138949595062;False;-1.1944912815627358;0.8042979932563237;0.873634027157731;False
hsa-mir-30b, mature,MIMAT0004589;;;;;;;;;;;;;;;;;;;;
hsa-mir-30c-1, mature,MIMAT0000244;-1.0773283404922884;0.20113060720190903;0.2352446324517028;False;-1.4441678919015906;0.0004485244528300335;0.0011778642152580011;True;-1.3831079059892135;0.01539620000477648;0.02803729053501401;True;1.1468448225795869;0.2799254697392549;0.3549243691788289;False;1.0914800157998654;0.7677547290566687;0.8565758965034802;False
hsa-mir-30c-1, mature,MIMAT0004674;;;;;;;;;;;;;;;;;;;;
hsa-mir-30c-2, mature,MIMAT0004550;;;;;;;;;-2.448708284447108;0.004220716137850119;0.009801126065074772;True;2.351054860439513;0.03228734184955345;0.07639821733415465;False;;;;
hsa-mir-30d, mature,MIMAT0000245;-1.0011536135255164;0.01291195798148401;0.01766057062756697;True;-1.267684663403514;0.0003643630382876328;0.0009737844032111956;True;-1.5500290356520412;0.0014939382355318408;0.0047371633786879724;True;1.3661837329327464;0.14613744970194278;0.2192061745529142;False;1.106721873865233;0.0729183584552057;0.15109567443482516;False
hsa-mir-30d, mature,MIMAT0004551;;;;;;;;;;;;;;;;;;;;
hsa-mir-30e, mature,MIMAT0000692;-1.585245168613642;1.416854091358481e-19;2.344893521198286e-17;True;-1.537306365402016;1.2619756401693077e-07;1.27038881110377e-06;True;1.0405831363923057;0.3903270814787325;0.44135022938444923;False;-1.7124155510707317;0.0033024953096427436;0.011208468929696585;True;1.0266714115361626;0.43038389937985655;0.6040016317013605;False
hsa-mir-30e, mature,MIMAT0000693;-1.6334643856919449;6.474512184347963e-11;9.74119787735989e-10;True;-1.6126952284017733;9.052435934832618e-05;0.00029715604916515765;True;1.100816731473206;0.10654477899910404;0.14344160908050582;False;-1.6748019983376932;0.0003633190091332903;0.001387218034872563;True;-1.3919889108231682;1.730575598545855e-05;0.0003206303554726285;True
